ID,Parent,Child,TrueOrFalse
0,X134,X187,true
1,X14,X92,true
2,X46,X169,true
3,X36,X108,true
4,X28,X101,true
5,X20,X99,true
6,X50,X62,true
7,X63,X146,true
8,X135,X182,true
9,X2,X192,true
10,X68,X82,true
11,X121,X179,true
12,X0,X23,true
13,X26,X121,true
14,X71,X143,true
15,X113,X181,true
16,X18,X75,true
17,X163,X191,true
18,X43,X119,true
19,X78,X186,true
20,X41,X116,true
21,X49,X84,true
22,X8,X111,true
23,X0,X85,true
24,X69,X132,true
25,X132,X148,true
26,X143,X195,true
27,X178,X197,true
28,X62,X106,true
29,X5,X75,true
30,X172,X192,true
31,X0,X40,true
32,X150,X191,true
33,X79,X106,true
34,X42,X99,true
35,X104,X198,true
36,X114,X180,true
37,X57,X120,true
38,X21,X89,true
39,X78,X94,true
40,X4,X142,true
41,X38,X72,true
42,X40,X137,true
43,X89,X123,true
44,X11,X157,true
45,X16,X199,true
46,X60,X144,true
47,X13,X15,true
48,X67,X95,true
49,X23,X34,true
50,X91,X148,true
51,X20,X167,true
52,X20,X103,true
53,X186,X190,true
54,X169,X190,true
55,X30,X139,true
56,X32,X67,true
57,X33,X193,true
58,X131,X167,true
59,X73,X81,true
60,X13,X136,true
61,X128,X142,true
62,X45,X61,true
63,X51,X127,true
64,X33,X65,true
65,X118,X157,true
66,X142,X175,true
67,X51,X169,true
68,X141,X145,true
69,X36,X97,true
70,X113,X198,true
71,X42,X65,true
72,X12,X180,true
73,X69,X137,true
74,X158,X184,true
75,X59,X167,true
76,X30,X105,true
77,X36,X40,true
78,X3,X72,true
79,X130,X187,true
80,X107,X155,true
81,X128,X152,true
82,X162,X186,true
83,X40,X98,true
84,X82,X183,true
85,X24,X38,true
86,X72,X190,true
87,X121,X189,true
88,X131,X150,true
89,X27,X189,true
90,X116,X184,true
91,X13,X42,true
92,X35,X144,true
93,X117,X145,true
94,X72,X84,true
95,X109,X157,true
96,X88,X150,true
97,X45,X166,true
98,X30,X144,true
99,X0,X76,true
100,X115,X148,true
101,X165,X193,true
102,X7,X13,true
103,X147,X175,true
104,X5,X118,true
105,X69,X124,true
106,X114,X128,true
107,X94,X137,true
108,X114,X188,true
109,X21,X55,true
110,X34,X39,true
111,X8,X148,true
112,X73,X108,true
113,X79,X199,true
114,X48,X67,true
115,X124,X189,true
116,X67,X178,true
117,X24,X53,true
118,X64,X135,true
119,X25,X111,true
120,X21,X31,true
121,X71,X88,true
122,X16,X91,true
123,X50,X193,true
124,X102,X116,true
125,X126,X167,true
126,X33,X142,true
127,X35,X64,false
128,X106,X142,false
129,X173,X141,false
130,X47,X196,false
131,X133,X22,false
132,X178,X123,false
133,X95,X86,false
134,X85,X102,false
135,X122,X79,false
136,X54,X176,false
137,X156,X164,false
138,X19,X37,false
139,X37,X128,false
140,X65,X113,false
141,X162,X198,false
142,X31,X95,false
143,X106,X179,false
144,X74,X185,false
145,X85,X173,false
146,X150,X180,false
147,X56,X157,false
148,X145,X194,false
149,X68,X163,false
150,X179,X97,false
151,X193,X17,false
152,X194,X131,false
153,X154,X152,false
154,X63,X57,false
155,X167,X140,false
156,X44,X62,false
157,X162,X157,false
158,X166,X125,false
159,X195,X184,false
160,X123,X22,false
161,X177,X117,false
162,X11,X47,false
163,X71,X10,false
164,X55,X122,false
165,X22,X46,false
166,X106,X157,false
167,X129,X97,false
168,X174,X11,false
169,X135,X118,false
170,X193,X99,false
171,X137,X129,false
172,X12,X28,false
173,X182,X177,false
174,X108,X15,false
175,X48,X134,false
176,X54,X13,false
177,X88,X98,false
178,X55,X30,false
179,X173,X20,false
180,X57,X17,false
181,X159,X9,false
182,X33,X179,false
183,X175,X151,false
184,X120,X53,false
185,X75,X150,false
186,X176,X72,false
187,X137,X173,false
188,X108,X179,false
189,X46,X72,false
190,X184,X48,false
191,X191,X148,false
192,X151,X75,false
193,X192,X132,false
194,X36,X170,false
195,X135,X185,false
196,X128,X50,false
197,X98,X126,false
198,X113,X170,false
199,X150,X101,false
200,X156,X101,false
201,X108,X94,false
202,X131,X198,false
203,X155,X31,false
204,X36,X17,false
205,X42,X139,false
206,X172,X173,false
207,X167,X108,false
208,X150,X88,false
209,X59,X139,false
210,X72,X87,false
211,X58,X82,false
212,X38,X23,false
213,X119,X48,false
214,X43,X93,false
215,X183,X113,false
216,X187,X3,false
217,X61,X139,false
218,X173,X170,false
219,X195,X121,false
220,X150,X143,false
221,X75,X20,false
222,X75,X108,false
223,X195,X107,false
224,X139,X54,false
225,X161,X158,false
226,X60,X174,false
227,X15,X37,false
228,X199,X103,false
229,X89,X175,false
230,X98,X43,false
231,X174,X99,false
232,X32,X15,false
233,X7,X46,false
234,X170,X1,false
235,X93,X57,false
236,X145,X87,false
237,X13,X81,false
238,X84,X162,false
239,X165,X101,false
240,X14,X73,false
241,X194,X26,false
242,X162,X146,false
243,X166,X154,false
244,X184,X22,false
245,X199,X161,false
246,X115,X64,false
247,X163,X168,false
248,X144,X53,false
249,X111,X113,false
250,X92,X181,false
251,X12,X111,false
252,X24,X84,false
253,X29,X148,false
