ID,Parent,Child,TrueOrFalse
0,X64,X86,true
1,X37,X170,true
2,X7,X27,true
3,X80,X176,true
4,X74,X149,true
5,X53,X62,true
6,X64,X162,true
7,X33,X39,true
8,X120,X171,true
9,X41,X156,true
10,X143,X164,true
11,X155,X156,true
12,X172,X197,true
13,X6,X112,true
14,X116,X158,true
15,X44,X151,true
16,X34,X189,true
17,X53,X143,true
18,X27,X189,true
19,X31,X73,true
20,X101,X170,true
21,X41,X117,true
22,X7,X73,true
23,X13,X136,true
24,X165,X193,true
25,X81,X175,true
26,X82,X89,true
27,X89,X123,true
28,X4,X143,true
29,X24,X197,true
30,X56,X139,true
31,X60,X81,true
32,X7,X174,true
33,X143,X195,true
34,X34,X75,true
35,X58,X128,true
36,X114,X190,true
37,X77,X145,true
38,X20,X103,true
39,X70,X85,true
40,X15,X195,true
41,X103,X161,true
42,X72,X103,true
43,X39,X184,true
44,X158,X198,true
45,X18,X63,true
46,X71,X115,true
47,X105,X129,true
48,X32,X54,true
49,X60,X127,true
50,X56,X172,true
51,X18,X34,true
52,X0,X76,true
53,X12,X127,true
54,X93,X157,true
55,X33,X193,true
56,X116,X184,true
57,X34,X172,true
58,X115,X139,true
59,X139,X179,true
60,X84,X88,true
61,X125,X166,true
62,X109,X184,true
63,X167,X188,true
64,X26,X140,true
65,X0,X79,true
66,X127,X156,true
67,X102,X116,true
68,X13,X39,true
69,X87,X89,true
70,X62,X106,true
71,X31,X41,true
72,X13,X179,true
73,X68,X82,true
74,X103,X143,true
75,X32,X67,true
76,X115,X148,true
77,X88,X165,true
78,X8,X111,true
79,X26,X183,true
80,X45,X87,true
81,X57,X120,true
82,X132,X148,true
83,X58,X64,true
84,X94,X137,true
85,X0,X40,true
86,X116,X161,true
87,X12,X147,true
88,X109,X157,true
89,X132,X181,true
90,X107,X143,true
91,X72,X190,true
92,X113,X198,true
93,X12,X155,true
94,X158,X184,true
95,X36,X40,true
96,X88,X158,true
97,X106,X110,true
98,X70,X169,true
99,X96,X146,true
100,X24,X190,true
101,X113,X188,true
102,X71,X111,true
103,X11,X199,true
104,X46,X173,true
105,X35,X155,true
106,X23,X61,true
107,X55,X171,true
108,X14,X52,true
109,X30,X168,true
110,X139,X192,true
111,X134,X179,true
112,X114,X128,true
113,X52,X162,true
114,X31,X46,true
115,X0,X85,true
116,X158,X187,true
117,X126,X167,true
118,X58,X180,true
119,X94,X139,true
120,X8,X132,true
121,X5,X123,true
122,X8,X65,true
123,X45,X51,true
124,X36,X97,true
125,X78,X94,true
126,X114,X180,true
127,X31,X17,false
128,X15,X169,false
129,X128,X67,false
130,X161,X154,false
131,X188,X158,false
132,X70,X196,false
133,X39,X141,false
134,X90,X49,false
135,X6,X41,false
136,X58,X163,false
137,X163,X44,false
138,X15,X188,false
139,X22,X149,false
140,X6,X86,false
141,X84,X194,false
142,X49,X58,false
143,X149,X23,false
144,X53,X135,false
145,X73,X74,false
146,X80,X158,false
147,X74,X3,false
148,X176,X191,false
149,X6,X15,false
150,X20,X177,false
151,X152,X191,false
152,X169,X0,false
153,X113,X155,false
154,X51,X66,false
155,X24,X79,false
156,X20,X157,false
157,X188,X97,false
158,X16,X52,false
159,X19,X8,false
160,X77,X34,false
161,X137,X17,false
162,X89,X30,false
163,X3,X55,false
164,X170,X195,false
165,X88,X33,false
166,X34,X21,false
167,X195,X36,false
168,X50,X149,false
169,X27,X34,false
170,X126,X127,false
171,X108,X53,false
172,X193,X47,false
173,X67,X168,false
174,X190,X21,false
175,X71,X92,false
176,X99,X182,false
177,X186,X141,false
178,X101,X154,false
179,X193,X129,false
180,X83,X147,false
181,X53,X88,false
182,X62,X139,false
183,X121,X17,false
184,X22,X185,false
185,X34,X76,false
186,X96,X43,false
187,X141,X73,false
188,X144,X71,false
189,X180,X128,false
190,X85,X178,false
191,X199,X140,false
192,X51,X166,false
193,X37,X124,false
194,X127,X32,false
195,X135,X181,false
196,X40,X186,false
197,X63,X7,false
198,X16,X139,false
199,X139,X76,false
200,X99,X54,false
201,X10,X108,false
202,X196,X83,false
203,X91,X158,false
204,X164,X162,false
205,X107,X51,false
206,X79,X142,false
207,X5,X152,false
208,X18,X152,false
209,X11,X48,false
210,X7,X80,false
211,X78,X193,false
212,X112,X62,false
213,X38,X3,false
214,X30,X175,false
215,X96,X8,false
216,X86,X75,false
217,X160,X145,false
218,X19,X107,false
219,X36,X41,false
220,X144,X67,false
221,X79,X0,false
222,X89,X76,false
223,X91,X97,false
224,X182,X168,false
225,X37,X113,false
226,X45,X153,false
227,X111,X96,false
228,X40,X1,false
229,X126,X129,false
230,X123,X162,false
231,X90,X41,false
232,X125,X13,false
233,X18,X59,false
234,X21,X54,false
235,X139,X89,false
236,X98,X47,false
237,X123,X164,false
238,X94,X77,false
239,X2,X81,false
240,X46,X143,false
241,X169,X55,false
242,X114,X173,false
243,X74,X110,false
244,X69,X20,false
245,X25,X142,false
246,X144,X124,false
247,X118,X179,false
248,X190,X4,false
249,X24,X158,false
250,X54,X148,false
251,X59,X104,false
252,X78,X177,false
253,X179,X78,false
