ID,Parent,Child,TrueOrFalse
0,X50,X62,true
1,X49,X84,true
2,X5,X147,true
3,X72,X199,true
4,X149,X186,true
5,X58,X101,true
6,X142,X175,true
7,X46,X110,true
8,X41,X133,true
9,X59,X156,true
10,X65,X158,true
11,X127,X156,true
12,X57,X157,true
13,X51,X127,true
14,X75,X106,true
15,X114,X171,true
16,X20,X80,true
17,X13,X106,true
18,X88,X150,true
19,X33,X69,true
20,X30,X144,true
21,X35,X144,true
22,X170,X190,true
23,X73,X191,true
24,X126,X167,true
25,X96,X146,true
26,X95,X156,true
27,X85,X133,true
28,X36,X40,true
29,X133,X138,true
30,X96,X179,true
31,X68,X124,true
32,X17,X30,true
33,X38,X72,true
34,X112,X172,true
35,X60,X127,true
36,X18,X143,true
37,X3,X190,true
38,X5,X118,true
39,X13,X15,true
40,X41,X135,true
41,X138,X162,true
42,X89,X123,true
43,X62,X108,true
44,X120,X134,true
45,X17,X33,true
46,X16,X91,true
47,X114,X128,true
48,X58,X90,true
49,X116,X184,true
50,X107,X143,true
51,X10,X27,true
52,X60,X101,true
53,X133,X162,true
54,X136,X141,true
55,X109,X184,true
56,X73,X120,true
57,X110,X126,true
58,X21,X113,true
59,X132,X154,true
60,X40,X98,true
61,X8,X148,true
62,X101,X104,true
63,X42,X99,true
64,X45,X61,true
65,X40,X115,true
66,X6,X22,true
67,X55,X134,true
68,X20,X23,true
69,X78,X140,true
70,X66,X182,true
71,X88,X127,true
72,X69,X132,true
73,X24,X105,true
74,X77,X148,true
75,X103,X155,true
76,X21,X192,true
77,X88,X94,true
78,X26,X183,true
79,X41,X116,true
80,X6,X131,true
81,X73,X197,true
82,X105,X129,true
83,X102,X113,true
84,X20,X145,true
85,X64,X162,true
86,X47,X89,true
87,X22,X165,true
88,X180,X183,true
89,X6,X112,true
90,X33,X65,true
91,X162,X186,true
92,X172,X193,true
93,X48,X93,true
94,X42,X65,true
95,X14,X52,true
96,X103,X168,true
97,X132,X139,true
98,X114,X188,true
99,X150,X191,true
100,X31,X44,true
101,X59,X167,true
102,X120,X193,true
103,X18,X113,true
104,X0,X76,true
105,X34,X75,true
106,X39,X80,true
107,X72,X84,true
108,X31,X41,true
109,X73,X157,true
110,X172,X197,true
111,X143,X164,true
112,X154,X172,true
113,X32,X96,true
114,X9,X124,true
115,X76,X115,true
116,X46,X169,true
117,X56,X172,true
118,X78,X186,true
119,X50,X69,true
120,X14,X195,true
121,X9,X194,true
122,X0,X23,true
123,X23,X34,true
124,X172,X192,true
125,X159,X187,true
126,X53,X126,true
127,X0,X56,false
128,X176,X166,false
129,X43,X47,false
130,X181,X185,false
131,X97,X36,false
132,X58,X57,false
133,X54,X61,false
134,X173,X110,false
135,X168,X55,false
136,X12,X144,false
137,X172,X152,false
138,X188,X77,false
139,X105,X191,false
140,X179,X177,false
141,X80,X121,false
142,X122,X74,false
143,X40,X128,false
144,X71,X5,false
145,X74,X120,false
146,X51,X189,false
147,X52,X91,false
148,X94,X69,false
149,X187,X13,false
150,X165,X35,false
151,X104,X32,false
152,X152,X31,false
153,X100,X91,false
154,X65,X28,false
155,X117,X116,false
156,X69,X149,false
157,X45,X155,false
158,X159,X25,false
159,X165,X116,false
160,X55,X50,false
161,X185,X162,false
162,X75,X47,false
163,X146,X141,false
164,X132,X156,false
165,X93,X101,false
166,X73,X137,false
167,X119,X50,false
168,X104,X90,false
169,X159,X60,false
170,X44,X191,false
171,X147,X74,false
172,X128,X165,false
173,X152,X170,false
174,X139,X105,false
175,X71,X61,false
176,X17,X53,false
177,X86,X53,false
178,X197,X126,false
179,X193,X25,false
180,X17,X3,false
181,X166,X139,false
182,X189,X15,false
183,X15,X197,false
184,X140,X149,false
185,X188,X157,false
186,X58,X111,false
187,X9,X86,false
188,X5,X38,false
189,X188,X160,false
190,X85,X19,false
191,X59,X102,false
192,X23,X76,false
193,X10,X165,false
194,X92,X9,false
195,X113,X195,false
196,X7,X119,false
197,X101,X191,false
198,X133,X155,false
199,X34,X178,false
200,X129,X118,false
201,X138,X185,false
202,X113,X74,false
203,X69,X95,false
204,X83,X188,false
205,X55,X108,false
206,X151,X1,false
207,X131,X90,false
208,X106,X170,false
209,X153,X168,false
210,X190,X69,false
211,X50,X21,false
212,X197,X136,false
213,X33,X23,false
214,X95,X55,false
215,X154,X13,false
216,X39,X65,false
217,X46,X56,false
218,X103,X71,false
219,X190,X57,false
220,X83,X185,false
221,X174,X176,false
222,X116,X169,false
223,X140,X1,false
224,X164,X153,false
225,X114,X197,false
226,X22,X156,false
227,X124,X54,false
228,X170,X77,false
229,X4,X99,false
230,X37,X196,false
231,X49,X185,false
232,X46,X43,false
233,X86,X82,false
234,X93,X58,false
235,X43,X18,false
236,X80,X180,false
237,X54,X155,false
238,X119,X114,false
239,X116,X171,false
240,X177,X46,false
241,X74,X164,false
242,X79,X67,false
243,X182,X98,false
244,X15,X83,false
245,X186,X122,false
246,X65,X176,false
247,X111,X92,false
248,X169,X9,false
249,X127,X102,false
250,X58,X190,false
251,X134,X159,false
252,X161,X86,false
253,X172,X66,false
