ID,Parent,Child,TrueOrFalse
0,X34,X75,true
1,X100,X195,true
2,X134,X176,true
3,X78,X92,true
4,X58,X180,true
5,X40,X115,true
6,X21,X25,true
7,X124,X194,true
8,X105,X176,true
9,X88,X94,true
10,X51,X60,true
11,X61,X122,true
12,X15,X21,true
13,X17,X55,true
14,X26,X28,true
15,X40,X98,true
16,X116,X190,true
17,X130,X187,true
18,X31,X44,true
19,X10,X11,true
20,X103,X198,true
21,X31,X122,true
22,X128,X142,true
23,X113,X181,true
24,X21,X196,true
25,X4,X114,true
26,X42,X65,true
27,X31,X140,true
28,X33,X69,true
29,X5,X118,true
30,X68,X82,true
31,X70,X85,true
32,X162,X164,true
33,X60,X127,true
34,X64,X162,true
35,X142,X175,true
36,X66,X115,true
37,X62,X145,true
38,X15,X20,true
39,X185,X196,true
40,X83,X157,true
41,X13,X39,true
42,X115,X148,true
43,X62,X80,true
44,X70,X121,true
45,X91,X183,true
46,X17,X30,true
47,X178,X197,true
48,X2,X192,true
49,X26,X121,true
50,X130,X178,true
51,X154,X172,true
52,X72,X190,true
53,X43,X55,true
54,X4,X65,true
55,X13,X161,true
56,X140,X156,true
57,X18,X80,true
58,X59,X156,true
59,X90,X138,true
60,X186,X190,true
61,X56,X164,true
62,X62,X118,true
63,X112,X144,true
64,X167,X171,true
65,X41,X169,true
66,X51,X61,true
67,X65,X83,true
68,X87,X127,true
69,X63,X161,true
70,X9,X131,true
71,X14,X82,true
72,X13,X130,true
73,X6,X198,true
74,X60,X182,true
75,X23,X44,true
76,X9,X10,true
77,X152,X195,true
78,X49,X84,true
79,X39,X190,true
80,X178,X179,true
81,X153,X173,true
82,X37,X149,true
83,X35,X83,true
84,X23,X198,true
85,X187,X194,true
86,X75,X106,true
87,X26,X150,true
88,X13,X179,true
89,X133,X191,true
90,X74,X149,true
91,X64,X86,true
92,X155,X156,true
93,X57,X181,true
94,X93,X135,true
95,X138,X162,true
96,X33,X39,true
97,X2,X199,true
98,X89,X166,true
99,X24,X190,true
100,X61,X78,true
101,X151,X182,true
102,X23,X34,true
103,X41,X116,true
104,X21,X192,true
105,X114,X180,true
106,X60,X144,true
107,X8,X65,true
108,X96,X179,true
109,X95,X156,true
110,X25,X29,true
111,X119,X133,true
112,X79,X106,true
113,X153,X186,true
114,X161,X189,true
115,X103,X161,true
116,X88,X127,true
117,X130,X140,true
118,X39,X184,true
119,X7,X174,true
120,X3,X171,true
121,X51,X169,true
122,X82,X183,true
123,X24,X145,true
124,X20,X23,true
125,X117,X142,true
126,X20,X167,true
127,X141,X106,false
128,X188,X55,false
129,X177,X161,false
130,X59,X44,false
131,X49,X85,false
132,X17,X10,false
133,X81,X106,false
134,X33,X14,false
135,X181,X34,false
136,X1,X77,false
137,X80,X103,false
138,X173,X161,false
139,X39,X14,false
140,X21,X122,false
141,X14,X7,false
142,X64,X195,false
143,X83,X133,false
144,X52,X19,false
145,X73,X90,false
146,X115,X46,false
147,X138,X199,false
148,X192,X181,false
149,X139,X66,false
150,X27,X169,false
151,X126,X53,false
152,X182,X54,false
153,X29,X199,false
154,X107,X15,false
155,X132,X123,false
156,X41,X112,false
157,X185,X80,false
158,X110,X160,false
159,X17,X132,false
160,X25,X80,false
161,X16,X97,false
162,X100,X25,false
163,X101,X72,false
164,X12,X44,false
165,X57,X81,false
166,X36,X107,false
167,X127,X131,false
168,X120,X150,false
169,X95,X173,false
170,X58,X3,false
171,X154,X103,false
172,X145,X45,false
173,X64,X22,false
174,X82,X70,false
175,X31,X154,false
176,X41,X121,false
177,X141,X123,false
178,X53,X169,false
179,X174,X25,false
180,X182,X89,false
181,X187,X39,false
182,X154,X88,false
183,X176,X158,false
184,X192,X14,false
185,X60,X63,false
186,X0,X2,false
187,X31,X186,false
188,X5,X194,false
189,X166,X93,false
190,X52,X9,false
191,X69,X195,false
192,X112,X110,false
193,X164,X28,false
194,X17,X57,false
195,X29,X10,false
196,X178,X45,false
197,X193,X49,false
198,X86,X54,false
199,X43,X110,false
200,X87,X144,false
201,X113,X108,false
202,X145,X15,false
203,X40,X44,false
204,X134,X8,false
205,X1,X88,false
206,X96,X15,false
207,X179,X20,false
208,X101,X182,false
209,X141,X150,false
210,X107,X182,false
211,X172,X15,false
212,X104,X102,false
213,X18,X53,false
214,X5,X167,false
215,X170,X130,false
216,X43,X62,false
217,X41,X89,false
218,X11,X9,false
219,X71,X5,false
220,X84,X95,false
221,X76,X147,false
222,X40,X118,false
223,X191,X15,false
224,X75,X88,false
225,X64,X91,false
226,X178,X42,false
227,X100,X112,false
228,X147,X121,false
229,X100,X69,false
230,X159,X62,false
231,X165,X116,false
232,X164,X141,false
233,X142,X139,false
234,X72,X50,false
235,X68,X199,false
236,X1,X104,false
237,X73,X4,false
238,X125,X48,false
239,X56,X30,false
240,X104,X129,false
241,X73,X96,false
242,X11,X69,false
243,X195,X153,false
244,X148,X50,false
245,X139,X90,false
246,X198,X59,false
247,X116,X48,false
248,X72,X10,false
249,X43,X160,false
250,X98,X187,false
251,X29,X133,false
252,X43,X183,false
253,X20,X7,false
