ID,Parent,Child,TrueOrFalse
0,X15,X195,true
1,X127,X156,true
2,X19,X34,true
3,X38,X99,true
4,X28,X102,true
5,X79,X106,true
6,X73,X191,true
7,X35,X83,true
8,X13,X15,true
9,X85,X93,true
10,X33,X127,true
11,X24,X145,true
12,X41,X133,true
13,X109,X145,true
14,X85,X197,true
15,X58,X130,true
16,X70,X176,true
17,X26,X183,true
18,X51,X111,true
19,X58,X101,true
20,X82,X89,true
21,X74,X78,true
22,X42,X83,true
23,X43,X119,true
24,X172,X197,true
25,X87,X127,true
26,X23,X170,true
27,X83,X157,true
28,X54,X63,true
29,X178,X179,true
30,X29,X149,true
31,X7,X27,true
32,X62,X80,true
33,X68,X82,true
34,X6,X22,true
35,X56,X164,true
36,X31,X151,true
37,X114,X188,true
38,X23,X61,true
39,X8,X36,true
40,X29,X38,true
41,X141,X171,true
42,X35,X155,true
43,X73,X108,true
44,X104,X198,true
45,X89,X166,true
46,X40,X137,true
47,X129,X163,true
48,X21,X192,true
49,X31,X46,true
50,X113,X188,true
51,X187,X194,true
52,X172,X192,true
53,X3,X171,true
54,X6,X198,true
55,X83,X174,true
56,X23,X34,true
57,X10,X190,true
58,X34,X65,true
59,X77,X145,true
60,X36,X97,true
61,X112,X144,true
62,X0,X76,true
63,X143,X149,true
64,X128,X152,true
65,X132,X181,true
66,X21,X75,true
67,X48,X67,true
68,X106,X110,true
69,X8,X198,true
70,X61,X78,true
71,X114,X180,true
72,X9,X82,true
73,X114,X171,true
74,X161,X189,true
75,X23,X72,true
76,X169,X190,true
77,X103,X155,true
78,X64,X86,true
79,X10,X67,true
80,X14,X92,true
81,X33,X71,true
82,X0,X23,true
83,X14,X82,true
84,X162,X174,true
85,X51,X60,true
86,X35,X140,true
87,X20,X172,true
88,X67,X95,true
89,X41,X161,true
90,X66,X112,true
91,X112,X172,true
92,X80,X168,true
93,X32,X61,true
94,X41,X116,true
95,X80,X151,true
96,X12,X180,true
97,X135,X169,true
98,X144,X194,true
99,X2,X199,true
100,X94,X150,true
101,X33,X69,true
102,X0,X40,true
103,X125,X175,true
104,X40,X115,true
105,X60,X101,true
106,X124,X194,true
107,X29,X65,true
108,X16,X91,true
109,X126,X167,true
110,X80,X176,true
111,X139,X194,true
112,X30,X123,true
113,X4,X159,true
114,X142,X158,true
115,X13,X130,true
116,X18,X34,true
117,X116,X190,true
118,X17,X33,true
119,X177,X194,true
120,X34,X172,true
121,X129,X184,true
122,X62,X108,true
123,X51,X127,true
124,X4,X143,true
125,X74,X149,true
126,X59,X103,true
127,X177,X12,false
128,X173,X172,false
129,X165,X4,false
130,X193,X65,false
131,X111,X102,false
132,X110,X179,false
133,X33,X34,false
134,X116,X141,false
135,X87,X113,false
136,X6,X133,false
137,X91,X35,false
138,X20,X68,false
139,X11,X84,false
140,X137,X130,false
141,X119,X78,false
142,X1,X178,false
143,X162,X110,false
144,X196,X114,false
145,X120,X29,false
146,X62,X186,false
147,X82,X96,false
148,X62,X151,false
149,X180,X115,false
150,X188,X98,false
151,X55,X163,false
152,X92,X185,false
153,X149,X75,false
154,X158,X84,false
155,X46,X120,false
156,X73,X22,false
157,X91,X42,false
158,X63,X38,false
159,X41,X189,false
160,X75,X12,false
161,X47,X59,false
162,X28,X58,false
163,X90,X189,false
164,X152,X164,false
165,X161,X173,false
166,X118,X51,false
167,X3,X2,false
168,X48,X149,false
169,X66,X19,false
170,X120,X10,false
171,X83,X61,false
172,X14,X148,false
173,X6,X61,false
174,X86,X99,false
175,X63,X83,false
176,X183,X60,false
177,X12,X102,false
178,X149,X72,false
179,X87,X144,false
180,X122,X132,false
181,X184,X104,false
182,X35,X194,false
183,X128,X80,false
184,X91,X48,false
185,X109,X165,false
186,X137,X18,false
187,X116,X174,false
188,X128,X120,false
189,X120,X117,false
190,X107,X111,false
191,X65,X60,false
192,X192,X101,false
193,X103,X89,false
194,X169,X42,false
195,X66,X101,false
196,X16,X7,false
197,X14,X196,false
198,X94,X1,false
199,X122,X15,false
200,X52,X99,false
201,X184,X199,false
202,X163,X36,false
203,X103,X80,false
204,X130,X196,false
205,X83,X12,false
206,X8,X58,false
207,X50,X168,false
208,X157,X93,false
209,X92,X44,false
210,X58,X122,false
211,X138,X100,false
212,X103,X105,false
213,X89,X15,false
214,X6,X76,false
215,X118,X171,false
216,X37,X6,false
217,X156,X176,false
218,X125,X100,false
219,X117,X152,false
220,X191,X1,false
221,X112,X29,false
222,X75,X70,false
223,X180,X32,false
224,X80,X48,false
225,X85,X116,false
226,X6,X31,false
227,X186,X7,false
228,X56,X39,false
229,X107,X22,false
230,X191,X145,false
231,X70,X96,false
232,X89,X48,false
233,X117,X172,false
234,X82,X125,false
235,X133,X148,false
236,X118,X11,false
237,X198,X87,false
238,X129,X90,false
239,X108,X197,false
240,X113,X61,false
241,X148,X86,false
242,X138,X15,false
243,X98,X142,false
244,X78,X193,false
245,X190,X130,false
246,X35,X157,false
247,X94,X7,false
248,X28,X175,false
249,X117,X12,false
250,X158,X62,false
251,X50,X3,false
252,X176,X133,false
253,X168,X150,false
