ID,Parent,Child,TrueOrFalse
0,X161,X189,true
1,X102,X113,true
2,X35,X155,true
3,X49,X84,true
4,X88,X165,true
5,X94,X139,true
6,X116,X149,true
7,X10,X190,true
8,X68,X124,true
9,X116,X158,true
10,X69,X103,true
11,X8,X148,true
12,X62,X196,true
13,X116,X190,true
14,X72,X151,true
15,X95,X163,true
16,X12,X122,true
17,X16,X199,true
18,X131,X150,true
19,X55,X134,true
20,X58,X90,true
21,X94,X137,true
22,X68,X85,true
23,X103,X143,true
24,X20,X80,true
25,X69,X137,true
26,X98,X117,true
27,X87,X89,true
28,X134,X176,true
29,X5,X123,true
30,X82,X103,true
31,X133,X138,true
32,X70,X155,true
33,X0,X96,true
34,X70,X198,true
35,X4,X6,true
36,X109,X145,true
37,X120,X171,true
38,X90,X135,true
39,X38,X99,true
40,X10,X11,true
41,X59,X145,true
42,X124,X198,true
43,X131,X196,true
44,X33,X39,true
45,X132,X148,true
46,X38,X72,true
47,X20,X167,true
48,X120,X196,true
49,X83,X157,true
50,X20,X195,true
51,X135,X182,true
52,X9,X56,true
53,X48,X99,true
54,X62,X97,true
55,X67,X178,true
56,X8,X111,true
57,X101,X170,true
58,X25,X153,true
59,X121,X189,true
60,X3,X72,true
61,X84,X137,true
62,X45,X87,true
63,X113,X188,true
64,X51,X60,true
65,X130,X178,true
66,X39,X190,true
67,X57,X181,true
68,X28,X69,true
69,X44,X151,true
70,X33,X193,true
71,X178,X197,true
72,X43,X72,true
73,X43,X119,true
74,X51,X52,true
75,X69,X132,true
76,X31,X151,true
77,X63,X146,true
78,X141,X164,true
79,X11,X33,true
80,X78,X92,true
81,X32,X96,true
82,X34,X189,true
83,X35,X144,true
84,X76,X99,true
85,X28,X101,true
86,X114,X190,true
87,X58,X158,true
88,X13,X161,true
89,X17,X33,true
90,X60,X81,true
91,X38,X134,true
92,X4,X159,true
93,X9,X82,true
94,X70,X85,true
95,X15,X35,true
96,X101,X104,true
97,X56,X164,true
98,X60,X187,true
99,X116,X161,true
100,X74,X111,true
101,X51,X111,true
102,X39,X118,true
103,X73,X191,true
104,X19,X117,true
105,X63,X144,true
106,X80,X176,true
107,X73,X108,true
108,X20,X99,true
109,X24,X197,true
110,X110,X150,true
111,X158,X184,true
112,X70,X121,true
113,X49,X193,true
114,X133,X191,true
115,X23,X72,true
116,X13,X84,true
117,X26,X121,true
118,X168,X180,true
119,X46,X173,true
120,X7,X174,true
121,X152,X195,true
122,X71,X81,true
123,X79,X199,true
124,X53,X126,true
125,X30,X139,true
126,X123,X143,true
127,X35,X187,false
128,X177,X174,false
129,X181,X15,false
130,X161,X178,false
131,X8,X95,false
132,X68,X95,false
133,X111,X5,false
134,X140,X25,false
135,X7,X3,false
136,X140,X126,false
137,X144,X184,false
138,X182,X43,false
139,X179,X25,false
140,X99,X49,false
141,X82,X84,false
142,X35,X158,false
143,X27,X54,false
144,X115,X97,false
145,X141,X115,false
146,X171,X71,false
147,X104,X60,false
148,X72,X95,false
149,X170,X117,false
150,X159,X30,false
151,X58,X72,false
152,X173,X79,false
153,X181,X98,false
154,X96,X152,false
155,X191,X153,false
156,X198,X69,false
157,X161,X96,false
158,X124,X118,false
159,X33,X52,false
160,X0,X132,false
161,X116,X136,false
162,X118,X173,false
163,X158,X57,false
164,X51,X24,false
165,X171,X92,false
166,X92,X80,false
167,X17,X71,false
168,X21,X58,false
169,X153,X147,false
170,X61,X38,false
171,X170,X149,false
172,X102,X125,false
173,X185,X34,false
174,X51,X110,false
175,X54,X32,false
176,X175,X61,false
177,X23,X171,false
178,X81,X74,false
179,X177,X26,false
180,X54,X143,false
181,X158,X117,false
182,X12,X192,false
183,X41,X6,false
184,X187,X89,false
185,X120,X126,false
186,X115,X19,false
187,X145,X149,false
188,X119,X151,false
189,X76,X114,false
190,X38,X36,false
191,X140,X46,false
192,X167,X175,false
193,X189,X134,false
194,X186,X45,false
195,X30,X44,false
196,X164,X198,false
197,X175,X101,false
198,X161,X14,false
199,X103,X69,false
200,X10,X57,false
201,X116,X176,false
202,X176,X106,false
203,X165,X194,false
204,X40,X34,false
205,X99,X186,false
206,X101,X161,false
207,X34,X192,false
208,X127,X7,false
209,X14,X23,false
210,X181,X26,false
211,X61,X84,false
212,X105,X137,false
213,X61,X126,false
214,X116,X105,false
215,X165,X69,false
216,X75,X147,false
217,X129,X103,false
218,X115,X151,false
219,X176,X77,false
220,X4,X123,false
221,X127,X81,false
222,X116,X14,false
223,X197,X5,false
224,X151,X184,false
225,X69,X4,false
226,X155,X118,false
227,X142,X5,false
228,X196,X121,false
229,X183,X131,false
230,X107,X118,false
231,X146,X145,false
232,X146,X17,false
233,X165,X98,false
234,X64,X87,false
235,X54,X5,false
236,X166,X46,false
237,X17,X51,false
238,X64,X194,false
239,X14,X95,false
240,X172,X58,false
241,X0,X91,false
242,X53,X184,false
243,X35,X91,false
244,X55,X54,false
245,X191,X43,false
246,X71,X123,false
247,X38,X6,false
248,X41,X31,false
249,X145,X156,false
250,X63,X195,false
251,X199,X37,false
252,X7,X58,false
253,X54,X113,false
