ID,Parent,Child,TrueOrFalse
0,EmploymentOrTraining,DomesticStability,true
1,AngerPT,ASPD,true
2,LivingCircumstances,SocialProtectiveObs,true
3,CocaineAfterRelease,CocainePT,true
4,Victimisation,ViolentThoughts,true
5,CocaineDuringPrisonSentence,CocaineDependence,true
6,SocialWithdraw,CriminalNetwork,true
7,ViolentConvictionsRate,ViolentConvRateGivenProt,true
8,DrugTreatmentGivenRFAT,CocainePT,true
9,ComplianceWithSupervision,NegativeAttitude,true
10,ResponseToTreatGivenDrugDep,EcstasyPT,true
11,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
12,ComplianceWithSupervision,CriminalAttitude,true
13,SocialWithdraw,SocialProtectiveObs,true
14,EcstasyAfterRelease,ThoughtInsertionPT,false
15,ProblematicLifeEvents,DrugTreatmentGivenRFAT,false
16,StrangeExperiencesPT,Anger,false
17,MentalIllnessSymptomCount,GangMember,false
18,HallucinationsPT,CriminalNetwork,false
19,EcstasyDuringPrisonSentence,StrangeExperiencesPT,false
20,pclrscore,Education,false
21,ThoughtInsertionPT,GangMember,false
22,Depression,SubstanceUse,false
23,Stress,MentalIllnessDL,false
24,CocainePT,CriminalFamilyBackground,false
25,LivingCircumstances,ViolentThoughts,false
26,StrangeExperiences,ResponseToTreatGivenAlcDep,false
27,EcstasyBeforePrisonSentence,PsychiatricTreatment,false
