ID,Parent,Child,TrueOrFalse
0,CocaineDependence,AnyDrugDependence,true
1,ViolentConvictions,Violence,true
2,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
3,MentalIllnessSymptomCount,MentalIllnessDL,true
4,CannabisPT,SubstanceUse,true
5,HazardousDrinkingAfterRelease,AlcoholDependence,true
6,Violence,pclrscore,true
7,ThoughtInsertion,ThoughtInsertionPT,true
8,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
9,EmploymentOrTraining,FinancialDifficulties,true
10,AngerManagement,AngerManagementGivenRFAT,true
11,ASPD,PCLRfactor2,true
12,CriminalFamilyBackground,CriminalNetwork,true
13,ViolentConvictionsRate,ViolentConvRateGivenProt,true
14,EmploymentOrTraining,DomesticStability,true
15,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
16,Violence,Age,true
17,SocialProtectiveObs,ViolentConvRateGivenProt,true
18,SocialWithdraw,DomesticStability,true
19,ResponsivenessToTreatment,ThoughtInsertionPT,true
20,Education,EmploymentOrTraining,true
21,AngerPT,BPD,true
22,CocaineAfterRelease,CocainePT,true
23,ComplianceWithSupervision,CriminalAttitude,true
24,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
25,ResponsivenessToTreatment,AnxietyPT,true
26,ResponsivenessToTreatment,StrangeExperiencesPT,true
27,Anger,AngerPT,true
28,SubstanceMisuseDL,DrugTreatmentGivenRFAT,false
29,Stress,ResponseToTreatGivenDrugDep,false
30,AngerManagement,AlcoholTreatment,false
31,CriminalNetwork,CannabisBeforePrisonSentence,false
32,ViolentConvictionsRate,PCLRfactor1,false
33,EcstasyDependence,ViolentConvictions,false
34,EcstasyPT,CannabisDependence,false
35,CocaineBeforePrisonSentence,EmploymentOrTraining,false
36,DrugTreatmentGivenRFAT,pclrscore,false
37,ComplianceWithSupervision,AlcoholDependence,false
38,CocaineBeforePrisonSentence,AlcoholTreatmentGivenRFAT,false
39,CannabisPT,Gender,false
40,Depression,StrangeExperiences,false
41,Impulsivity,Education,false
42,ViolentThoughts,HallucinationsPT,false
43,AlcoholTreatmentGivenRFAT,DrugTreatmentGivenRFAT,false
44,CocaineBeforePrisonSentence,ThoughtInsertion,false
45,EcstasyDependence,Violence,false
46,pclrscore,AnyDrugDependence,false
47,CriminalNetwork,PriorViolentConvictions,false
48,PCLRfacet3,StrangeExperiencesPT,false
49,AnyDrugDependence,AttitudeDL,false
50,ProblematicLifeEvents,AngerManagementGivenRFAT,false
51,ViolentConvictions,CannabisDependence,false
52,HallucinationsPT,EmploymentOrTraining,false
53,FinancialDifficulties,MentalIllnessSymptomCount,false
54,CannabisDependence,RefuseFailToAttendTherapy,false
55,ViolentThoughts,PCLRfactor1,false
