ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
1,Victimisation,ProblematicLifeEvents,true
2,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
3,ASPD,Impulsivity,true
4,ComplianceWithSupervision,CriminalAttitude,true
5,AggressionDL,ViolentConvictionsRate,true
6,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
7,MentalIllnessDL,ViolentConvictionsRate,true
8,LivingCircumstances,DomesticStability,true
9,CocaineDuringPrisonSentence,CocaineDependence,true
10,DepressionPT,FinancialDifficulties,true
11,ResponsivenessToTreatment,DepressionPT,true
12,DrugTreatmentGivenRFAT,CannabisPT,true
13,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
14,ProblematicLifeEvents,Stress,true
15,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
16,GangMember,Victimisation,true
17,ResponseToTreatGivenDrugDep,EcstasyPT,true
18,ResponsivenessToTreatment,ParanoidDelusionsPT,true
19,SocialWithdraw,DomesticStability,true
20,Impulsivity,AggressionDL,true
21,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
22,DrugTreatmentGivenRFAT,CocainePT,true
23,Anxiety,AnxietyPT,true
24,AngerPT,ViolentThoughts,true
25,SymptomsOfMentalIllness,ThoughtInsertion,true
26,CocaineBeforePrisonSentence,CocaineAfterRelease,true
27,CriminalNetwork,GangMember,true
28,SubstanceMisuseDL,PriorViolentConvictions,false
29,DrugTreatment,SubstanceMisuseDL,false
30,EcstasyDuringPrisonSentence,CannabisPT,false
31,PCLRfactor2,GangMember,false
32,CocaineAfterRelease,SubstanceMisuseDL,false
33,CannabisPT,CocaineAfterRelease,false
34,CannabisAfterRelease,GangMember,false
35,PCLRfactor2,ParanoidDelusions,false
36,Age,AggressionDL,false
37,AggressionDL,NegativeAttitude,false
38,AbuseNeglectAsChild,CannabisDependence,false
39,TimeAtRisk,AbuseNeglectAsChild,false
40,CocaineBeforePrisonSentence,ViolentConvictionsRate,false
41,AbilityToCope,DepressionPT,false
42,DepressionPT,SubstanceUse,false
43,ParanoidDelusions,AlcoholTreatmentGivenRFAT,false
44,Violence,AbilityToCope,false
45,Intelligence,StrangeExperiencesPT,false
46,EcstasyDuringPrisonSentence,Anxiety,false
47,pclrscore,Impulsivity,false
48,AngerManagementGivenRFAT,AlcoholTreatment,false
49,LivingCircumstances,Anger,false
50,ProblematicLifeEvents,CriminalNetwork,false
51,CocaineDependence,Intelligence,false
52,MentalIllnessDL,ASPD,false
53,Victimisation,PriorViolentConvictions,false
54,ThoughtInsertion,DepressionPT,false
55,CocaineBeforePrisonSentence,EmploymentOrTraining,false
56,ParanoidDelusionsPT,ResponseToTreatGivenAlcDep,false
57,EcstasyAfterRelease,AggressionDL,false
58,PCLRfactor1,EcstasyAfterRelease,false
59,Victimisation,Impulsivity,false
60,Anger,ThoughtInsertionPT,false
61,ThoughtInsertionPT,StrangeExperiences,false
62,ParanoidDelusionsPT,EcstasyDuringPrisonSentence,false
63,Hallucinations,CocaineDuringPrisonSentence,false
64,AnxietyPT,SocialWithdraw,false
65,CocaineDuringPrisonSentence,AttitudeDL,false
66,PCLRfactor2,SocialWithdraw,false
67,AngerPT,AlcoholDependence,false
68,CannabisDependence,DrugTreatment,false
69,Victimisation,LivingCircumstances,false
70,AlcoholDependence,CocainePT,false
71,CocaineDuringPrisonSentence,CannabisDuringPrisonSentence,false
72,AngerManagementGivenRFAT,DepressionPT,false
73,DomesticStability,DrugTreatment,false
74,AngerManagement,SocialProtectiveObs,false
75,PsychiatricTreatmentGivenRFAT,AggressionDL,false
76,CriminalAttitude,AngerManagement,false
77,ViolentConvictionsRate,AngerManagement,false
78,CocaineBeforePrisonSentence,FinancialDifficulties,false
79,SubstanceMisuseDL,CriminalFamilyBackground,false
80,prioracq,DrugTreatmentGivenRFAT,false
81,MentalIllnessSymptomCount,ComplianceWithSupervision,false
82,DrugTreatment,PsychiatricTreatment,false
83,CannabisDependence,StrangeExperiencesPT,false
