ID,Parent,Child,TrueOrFalse
0,CocainePT,SubstanceUse,true
1,AngerManagement,AngerManagementGivenRFAT,true
2,SymptomsOfMentalIllness,ParanoidDelusions,true
3,SubstanceMisuseDL,ViolentConvictionsRate,true
4,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
5,ResponsivenessToTreatment,HallucinationsPT,true
6,ThoughtInsertion,ThoughtInsertionPT,true
7,Anxiety,AnxietyPT,true
8,DepressionPT,MentalIllnessSymptomCount,true
9,ResponsivenessToTreatment,AngerPT,true
10,Anger,AngerPT,true
11,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
12,CriminalNetwork,NegativeAttitude,true
13,CannabisDuringPrisonSentence,CannabisDependence,true
14,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
15,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
16,ViolentConvictionsRate,ViolentConvRateGivenProt,true
17,SocialProtectiveObs,ViolentConvRateGivenProt,true
18,ASPD,PCLRfactor2,true
19,ResponseToTreatGivenDrugDep,CannabisPT,true
20,ResponsivenessToTreatment,ParanoidDelusionsPT,true
21,CocaineAfterRelease,CocainePT,true
22,GangMember,NegativeAttitude,true
23,Violence,Gender,true
24,LivingCircumstances,CriminalNetwork,true
25,MentalIllnessDL,ViolentConvictionsRate,true
26,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
27,CannabisAfterRelease,CannabisPT,true
28,AbuseNeglectAsChild,PsychiatricTreatment,false
29,Victimisation,AngerManagement,false
30,Education,Gender,false
31,CannabisDuringPrisonSentence,SocialWithdraw,false
32,FinancialDifficulties,DrugTreatmentGivenRFAT,false
33,EcstasyDuringPrisonSentence,CocaineAfterRelease,false
34,Gender,AlcoholTreatment,false
35,AngerManagement,ParanoidDelusionsPT,false
36,MentalIllnessSymptomCount,CannabisDuringPrisonSentence,false
37,EmploymentOrTraining,CocaineDependence,false
38,ThoughtInsertionPT,ViolentConvictions,false
39,DomesticStability,CannabisBeforePrisonSentence,false
40,AlcoholTreatmentGivenRFAT,SocialWithdraw,false
41,EcstasyAfterRelease,Hallucinations,false
42,Depression,LivingCircumstances,false
43,LivingCircumstances,ViolentThoughts,false
44,CannabisDependence,StrangeExperiences,false
45,HazardousDrinkingPT,MentalIllnessSymptomCount,false
46,LivingCircumstances,HazardousDrinkingPT,false
47,AnxietyPT,TimeAtRisk,false
48,EcstasyAfterRelease,ThoughtInsertionPT,false
49,ProblematicLifeEvents,DrugTreatmentGivenRFAT,false
50,StrangeExperiencesPT,Anger,false
51,MentalIllnessSymptomCount,GangMember,false
52,HallucinationsPT,CriminalNetwork,false
53,EcstasyDuringPrisonSentence,StrangeExperiencesPT,false
54,pclrscore,Education,false
55,ThoughtInsertionPT,GangMember,false
