ID,Parent,Child,TrueOrFalse
0,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
1,CriminalNetwork,NegativeAttitude,true
2,NegativeAttitude,AttitudeDL,true
3,AbilityToCope,Stress,true
4,EcstasyDependence,AnyDrugDependence,true
5,ThoughtInsertion,ThoughtInsertionPT,true
6,AnxietyPT,FinancialDifficulties,true
7,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
8,AbuseNeglectAsChild,BPD,true
9,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
10,SymptomsOfMentalIllness,StrangeExperiences,true
11,Impulsivity,AggressionDL,true
12,AngerManagement,AngerManagementGivenRFAT,true
13,ASPD,Impulsivity,true
14,ResponseToTreatGivenDrugDep,EcstasyPT,true
15,Violence,pclrscore,true
16,DrugTreatment,DrugTreatmentGivenRFAT,true
17,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
18,CannabisAfterRelease,CannabisPT,true
19,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
20,SymptomsOfMentalIllness,Anxiety,true
21,ViolentThoughts,AggressionDL,true
22,StrangeExperiences,StrangeExperiencesPT,true
23,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
24,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
25,FinancialDifficulties,LivingCircumstances,true
26,ResponsivenessToTreatment,HallucinationsPT,true
27,LivingCircumstances,DomesticStability,true
28,CriminalNetwork,ComplianceWithSupervision,false
29,ViolentConvictionsRate,EcstasyDependence,false
30,AnxietyPT,ParanoidDelusions,false
31,AlcoholTreatment,AngerPT,false
32,CocaineBeforePrisonSentence,MentalIllnessDL,false
33,SocialProtectiveObs,Stress,false
34,PriorViolentConvictions,EcstasyPT,false
35,AlcoholDependence,Anxiety,false
36,ComplianceWithSupervision,EcstasyDuringPrisonSentence,false
37,MentalIllnessDL,CocaineDependence,false
38,AggressionDL,CocaineBeforePrisonSentence,false
39,ParanoidDelusions,HazardousDrinkingPT,false
40,ResponsivenessToTreatment,Anger,false
41,ViolentConvictionsRate,PriorViolentConvictions,false
42,Hallucinations,AbilityToCope,false
43,LivingCircumstances,DepressionPT,false
44,BPD,AngerManagementGivenRFAT,false
45,CannabisDuringPrisonSentence,Stress,false
46,HazardousDrinkingPT,ResponsivenessToTreatment,false
47,ResponsivenessToTreatment,CannabisBeforePrisonSentence,false
48,CocaineDuringPrisonSentence,Education,false
49,ResponseToTreatGivenAlcDep,prioracq,false
50,ViolentConvRateGivenProt,SocialProtectiveObs,false
51,RefuseFailToAttendTherapy,CocaineAfterRelease,false
52,CriminalNetwork,AbilityToCope,false
53,RefuseFailToAttendTherapy,SocialProtectiveObs,false
54,SubstanceUse,ComplianceWithSupervision,false
55,EcstasyAfterRelease,DomesticStability,false
