ID,Parent,Child,TrueOrFalse
0,Education,EmploymentOrTraining,true
1,EcstasyAfterRelease,EcstasyPT,true
2,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
3,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
4,ComplianceWithSupervision,NegativeAttitude,true
5,AngerPT,ASPD,true
6,CannabisAfterRelease,CannabisPT,true
7,Intelligence,ResponsivenessToTreatment,true
8,SocialWithdraw,CriminalNetwork,true
9,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
10,FinancialDifficulties,LivingCircumstances,true
11,EcstasyDuringPrisonSentence,EcstasyDependence,true
12,ViolentConvictions,Violence,true
13,AnxietyPT,MentalIllnessSymptomCount,true
14,SocialWithdraw,SocialProtectiveObs,true
15,BPD,Impulsivity,true
16,CriminalFamilyBackground,CriminalNetwork,true
17,GangMember,CriminalAttitude,true
18,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
19,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
20,SymptomsOfMentalIllness,Anxiety,true
21,EcstasyPT,SubstanceUse,true
22,DrugTreatmentGivenRFAT,EcstasyPT,true
23,Victimisation,ProblematicLifeEvents,true
24,AnxietyPT,FinancialDifficulties,true
25,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
26,AngerPT,ViolentThoughts,true
27,ResponsivenessToTreatment,ParanoidDelusionsPT,true
28,AngerPT,NegativeAttitude,false
29,Age,AngerManagement,false
30,ViolentConvRateGivenProt,AnyDrugDependence,false
31,Violence,CannabisBeforePrisonSentence,false
32,DrugTreatmentGivenRFAT,HallucinationsPT,false
33,FinancialDifficulties,CannabisBeforePrisonSentence,false
34,CocainePT,Education,false
35,PCLRfactor2,ViolentConvictionsRate,false
36,StrangeExperiencesPT,EmploymentOrTraining,false
37,CriminalNetwork,ResponseToTreatGivenDrugDep,false
38,CannabisDuringPrisonSentence,AngerManagement,false
39,BPD,CannabisBeforePrisonSentence,false
40,SubstanceUse,Hallucinations,false
41,PCLRfactor2,CannabisBeforePrisonSentence,false
42,Hallucinations,Intelligence,false
43,CriminalFamilyBackground,Gender,false
44,DepressionPT,AngerPT,false
45,Anxiety,MentalIllnessDL,false
46,SocialProtectiveObs,ThoughtInsertionPT,false
47,ComplianceWithSupervision,SocialWithdraw,false
48,EcstasyDependence,SubstanceUse,false
49,SocialWithdraw,CannabisDependence,false
50,AngerManagementGivenRFAT,ViolentConvictions,false
51,ThoughtInsertion,Education,false
52,PsychiatricTreatment,SubstanceMisuseDL,false
53,AlcoholDependence,CannabisAfterRelease,false
54,CannabisDuringPrisonSentence,Hallucinations,false
55,EmploymentOrTraining,CriminalNetwork,false
