ID,Parent,Child,TrueOrFalse
0,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
1,ThoughtInsertionPT,MentalIllnessSymptomCount,true
2,GangMember,Victimisation,true
3,ProblematicLifeEvents,Stress,true
4,Violence,prioracq,true
5,ViolentConvictionsRate,ViolentConvRateGivenProt,true
6,ResponsivenessToTreatment,ParanoidDelusionsPT,true
7,ResponsivenessToTreatment,StrangeExperiencesPT,true
8,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
9,SocialWithdraw,CriminalNetwork,true
10,ResponsivenessToTreatment,DepressionPT,true
11,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
12,AngerPT,ASPD,true
13,CannabisAfterRelease,CannabisPT,true
14,ResponseToTreatGivenDrugDep,EcstasyPT,true
15,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
16,Anxiety,AnxietyPT,true
17,AlcoholDependence,ResponseToTreatGivenAlcDep,true
18,DrugTreatmentGivenRFAT,CocainePT,true
19,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
20,AbuseNeglectAsChild,BPD,true
21,ResponsivenessToTreatment,ThoughtInsertionPT,true
22,CannabisDuringPrisonSentence,CannabisDependence,true
23,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
24,EmploymentOrTraining,DomesticStability,true
25,Impulsivity,PCLRfacet3,true
26,Education,Intelligence,true
27,ASPD,Impulsivity,true
28,ThoughtInsertion,DomesticStability,false
29,Anger,PCLRfacet3,false
30,ViolentConvictionsRate,prioracq,false
31,ThoughtInsertionPT,ViolentConvictionsRate,false
32,Gender,AngerManagement,false
33,TimeAtRisk,Stress,false
34,Age,PriorViolentConvictions,false
35,AggressionDL,SymptomsOfMentalIllness,false
36,Education,MentalIllnessSymptomCount,false
37,prioracq,CannabisDependence,false
38,ThoughtInsertionPT,CocaineDuringPrisonSentence,false
39,MentalIllnessSymptomCount,PCLRfactor2,false
40,PCLRfacet3,PCLRfactor2,false
41,Anger,AbilityToCope,false
42,AngerManagement,ThoughtInsertion,false
43,DepressionPT,ViolentThoughts,false
44,GangMember,EcstasyPT,false
45,ASPD,EmploymentOrTraining,false
46,RefuseFailToAttendTherapy,ViolentThoughts,false
47,BPD,LivingCircumstances,false
48,ResponsivenessToTreatment,ProblematicLifeEvents,false
49,AngerManagement,DomesticStability,false
50,AlcoholTreatmentGivenRFAT,TimeAtRisk,false
51,ViolentConvictions,SubstanceMisuseDL,false
52,StrangeExperiencesPT,Impulsivity,false
53,CriminalAttitude,PCLRfacet3,false
54,ViolentConvictions,ViolentConvictionsRate,false
55,CocaineDependence,ResponseToTreatGivenDrugDep,false
