ID,Parent,Child,TrueOrFalse
0,DrugTreatmentGivenRFAT,CannabisPT,true
1,AngerPT,ViolentThoughts,true
2,Education,EmploymentOrTraining,true
3,AngerPT,ASPD,true
4,CocaineDuringPrisonSentence,CocaineDependence,true
5,LivingCircumstances,DomesticStability,true
6,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
7,Anger,AngerPT,true
8,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
9,ResponseToTreatGivenDrugDep,CannabisPT,true
10,Hallucinations,HallucinationsPT,true
11,CriminalNetwork,CriminalAttitude,true
12,Education,Intelligence,true
13,Anxiety,AnxietyPT,true
14,CannabisAfterRelease,CannabisPT,true
15,GangMember,NegativeAttitude,true
16,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
17,GangMember,Victimisation,true
18,EcstasyPT,SubstanceUse,true
19,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
20,ThoughtInsertion,ThoughtInsertionPT,true
21,ResponsivenessToTreatment,HallucinationsPT,true
22,Intelligence,AbilityToCope,true
23,SubstanceMisuseDL,ViolentConvictionsRate,true
24,CocaineDuringPrisonSentence,CocaineAfterRelease,true
25,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
26,ResponsivenessToTreatment,StrangeExperiencesPT,true
27,SocialWithdraw,SocialProtectiveObs,true
28,AlcoholDependence,ResponseToTreatGivenAlcDep,true
29,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
30,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
31,GangMember,CriminalAttitude,true
32,HazardousDrinkingAfterRelease,AlcoholDependence,true
33,EmploymentOrTraining,FinancialDifficulties,true
34,AttitudeDL,ViolentConvictionsRate,true
35,FinancialDifficulties,LivingCircumstances,true
36,HazardousDrinkingPT,SubstanceUse,true
37,PsychiatricTreatmentGivenRFAT,DepressionPT,true
38,AngerManagement,AngerManagementGivenRFAT,true
39,LivingCircumstances,SocialProtectiveObs,true
40,MentalIllnessDL,ViolentConvictionsRate,true
41,CannabisBeforePrisonSentence,CannabisAfterRelease,true
42,NegativeAttitude,AttitudeDL,true
43,CannabisDependence,AnyDrugDependence,true
44,ViolentThoughts,AggressionDL,true
45,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
46,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
47,ResponsivenessToTreatment,PCLRfactor1,true
48,Violence,PriorViolentConvictions,true
49,DepressionPT,SocialWithdraw,true
50,LivingCircumstances,SocialWithdraw,true
51,AbuseNeglectAsChild,BPD,true
52,Violence,Age,true
53,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
54,ParanoidDelusions,ParanoidDelusionsPT,true
55,BPD,Impulsivity,true
56,DrugTreatmentGivenRFAT,CocainePT,true
57,StrangeExperiencesPT,MentalIllnessSymptomCount,true
58,AnxietyPT,MentalIllnessSymptomCount,true
59,ResponsivenessToTreatment,ThoughtInsertionPT,true
60,LivingCircumstances,CriminalNetwork,true
61,ASPD,Impulsivity,true
62,DepressionPT,FinancialDifficulties,true
63,Violence,pclrscore,true
64,Depression,DepressionPT,true
65,CannabisDuringPrisonSentence,CannabisAfterRelease,true
66,SymptomsOfMentalIllness,Depression,true
67,ThoughtInsertionPT,MentalIllnessSymptomCount,true
68,EcstasyDependence,AnyDrugDependence,true
69,Gender,HazardousDrinkingPT,false
70,ViolentConvRateGivenProt,ViolentConvictionsRate,false
71,Intelligence,AngerManagementGivenRFAT,false
72,CocaineDuringPrisonSentence,Victimisation,false
73,ResponseToTreatGivenAlcDep,HallucinationsPT,false
74,SocialProtectiveObs,EcstasyBeforePrisonSentence,false
75,DrugTreatmentGivenRFAT,SymptomsOfMentalIllness,false
76,Depression,CriminalNetwork,false
77,Violence,AbuseNeglectAsChild,false
78,PsychiatricTreatmentGivenRFAT,ResponseToTreatGivenDrugDep,false
79,PCLRfacet3,CannabisBeforePrisonSentence,false
80,PsychiatricTreatment,CriminalNetwork,false
81,ResponsivenessToTreatment,EmploymentOrTraining,false
82,AngerPT,ParanoidDelusionsPT,false
83,DomesticStability,EmploymentOrTraining,false
84,StrangeExperiences,CriminalNetwork,false
85,ThoughtInsertion,ComplianceWithSupervision,false
86,AngerManagement,DrugTreatment,false
