ID,Parent,Child,TrueOrFalse
0,HallucinationsPT,MentalIllnessSymptomCount,true
1,ThoughtInsertion,ThoughtInsertionPT,true
2,ViolentConvRateGivenProt,ViolentConvictions,true
3,EcstasyDuringPrisonSentence,EcstasyDependence,true
4,DrugTreatmentGivenRFAT,CannabisPT,true
5,FinancialDifficulties,Stress,true
6,Education,EmploymentOrTraining,true
7,StrangeExperiencesPT,MentalIllnessSymptomCount,true
8,DepressionPT,FinancialDifficulties,true
9,DepressionPT,MentalIllnessSymptomCount,true
10,ProblematicLifeEvents,Stress,true
11,AngerPT,ASPD,true
12,CannabisDependence,AnyDrugDependence,true
13,SymptomsOfMentalIllness,Hallucinations,true
14,EmploymentOrTraining,DomesticStability,true
15,AbilityToCope,Stress,true
16,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
17,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
18,AnxietyPT,MentalIllnessSymptomCount,true
19,ComplianceWithSupervision,CriminalAttitude,true
20,AngerPT,BPD,true
21,CriminalFamilyBackground,CriminalNetwork,true
22,LivingCircumstances,SocialWithdraw,true
23,CriminalNetwork,CriminalAttitude,true
24,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
25,CannabisPT,SubstanceUse,true
26,MentalIllnessSymptomCount,MentalIllnessDL,true
27,Violence,Gender,true
28,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
29,ResponseToTreatGivenDrugDep,EcstasyPT,true
30,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
31,ResponseToTreatGivenDrugDep,CocainePT,true
32,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
33,SocialWithdraw,DomesticStability,true
34,ResponsivenessToTreatment,StrangeExperiencesPT,true
35,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
36,Impulsivity,PCLRfacet3,true
37,AbuseNeglectAsChild,BPD,true
38,ResponsivenessToTreatment,ThoughtInsertionPT,true
39,Intelligence,AbilityToCope,true
40,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
41,ViolentConvictionsRate,ViolentConvRateGivenProt,true
42,SocialWithdraw,SocialProtectiveObs,true
43,BPD,Impulsivity,true
