ID,Parent,Child,TrueOrFalse
0,SymptomsOfMentalIllness,Anxiety,true
1,HallucinationsPT,MentalIllnessSymptomCount,true
2,EcstasyAfterRelease,EcstasyPT,true
3,ComplianceWithSupervision,NegativeAttitude,true
4,CriminalAttitude,AttitudeDL,true
5,ResponsivenessToTreatment,HallucinationsPT,true
6,CocaineBeforePrisonSentence,CocaineAfterRelease,true
7,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
8,DrugTreatmentGivenRFAT,CannabisPT,true
9,ResponsivenessToTreatment,StrangeExperiencesPT,true
10,Hallucinations,HallucinationsPT,true
11,CriminalFamilyBackground,CriminalNetwork,true
12,ViolentConvRateGivenProt,ViolentConvictions,true
13,CocaineDependence,AnyDrugDependence,true
14,EmploymentOrTraining,FinancialDifficulties,true
15,FinancialDifficulties,LivingCircumstances,true
16,LivingCircumstances,SocialProtectiveObs,true
17,ViolentConvictionsRate,ViolentConvRateGivenProt,true
18,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
19,Victimisation,ViolentThoughts,true
20,Impulsivity,PCLRfacet3,true
21,ResponsivenessToTreatment,AngerPT,true
22,ResponsivenessToTreatment,ThoughtInsertionPT,true
23,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
24,SymptomsOfMentalIllness,StrangeExperiences,true
25,FinancialDifficulties,Stress,true
26,CocainePT,SubstanceUse,true
27,SymptomsOfMentalIllness,Depression,true
28,HazardousDrinkingPT,ViolentConvRateGivenProt,false
29,AlcoholTreatment,CannabisDependence,false
30,AlcoholDependence,AlcoholTreatmentGivenRFAT,false
31,AbuseNeglectAsChild,CannabisDuringPrisonSentence,false
32,ViolentThoughts,ComplianceWithSupervision,false
33,AngerPT,StrangeExperiencesPT,false
34,NegativeAttitude,SymptomsOfMentalIllness,false
35,BPD,AlcoholTreatment,false
36,Stress,CannabisDuringPrisonSentence,false
37,ThoughtInsertionPT,ResponseToTreatGivenDrugDep,false
38,Education,PsychiatricTreatmentGivenRFAT,false
39,CocaineDependence,AbilityToCope,false
40,PriorViolentConvictions,ThoughtInsertionPT,false
41,CriminalFamilyBackground,SubstanceMisuseDL,false
42,AlcoholDependence,CannabisPT,false
43,AngerManagement,Impulsivity,false
44,AngerPT,CannabisDependence,false
45,PCLRfacet3,SubstanceUse,false
46,AnyDrugDependence,ComplianceWithSupervision,false
47,SubstanceUse,PCLRfacet3,false
48,PsychiatricTreatmentGivenRFAT,EcstasyPT,false
49,pclrscore,GangMember,false
50,Stress,AngerManagementGivenRFAT,false
51,EcstasyDependence,Education,false
52,FinancialDifficulties,Hallucinations,false
53,DepressionPT,CannabisAfterRelease,false
54,CriminalAttitude,ViolentThoughts,false
55,HazardousDrinkingPT,SymptomsOfMentalIllness,false
56,CriminalNetwork,ComplianceWithSupervision,false
57,Violence,HazardousDrinkingAfterRelease,false
58,PCLRfactor2,SocialProtectiveObs,false
59,Gender,ResponseToTreatGivenDrugDep,false
60,RefuseFailToAttendTherapy,ProblematicLifeEvents,false
61,CocaineDuringPrisonSentence,ASPD,false
62,CocaineBeforePrisonSentence,PCLRfactor1,false
63,AlcoholDependence,Intelligence,false
64,ASPD,HazardousDrinkingAfterRelease,false
65,SubstanceUse,MentalIllnessDL,false
66,DomesticStability,SymptomsOfMentalIllness,false
67,RefuseFailToAttendTherapy,AggressionDL,false
68,AngerManagementGivenRFAT,Anxiety,false
69,ResponseToTreatGivenDrugDep,TimeAtRisk,false
70,StrangeExperiencesPT,ThoughtInsertionPT,false
71,SocialWithdraw,EcstasyDependence,false
72,Hallucinations,EcstasyDuringPrisonSentence,false
73,HazardousDrinkingAfterRelease,StrangeExperiences,false
74,HallucinationsPT,ViolentConvictionsRate,false
75,AlcoholDependence,AttitudeDL,false
76,CannabisPT,CocainePT,false
77,AngerManagementGivenRFAT,CriminalNetwork,false
78,AlcoholTreatment,SubstanceMisuseDL,false
79,ResponseToTreatGivenAlcDep,AggressionDL,false
80,AggressionDL,Victimisation,false
81,SymptomsOfMentalIllness,EmploymentOrTraining,false
82,ResponsivenessToTreatment,EcstasyDuringPrisonSentence,false
83,ComplianceWithSupervision,CannabisAfterRelease,false
