ID,Parent,Child,TrueOrFalse
0,GangMember,Victimisation,true
1,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
2,ProblematicLifeEvents,Stress,true
3,EcstasyAfterRelease,EcstasyPT,true
4,DrugTreatment,DrugTreatmentGivenRFAT,true
5,CannabisAfterRelease,CannabisPT,true
6,AggressionDL,ViolentConvictionsRate,true
7,DepressionPT,FinancialDifficulties,true
8,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
9,Violence,Age,true
10,ResponsivenessToTreatment,HallucinationsPT,true
11,Violence,pclrscore,true
12,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
13,FinancialDifficulties,Stress,true
14,Anxiety,ResponseToTreatGivenAlcDep,false
15,TimeAtRisk,AttitudeDL,false
16,AngerManagement,Hallucinations,false
17,HallucinationsPT,CriminalNetwork,false
18,SocialProtectiveObs,CocaineDuringPrisonSentence,false
19,TimeAtRisk,BPD,false
20,CocaineAfterRelease,AggressionDL,false
21,CriminalFamilyBackground,Impulsivity,false
22,ViolentConvictions,CriminalNetwork,false
23,SocialProtectiveObs,DrugTreatment,false
24,CocaineBeforePrisonSentence,DomesticStability,false
25,SocialWithdraw,AnyDrugDependence,false
26,CocaineDependence,SocialProtectiveObs,false
27,CannabisPT,Impulsivity,false
