ID,Parent,Child,TrueOrFalse
0,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
1,CannabisDependence,AnyDrugDependence,true
2,Violence,prioracq,true
3,ViolentConvictions,Violence,true
4,Education,EmploymentOrTraining,true
5,FinancialDifficulties,Stress,true
6,CriminalFamilyBackground,CriminalNetwork,true
7,Intelligence,ResponsivenessToTreatment,true
8,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
9,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
10,SymptomsOfMentalIllness,Anxiety,true
11,ViolentConvRateGivenProt,ViolentConvictions,true
12,MentalIllnessDL,ViolentConvictionsRate,true
13,ComplianceWithSupervision,CriminalAttitude,true
14,Violence,PriorViolentConvictions,true
15,LivingCircumstances,DomesticStability,true
16,Violence,Age,true
17,EcstasyPT,SubstanceUse,true
18,StrangeExperiencesPT,MentalIllnessSymptomCount,true
19,ResponsivenessToTreatment,ThoughtInsertionPT,true
20,CocaineDuringPrisonSentence,CocaineAfterRelease,true
21,ASPD,PCLRfactor2,true
22,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
23,CannabisBeforePrisonSentence,CannabisAfterRelease,true
24,ResponsivenessToTreatment,HallucinationsPT,true
25,SymptomsOfMentalIllness,Depression,true
26,AngerManagement,AngerManagementGivenRFAT,true
27,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
28,ThoughtInsertionPT,MentalIllnessSymptomCount,true
29,Impulsivity,AggressionDL,true
30,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
31,SymptomsOfMentalIllness,Hallucinations,true
32,CocaineBeforePrisonSentence,CocaineAfterRelease,true
33,AbilityToCope,Stress,true
34,CannabisDuringPrisonSentence,CannabisAfterRelease,true
35,CocainePT,SubstanceUse,true
36,CannabisPT,SubstanceUse,true
37,BPD,Impulsivity,true
38,AngerManagementGivenRFAT,AngerPT,true
39,GangMember,Victimisation,true
40,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
41,LivingCircumstances,SocialProtectiveObs,true
42,SocialWithdraw,SocialProtectiveObs,true
43,EcstasyDuringPrisonSentence,EcstasyDependence,true
44,HallucinationsPT,MentalIllnessSymptomCount,true
45,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
46,Violence,Gender,true
47,ProblematicLifeEvents,Stress,true
48,SocialWithdraw,DomesticStability,true
49,HazardousDrinkingPT,SubstanceUse,true
50,ThoughtInsertion,ThoughtInsertionPT,true
51,ParanoidDelusions,ParanoidDelusionsPT,true
52,DepressionPT,SocialWithdraw,true
53,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
54,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
55,ResponseToTreatGivenDrugDep,EcstasyPT,true
56,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
57,DepressionPT,FinancialDifficulties,true
58,Victimisation,ViolentThoughts,true
59,ResponsivenessToTreatment,AngerPT,true
60,AbuseNeglectAsChild,BPD,true
61,AngerPT,ViolentThoughts,true
62,ResponsivenessToTreatment,StrangeExperiencesPT,true
63,AnxietyPT,MentalIllnessSymptomCount,true
64,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
65,CriminalAttitude,AttitudeDL,true
66,SymptomsOfMentalIllness,ParanoidDelusions,true
67,DrugTreatmentGivenRFAT,EcstasyPT,true
68,Depression,DepressionPT,true
69,AngerManagementGivenRFAT,AlcoholTreatment,false
70,CocaineDependence,DrugTreatmentGivenRFAT,false
71,ThoughtInsertionPT,AngerManagement,false
72,Violence,Education,false
73,Anxiety,Impulsivity,false
74,SocialProtectiveObs,LivingCircumstances,false
75,PCLRfacet3,AbuseNeglectAsChild,false
76,HallucinationsPT,EcstasyDependence,false
77,StrangeExperiencesPT,AggressionDL,false
78,ASPD,ParanoidDelusions,false
79,ViolentConvRateGivenProt,RefuseFailToAttendTherapy,false
80,HallucinationsPT,EcstasyBeforePrisonSentence,false
81,ASPD,MentalIllnessDL,false
82,PCLRfactor2,EcstasyPT,false
83,DepressionPT,Age,false
84,PsychiatricTreatment,Anxiety,false
85,DrugTreatmentGivenRFAT,AlcoholTreatmentGivenRFAT,false
86,HazardousDrinkingAfterRelease,CannabisPT,false
87,Anxiety,AbilityToCope,false
88,ParanoidDelusions,GangMember,false
89,BPD,ViolentConvictions,false
90,Depression,StrangeExperiencesPT,false
91,ThoughtInsertionPT,DrugTreatment,false
92,AnyDrugDependence,Violence,false
93,SymptomsOfMentalIllness,ResponsivenessToTreatment,false
94,ResponsivenessToTreatment,ViolentConvictionsRate,false
95,StrangeExperiencesPT,AnyDrugDependence,false
96,ASPD,ViolentConvRateGivenProt,false
97,AggressionDL,TimeAtRisk,false
98,CocaineDuringPrisonSentence,AlcoholDependence,false
99,CannabisPT,BPD,false
100,Stress,SymptomsOfMentalIllness,false
101,ResponseToTreatGivenAlcDep,AttitudeDL,false
102,MentalIllnessSymptomCount,GangMember,false
103,AngerPT,CriminalFamilyBackground,false
104,Impulsivity,Hallucinations,false
105,FinancialDifficulties,Age,false
106,AngerManagementGivenRFAT,HazardousDrinkingPT,false
107,Intelligence,CannabisDependence,false
108,HallucinationsPT,CannabisPT,false
109,TimeAtRisk,EcstasyBeforePrisonSentence,false
110,pclrscore,CriminalFamilyBackground,false
111,AbuseNeglectAsChild,PsychiatricTreatmentGivenRFAT,false
112,CannabisDependence,AlcoholDependence,false
113,EcstasyAfterRelease,NegativeAttitude,false
114,StrangeExperiencesPT,EcstasyBeforePrisonSentence,false
115,DrugTreatmentGivenRFAT,EcstasyDependence,false
116,pclrscore,Impulsivity,false
117,AbilityToCope,ResponseToTreatGivenDrugDep,false
118,CocaineBeforePrisonSentence,CannabisDuringPrisonSentence,false
119,AttitudeDL,ThoughtInsertionPT,false
120,PCLRfacet3,ThoughtInsertion,false
121,TimeAtRisk,HazardousDrinkingPT,false
122,ViolentThoughts,DepressionPT,false
123,ThoughtInsertion,ResponseToTreatGivenAlcDep,false
124,EcstasyAfterRelease,Age,false
125,AggressionDL,pclrscore,false
126,ViolentConvictions,PsychiatricTreatment,false
127,PsychiatricTreatmentGivenRFAT,AbilityToCope,false
128,CriminalNetwork,Anxiety,false
129,ProblematicLifeEvents,AngerManagement,false
