ID,Parent,Child,TrueOrFalse
0,ThoughtInsertionPT,MentalIllnessSymptomCount,true
1,ComplianceWithSupervision,NegativeAttitude,true
2,CannabisDuringPrisonSentence,CannabisDependence,true
3,CriminalNetwork,NegativeAttitude,true
4,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
5,ViolentConvRateGivenProt,ViolentConvictions,true
6,LivingCircumstances,CriminalNetwork,true
7,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
8,SymptomsOfMentalIllness,ThoughtInsertion,true
9,Anger,AngerPT,true
10,Victimisation,ProblematicLifeEvents,true
11,EmploymentOrTraining,DomesticStability,true
12,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
13,AttitudeDL,ViolentConvictionsRate,true
14,CocaineBeforePrisonSentence,CocaineAfterRelease,true
15,ResponseToTreatGivenDrugDep,CocainePT,true
16,LivingCircumstances,DomesticStability,true
17,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
18,AlcoholDependence,ResponseToTreatGivenAlcDep,true
19,Violence,PriorViolentConvictions,true
20,Impulsivity,AggressionDL,true
21,FinancialDifficulties,LivingCircumstances,true
22,ProblematicLifeEvents,Stress,true
23,BPD,Impulsivity,true
24,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
25,SymptomsOfMentalIllness,StrangeExperiences,true
26,MentalIllnessSymptomCount,MentalIllnessDL,true
27,CannabisAfterRelease,CannabisPT,true
28,AngerManagementGivenRFAT,Depression,false
29,CriminalNetwork,ViolentConvRateGivenProt,false
30,SocialProtectiveObs,CocainePT,false
31,Depression,HallucinationsPT,false
32,ASPD,DrugTreatment,false
33,Age,Depression,false
34,PsychiatricTreatmentGivenRFAT,Hallucinations,false
35,CannabisPT,Depression,false
36,AnyDrugDependence,ASPD,false
37,MentalIllnessDL,Violence,false
38,AggressionDL,FinancialDifficulties,false
39,RefuseFailToAttendTherapy,StrangeExperiences,false
40,PriorViolentConvictions,Gender,false
41,Depression,AggressionDL,false
42,EcstasyDuringPrisonSentence,StrangeExperiences,false
43,HazardousDrinkingPT,ViolentConvictions,false
44,Depression,Age,false
45,LivingCircumstances,EcstasyPT,false
46,EmploymentOrTraining,ViolentConvictionsRate,false
47,CocaineAfterRelease,AngerPT,false
48,SubstanceUse,ViolentConvictionsRate,false
49,PCLRfactor2,DomesticStability,false
50,CocaineDuringPrisonSentence,CannabisPT,false
51,Hallucinations,DomesticStability,false
52,AlcoholDependence,HazardousDrinkingAfterRelease,false
53,EcstasyAfterRelease,PsychiatricTreatmentGivenRFAT,false
54,AlcoholDependence,CocaineDuringPrisonSentence,false
55,SocialProtectiveObs,PsychiatricTreatmentGivenRFAT,false
