ID,Parent,Child,TrueOrFalse
0,SymptomsOfMentalIllness,StrangeExperiences,true
1,DepressionPT,MentalIllnessSymptomCount,true
2,CannabisPT,SubstanceUse,true
3,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
4,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
5,LivingCircumstances,SocialWithdraw,true
6,ASPD,Impulsivity,true
7,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
8,LivingCircumstances,SocialProtectiveObs,true
9,Victimisation,ProblematicLifeEvents,true
10,DrugTreatmentGivenRFAT,CannabisPT,true
11,CannabisDuringPrisonSentence,CannabisAfterRelease,true
12,HazardousDrinkingAfterRelease,AlcoholDependence,true
13,AngerPT,BPD,true
14,CocaineDuringPrisonSentence,CocaineDependence,true
15,PsychiatricTreatmentGivenRFAT,DepressionPT,true
16,ResponsivenessToTreatment,PCLRfactor1,true
17,DepressionPT,FinancialDifficulties,true
18,ParanoidDelusions,ParanoidDelusionsPT,true
19,LivingCircumstances,CriminalNetwork,true
20,CriminalNetwork,GangMember,true
21,Hallucinations,HallucinationsPT,true
22,ViolentConvRateGivenProt,ViolentConvictions,true
23,AlcoholDependence,ResponseToTreatGivenAlcDep,true
24,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
25,CriminalAttitude,AttitudeDL,true
26,CannabisBeforePrisonSentence,CannabisAfterRelease,true
27,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
28,CocaineBeforePrisonSentence,Gender,false
29,PsychiatricTreatment,DrugTreatment,false
30,ViolentConvictionsRate,CocaineAfterRelease,false
31,DomesticStability,ThoughtInsertion,false
32,AngerManagement,prioracq,false
33,AlcoholTreatmentGivenRFAT,ProblematicLifeEvents,false
34,CannabisPT,CocaineAfterRelease,false
35,CannabisDuringPrisonSentence,AlcoholDependence,false
36,ComplianceWithSupervision,CannabisDependence,false
37,HallucinationsPT,MentalIllnessDL,false
38,EcstasyPT,EcstasyDependence,false
39,FinancialDifficulties,SubstanceUse,false
40,StrangeExperiences,AggressionDL,false
41,EcstasyAfterRelease,TimeAtRisk,false
42,StrangeExperiencesPT,TimeAtRisk,false
43,CannabisAfterRelease,CocaineDependence,false
44,CannabisDuringPrisonSentence,Education,false
45,ParanoidDelusionsPT,AnxietyPT,false
46,CannabisPT,CannabisAfterRelease,false
47,Impulsivity,Anger,false
48,CriminalAttitude,BPD,false
49,ViolentConvictions,EcstasyBeforePrisonSentence,false
50,AngerPT,EcstasyDependence,false
51,AlcoholTreatmentGivenRFAT,ParanoidDelusionsPT,false
52,ASPD,AngerManagementGivenRFAT,false
53,CannabisAfterRelease,Anger,false
54,AlcoholDependence,ProblematicLifeEvents,false
55,ThoughtInsertionPT,AggressionDL,false
