ID,Parent,Child,TrueOrFalse
0,CocaineDependence,AnyDrugDependence,true
1,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
2,ASPD,PCLRfactor2,true
3,Intelligence,AbilityToCope,true
4,GangMember,Victimisation,true
5,Intelligence,ResponsivenessToTreatment,true
6,DepressionPT,SocialWithdraw,true
7,EmploymentOrTraining,DomesticStability,true
8,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
9,DrugTreatmentGivenRFAT,CannabisPT,true
10,Hallucinations,HallucinationsPT,true
11,AngerManagementGivenRFAT,AngerPT,true
12,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
13,LivingCircumstances,DomesticStability,true
14,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
15,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
16,BPD,Impulsivity,true
17,ThoughtInsertionPT,MentalIllnessSymptomCount,true
18,EcstasyDependence,AnyDrugDependence,true
19,NegativeAttitude,AttitudeDL,true
20,CannabisDuringPrisonSentence,CannabisAfterRelease,true
21,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
22,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
23,Education,Intelligence,true
24,FinancialDifficulties,Stress,true
25,Violence,pclrscore,true
26,SymptomsOfMentalIllness,Depression,true
27,ParanoidDelusions,ParanoidDelusionsPT,true
28,ProblematicLifeEvents,DrugTreatmentGivenRFAT,false
29,Anger,MentalIllnessDL,false
30,StrangeExperiencesPT,AnxietyPT,false
31,EcstasyDependence,ViolentConvRateGivenProt,false
32,Violence,ViolentConvictionsRate,false
33,SubstanceMisuseDL,Impulsivity,false
34,ParanoidDelusions,CriminalAttitude,false
35,ThoughtInsertion,SubstanceMisuseDL,false
36,HazardousDrinkingAfterRelease,ThoughtInsertionPT,false
37,CannabisDependence,HazardousDrinkingAfterRelease,false
38,CannabisDependence,Violence,false
39,pclrscore,CocainePT,false
40,PCLRfactor2,ProblematicLifeEvents,false
41,ResponseToTreatGivenDrugDep,AttitudeDL,false
42,Victimisation,CriminalAttitude,false
43,PsychiatricTreatment,CannabisDuringPrisonSentence,false
44,PCLRfactor2,CannabisDuringPrisonSentence,false
45,DrugTreatment,ProblematicLifeEvents,false
46,PriorViolentConvictions,SymptomsOfMentalIllness,false
47,ResponseToTreatGivenDrugDep,CriminalAttitude,false
48,Education,AbilityToCope,false
49,SubstanceMisuseDL,FinancialDifficulties,false
50,DomesticStability,AlcoholTreatment,false
51,Violence,CriminalFamilyBackground,false
52,MentalIllnessDL,Impulsivity,false
53,CriminalFamilyBackground,AbilityToCope,false
54,ViolentConvRateGivenProt,MentalIllnessDL,false
55,AnxietyPT,CriminalNetwork,false
