ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
1,SocialWithdraw,SocialProtectiveObs,true
2,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
3,DepressionPT,SocialWithdraw,true
4,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
5,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
6,Anxiety,AnxietyPT,true
7,CocaineAfterRelease,CocainePT,true
8,ResponsivenessToTreatment,ParanoidDelusionsPT,true
9,ViolentConvictions,Violence,true
10,CocaineBeforePrisonSentence,CocaineAfterRelease,true
11,ResponsivenessToTreatment,AngerPT,true
12,AggressionDL,ViolentConvictionsRate,true
13,CannabisDuringPrisonSentence,CannabisDependence,true
14,ResponsivenessToTreatment,PCLRfactor1,true
15,FinancialDifficulties,Stress,true
16,EcstasyPT,SubstanceUse,true
17,AlcoholDependence,ResponseToTreatGivenAlcDep,true
18,Violence,Gender,true
19,AnxietyPT,FinancialDifficulties,true
20,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
21,EcstasyAfterRelease,EcstasyPT,true
22,Victimisation,ProblematicLifeEvents,true
23,Intelligence,AbilityToCope,true
24,Violence,PriorViolentConvictions,true
25,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
26,AngerPT,ViolentThoughts,true
27,SubstanceMisuseDL,ViolentConvictionsRate,true
28,CriminalAttitude,Depression,false
29,ParanoidDelusionsPT,RefuseFailToAttendTherapy,false
30,Impulsivity,BPD,false
31,Stress,RefuseFailToAttendTherapy,false
32,Gender,ThoughtInsertionPT,false
33,CriminalFamilyBackground,PCLRfactor2,false
34,pclrscore,Age,false
35,DepressionPT,ThoughtInsertionPT,false
36,AngerManagement,AlcoholTreatment,false
37,AnxietyPT,ViolentConvictionsRate,false
38,PCLRfactor1,Impulsivity,false
39,SocialProtectiveObs,SubstanceMisuseDL,false
40,CocaineDuringPrisonSentence,prioracq,false
41,AngerManagementGivenRFAT,AggressionDL,false
42,PCLRfacet3,AbilityToCope,false
43,SymptomsOfMentalIllness,ParanoidDelusionsPT,false
44,Impulsivity,StrangeExperiencesPT,false
45,ViolentConvictionsRate,PCLRfacet3,false
46,SocialProtectiveObs,AnxietyPT,false
47,Intelligence,SubstanceUse,false
48,Intelligence,PCLRfactor1,false
49,AngerManagementGivenRFAT,AlcoholTreatmentGivenRFAT,false
50,PCLRfactor1,ParanoidDelusionsPT,false
51,AnxietyPT,Violence,false
52,Stress,HallucinationsPT,false
53,Gender,AlcoholTreatmentGivenRFAT,false
54,CocaineBeforePrisonSentence,ViolentThoughts,false
55,PCLRfacet3,PCLRfactor1,false
