ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
1,TimeAtRisk,ViolentConvictions,true
2,FinancialDifficulties,Stress,true
3,HallucinationsPT,MentalIllnessSymptomCount,true
4,CocaineDependence,AnyDrugDependence,true
5,ParanoidDelusions,ParanoidDelusionsPT,true
6,AggressionDL,ViolentConvictionsRate,true
7,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
8,Intelligence,ResponsivenessToTreatment,true
9,SymptomsOfMentalIllness,StrangeExperiences,true
10,SocialWithdraw,CriminalNetwork,true
11,CocaineDuringPrisonSentence,CocaineAfterRelease,true
12,Anger,AngerPT,true
13,ResponsivenessToTreatment,ThoughtInsertionPT,true
14,CocainePT,SubstanceUse,true
15,ThoughtInsertion,ThoughtInsertionPT,true
16,DrugTreatment,DrugTreatmentGivenRFAT,true
17,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
18,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
19,LivingCircumstances,DomesticStability,true
20,CannabisDependence,AnyDrugDependence,true
21,SubstanceUse,SubstanceMisuseDL,true
22,GangMember,Victimisation,true
23,AnxietyPT,MentalIllnessSymptomCount,true
24,BPD,Impulsivity,true
25,CocaineBeforePrisonSentence,CocaineAfterRelease,true
26,CriminalAttitude,AttitudeDL,true
27,MentalIllnessDL,ViolentConvictionsRate,true
28,LivingCircumstances,CannabisDependence,false
29,PCLRfacet3,PriorViolentConvictions,false
30,CocaineBeforePrisonSentence,AggressionDL,false
31,StrangeExperiencesPT,DrugTreatment,false
32,HazardousDrinkingAfterRelease,SymptomsOfMentalIllness,false
33,EcstasyAfterRelease,EmploymentOrTraining,false
34,Victimisation,AttitudeDL,false
35,CriminalFamilyBackground,TimeAtRisk,false
36,FinancialDifficulties,AngerManagement,false
37,CocaineBeforePrisonSentence,CocainePT,false
38,StrangeExperiences,ThoughtInsertionPT,false
39,PsychiatricTreatment,StrangeExperiences,false
40,CriminalAttitude,AngerPT,false
41,CannabisDuringPrisonSentence,ComplianceWithSupervision,false
42,Age,ThoughtInsertionPT,false
43,AlcoholDependence,ViolentConvictions,false
44,ViolentConvictionsRate,ResponsivenessToTreatment,false
45,StrangeExperiences,Anxiety,false
46,SocialProtectiveObs,AnyDrugDependence,false
47,SocialProtectiveObs,SymptomsOfMentalIllness,false
48,CriminalNetwork,PsychiatricTreatmentGivenRFAT,false
49,SymptomsOfMentalIllness,AngerPT,false
50,CannabisDuringPrisonSentence,CocaineBeforePrisonSentence,false
51,ViolentConvictionsRate,ResponseToTreatGivenDrugDep,false
52,EmploymentOrTraining,ViolentConvRateGivenProt,false
53,CannabisBeforePrisonSentence,ResponseToTreatGivenAlcDep,false
54,Intelligence,Anger,false
55,CocaineDuringPrisonSentence,EcstasyPT,false
56,ViolentConvictions,CriminalAttitude,false
57,ResponseToTreatGivenDrugDep,Impulsivity,false
58,Victimisation,ResponseToTreatGivenDrugDep,false
59,ParanoidDelusions,CocaineDuringPrisonSentence,false
60,AttitudeDL,AngerManagement,false
61,Education,ResponseToTreatGivenAlcDep,false
62,CocaineDuringPrisonSentence,CriminalNetwork,false
63,AbilityToCope,AbuseNeglectAsChild,false
64,HazardousDrinkingPT,CocaineDuringPrisonSentence,false
65,AttitudeDL,EcstasyDependence,false
66,Victimisation,PCLRfacet3,false
67,AbilityToCope,EcstasyDuringPrisonSentence,false
68,NegativeAttitude,HazardousDrinkingAfterRelease,false
69,ProblematicLifeEvents,HazardousDrinkingAfterRelease,false
70,Intelligence,LivingCircumstances,false
71,CriminalNetwork,PsychiatricTreatment,false
72,MentalIllnessDL,prioracq,false
73,EcstasyBeforePrisonSentence,AttitudeDL,false
74,GangMember,EcstasyAfterRelease,false
75,PCLRfacet3,MentalIllnessSymptomCount,false
76,Victimisation,PCLRfactor1,false
77,CannabisDuringPrisonSentence,EcstasyDependence,false
78,SocialProtectiveObs,PCLRfacet3,false
79,CocaineDependence,StrangeExperiencesPT,false
80,TimeAtRisk,ViolentThoughts,false
81,pclrscore,SubstanceUse,false
82,CriminalFamilyBackground,Stress,false
83,DrugTreatment,CocaineBeforePrisonSentence,false
