ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
1,CannabisDuringPrisonSentence,CannabisAfterRelease,true
2,EcstasyDuringPrisonSentence,EcstasyDependence,true
3,ASPD,PCLRfactor2,true
4,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
5,ComplianceWithSupervision,CriminalAttitude,true
6,CriminalAttitude,AttitudeDL,true
7,CannabisBeforePrisonSentence,CannabisAfterRelease,true
8,SubstanceUse,SubstanceMisuseDL,true
9,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
10,EcstasyPT,SubstanceUse,true
11,AbilityToCope,Stress,true
12,ASPD,Impulsivity,true
13,SymptomsOfMentalIllness,StrangeExperiences,true
14,Victimisation,ViolentThoughts,true
15,DepressionPT,MentalIllnessSymptomCount,true
16,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
17,CocaineDuringPrisonSentence,CocaineAfterRelease,true
18,HallucinationsPT,MentalIllnessSymptomCount,true
19,ResponsivenessToTreatment,PCLRfactor1,true
20,Violence,Gender,true
21,ResponseToTreatGivenDrugDep,CannabisPT,true
22,CocaineBeforePrisonSentence,CocaineAfterRelease,true
23,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
24,CriminalFamilyBackground,CriminalNetwork,true
25,ViolentConvictionsRate,ViolentConvRateGivenProt,true
26,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
27,Anger,AngerPT,true
28,PriorViolentConvictions,AngerPT,false
29,ViolentConvictions,AnxietyPT,false
30,AnyDrugDependence,DrugTreatment,false
31,SymptomsOfMentalIllness,HazardousDrinkingPT,false
32,PsychiatricTreatment,SocialWithdraw,false
33,CriminalFamilyBackground,CannabisDependence,false
34,AbuseNeglectAsChild,ComplianceWithSupervision,false
35,EmploymentOrTraining,SocialWithdraw,false
36,TimeAtRisk,EcstasyDependence,false
37,AlcoholDependence,Anger,false
38,PCLRfactor1,ThoughtInsertionPT,false
39,prioracq,AlcoholTreatmentGivenRFAT,false
40,ResponseToTreatGivenAlcDep,AggressionDL,false
41,CocaineDependence,PriorViolentConvictions,false
42,DepressionPT,HazardousDrinkingAfterRelease,false
43,PCLRfactor2,ResponseToTreatGivenAlcDep,false
44,FinancialDifficulties,AngerManagement,false
45,HazardousDrinkingAfterRelease,PCLRfactor1,false
46,PsychiatricTreatmentGivenRFAT,AngerPT,false
47,AlcoholTreatmentGivenRFAT,EcstasyDuringPrisonSentence,false
48,ViolentConvictions,SocialWithdraw,false
49,ViolentThoughts,SocialWithdraw,false
50,Depression,ViolentConvRateGivenProt,false
51,CannabisAfterRelease,AlcoholTreatmentGivenRFAT,false
52,MentalIllnessDL,ResponsivenessToTreatment,false
53,BPD,DrugTreatment,false
54,BPD,SocialProtectiveObs,false
55,HazardousDrinkingPT,MentalIllnessDL,false
