ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
1,SymptomsOfMentalIllness,Anxiety,true
2,CannabisBeforePrisonSentence,CannabisAfterRelease,true
3,DrugTreatmentGivenRFAT,CocainePT,true
4,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
5,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
6,CriminalAttitude,AttitudeDL,true
7,CannabisDependence,AnyDrugDependence,true
8,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
9,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
10,FinancialDifficulties,LivingCircumstances,true
11,MentalIllnessSymptomCount,MentalIllnessDL,true
12,Violence,Gender,true
13,ThoughtInsertion,ThoughtInsertionPT,true
14,Violence,PriorViolentConvictions,true
15,CocaineBeforePrisonSentence,CocaineAfterRelease,true
16,ResponseToTreatGivenDrugDep,CannabisPT,true
17,AbuseNeglectAsChild,BPD,true
18,SubstanceUse,SubstanceMisuseDL,true
19,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
20,ResponsivenessToTreatment,AngerPT,true
21,GangMember,Victimisation,true
22,AnxietyPT,FinancialDifficulties,true
23,ResponsivenessToTreatment,HallucinationsPT,true
24,DepressionPT,MentalIllnessSymptomCount,true
25,EcstasyAfterRelease,EcstasyPT,true
26,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
27,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
28,PCLRfacet3,SocialWithdraw,false
29,CocaineBeforePrisonSentence,AlcoholDependence,false
30,prioracq,AnyDrugDependence,false
31,ViolentConvictionsRate,PsychiatricTreatmentGivenRFAT,false
32,PsychiatricTreatment,CannabisDuringPrisonSentence,false
33,ThoughtInsertion,RefuseFailToAttendTherapy,false
34,Gender,ThoughtInsertionPT,false
35,ThoughtInsertion,FinancialDifficulties,false
36,EcstasyAfterRelease,SymptomsOfMentalIllness,false
37,Victimisation,ComplianceWithSupervision,false
38,Age,ParanoidDelusionsPT,false
39,PCLRfactor1,MentalIllnessDL,false
40,AbuseNeglectAsChild,Victimisation,false
41,pclrscore,SubstanceMisuseDL,false
42,Victimisation,Anger,false
43,EcstasyDuringPrisonSentence,CocaineDependence,false
44,EmploymentOrTraining,CannabisAfterRelease,false
45,ThoughtInsertionPT,EcstasyBeforePrisonSentence,false
46,SymptomsOfMentalIllness,AngerManagementGivenRFAT,false
47,AngerManagement,LivingCircumstances,false
48,StrangeExperiences,CriminalFamilyBackground,false
49,SubstanceUse,ParanoidDelusionsPT,false
50,AlcoholDependence,HazardousDrinkingAfterRelease,false
51,CannabisBeforePrisonSentence,PriorViolentConvictions,false
52,ResponseToTreatGivenDrugDep,ThoughtInsertionPT,false
53,DomesticStability,CriminalNetwork,false
54,CocaineDependence,BPD,false
55,prioracq,ParanoidDelusionsPT,false
