ID,Parent,Child,TrueOrFalse
0,ResponseToTreatGivenDrugDep,EcstasyPT,true
1,FinancialDifficulties,Stress,true
2,AngerManagement,AngerManagementGivenRFAT,true
3,Impulsivity,PCLRfacet3,true
4,CocainePT,SubstanceUse,true
5,SymptomsOfMentalIllness,ParanoidDelusions,true
6,SubstanceMisuseDL,ViolentConvictionsRate,true
7,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
8,ResponsivenessToTreatment,HallucinationsPT,true
9,ThoughtInsertion,ThoughtInsertionPT,true
10,Anxiety,AnxietyPT,true
11,DepressionPT,MentalIllnessSymptomCount,true
12,ResponsivenessToTreatment,AngerPT,true
13,Anger,AngerPT,true
14,RefuseFailToAttendTherapy,AlcoholDependence,false
15,CocaineDuringPrisonSentence,MentalIllnessSymptomCount,false
16,MentalIllnessDL,ParanoidDelusionsPT,false
17,DrugTreatmentGivenRFAT,prioracq,false
18,Anger,Depression,false
19,Education,EcstasyDuringPrisonSentence,false
20,Stress,MentalIllnessSymptomCount,false
21,CocainePT,EcstasyDuringPrisonSentence,false
22,Depression,HallucinationsPT,false
23,ViolentThoughts,EcstasyDependence,false
24,LivingCircumstances,AngerPT,false
25,CannabisBeforePrisonSentence,AngerPT,false
26,CannabisPT,Age,false
27,AttitudeDL,Depression,false
