ID,Parent,Child,TrueOrFalse
0,EcstasyDuringPrisonSentence,EcstasyDependence,true
1,ViolentConvictionsRate,ViolentConvRateGivenProt,true
2,BPD,Impulsivity,true
3,LivingCircumstances,SocialWithdraw,true
4,SymptomsOfMentalIllness,StrangeExperiences,true
5,Education,EmploymentOrTraining,true
6,LivingCircumstances,SocialProtectiveObs,true
7,HazardousDrinkingPT,SubstanceUse,true
8,SocialProtectiveObs,ViolentConvRateGivenProt,true
9,SymptomsOfMentalIllness,Anxiety,true
10,DrugTreatment,DrugTreatmentGivenRFAT,true
11,CannabisDependence,AnyDrugDependence,true
12,FinancialDifficulties,LivingCircumstances,true
13,Intelligence,AbilityToCope,true
14,CriminalAttitude,AttitudeDL,true
15,Violence,pclrscore,true
16,GangMember,NegativeAttitude,true
17,SubstanceMisuseDL,ViolentConvictionsRate,true
18,SymptomsOfMentalIllness,Depression,true
19,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
20,HazardousDrinkingAfterRelease,AlcoholDependence,true
21,ViolentConvRateGivenProt,ViolentConvictions,true
22,EcstasyPT,SubstanceUse,true
23,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
24,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
25,ThoughtInsertion,ThoughtInsertionPT,true
26,MentalIllnessSymptomCount,MentalIllnessDL,true
27,Impulsivity,AggressionDL,true
28,ViolentConvictionsRate,CannabisBeforePrisonSentence,false
29,TimeAtRisk,Education,false
30,ResponseToTreatGivenAlcDep,EmploymentOrTraining,false
31,AggressionDL,PCLRfacet3,false
32,DomesticStability,prioracq,false
33,HazardousDrinkingPT,ComplianceWithSupervision,false
34,CannabisBeforePrisonSentence,Age,false
35,CocaineAfterRelease,PsychiatricTreatment,false
36,ResponseToTreatGivenDrugDep,CocaineAfterRelease,false
37,ResponseToTreatGivenAlcDep,StrangeExperiences,false
38,GangMember,CannabisDuringPrisonSentence,false
39,AngerPT,CannabisPT,false
40,AngerManagementGivenRFAT,ComplianceWithSupervision,false
41,ParanoidDelusions,SocialWithdraw,false
42,HazardousDrinkingPT,EcstasyPT,false
43,PsychiatricTreatmentGivenRFAT,RefuseFailToAttendTherapy,false
44,Intelligence,DrugTreatment,false
45,SocialWithdraw,AttitudeDL,false
46,CocaineDependence,EcstasyPT,false
47,AngerManagement,CannabisAfterRelease,false
48,PsychiatricTreatmentGivenRFAT,ThoughtInsertion,false
49,CocaineDuringPrisonSentence,PCLRfacet3,false
50,CocaineBeforePrisonSentence,ComplianceWithSupervision,false
51,ViolentThoughts,Victimisation,false
52,PsychiatricTreatment,ResponseToTreatGivenDrugDep,false
53,AbilityToCope,CriminalNetwork,false
54,ThoughtInsertionPT,Hallucinations,false
55,MentalIllnessSymptomCount,AggressionDL,false
