ID,Parent,Child,TrueOrFalse
0,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
1,ProblematicLifeEvents,Stress,true
2,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
3,DrugTreatment,DrugTreatmentGivenRFAT,true
4,LivingCircumstances,SocialProtectiveObs,true
5,ViolentConvictionsRate,ViolentConvRateGivenProt,true
6,ResponsivenessToTreatment,ParanoidDelusionsPT,true
7,Education,Intelligence,true
8,AngerManagement,AngerManagementGivenRFAT,true
9,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
10,SymptomsOfMentalIllness,StrangeExperiences,true
11,DrugTreatmentGivenRFAT,EcstasyPT,true
12,DrugTreatmentGivenRFAT,CannabisPT,true
13,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
14,EcstasyDuringPrisonSentence,Age,false
15,ComplianceWithSupervision,ProblematicLifeEvents,false
16,Stress,AnxietyPT,false
17,ViolentConvRateGivenProt,ParanoidDelusionsPT,false
18,SymptomsOfMentalIllness,CannabisDependence,false
19,ViolentThoughts,CannabisPT,false
20,ProblematicLifeEvents,CriminalFamilyBackground,false
21,Education,prioracq,false
22,CocaineBeforePrisonSentence,SubstanceUse,false
23,AttitudeDL,CocaineBeforePrisonSentence,false
24,ViolentConvRateGivenProt,CriminalAttitude,false
25,SubstanceMisuseDL,RefuseFailToAttendTherapy,false
26,DrugTreatmentGivenRFAT,PsychiatricTreatmentGivenRFAT,false
27,GangMember,ViolentThoughts,false
