ID,Parent,Child,TrueOrFalse
0,ResponsivenessToTreatment,DepressionPT,true
1,HazardousDrinkingPT,SubstanceUse,true
2,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
3,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
4,CannabisDependence,AnyDrugDependence,true
5,Violence,prioracq,true
6,ViolentConvictions,Violence,true
7,Education,EmploymentOrTraining,true
8,FinancialDifficulties,Stress,true
9,CriminalFamilyBackground,CriminalNetwork,true
10,Intelligence,ResponsivenessToTreatment,true
11,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
12,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
13,DepressionPT,FinancialDifficulties,true
14,CriminalNetwork,GangMember,true
15,DrugTreatment,DrugTreatmentGivenRFAT,true
16,Violence,pclrscore,true
17,ViolentConvRateGivenProt,ViolentConvictions,true
18,MentalIllnessDL,ViolentConvictionsRate,true
19,ComplianceWithSupervision,CriminalAttitude,true
20,Violence,PriorViolentConvictions,true
21,LivingCircumstances,DomesticStability,true
22,Violence,Age,true
23,EcstasyPT,SubstanceUse,true
24,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
25,ResponsivenessToTreatment,ThoughtInsertionPT,true
26,CocaineDuringPrisonSentence,CocaineAfterRelease,true
27,ASPD,PCLRfactor2,true
28,AngerManagementGivenRFAT,PCLRfactor2,false
29,ViolentConvRateGivenProt,pclrscore,false
30,EcstasyPT,StrangeExperiences,false
31,CannabisDependence,CocaineAfterRelease,false
32,ViolentConvRateGivenProt,DrugTreatmentGivenRFAT,false
33,AttitudeDL,CannabisAfterRelease,false
34,PCLRfactor1,HazardousDrinkingAfterRelease,false
35,Age,AngerManagement,false
36,CriminalNetwork,Stress,false
37,DomesticStability,MentalIllnessSymptomCount,false
38,Impulsivity,NegativeAttitude,false
39,Victimisation,SocialWithdraw,false
40,AlcoholDependence,AbuseNeglectAsChild,false
41,DomesticStability,AngerPT,false
42,AngerManagementGivenRFAT,SocialWithdraw,false
43,FinancialDifficulties,Impulsivity,false
44,MentalIllnessDL,LivingCircumstances,false
45,MentalIllnessDL,HazardousDrinkingAfterRelease,false
46,MentalIllnessDL,CannabisDuringPrisonSentence,false
47,TimeAtRisk,GangMember,false
48,EcstasyPT,AnyDrugDependence,false
49,ViolentThoughts,SocialWithdraw,false
50,CocaineDependence,EcstasyPT,false
51,CocaineBeforePrisonSentence,ViolentThoughts,false
52,EcstasyDuringPrisonSentence,TimeAtRisk,false
53,AttitudeDL,Age,false
54,PCLRfactor1,ThoughtInsertionPT,false
55,AttitudeDL,SymptomsOfMentalIllness,false
