ID,Parent,Child,TrueOrFalse
0,HazardousDrinkingPT,SubstanceUse,true
1,ViolentThoughts,AggressionDL,true
2,CriminalFamilyBackground,CriminalNetwork,true
3,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
4,Education,EmploymentOrTraining,true
5,Violence,Gender,true
6,DepressionPT,SocialWithdraw,true
7,MentalIllnessDL,ViolentConvictionsRate,true
8,DepressionPT,MentalIllnessSymptomCount,true
9,SubstanceUse,SubstanceMisuseDL,true
10,ResponsivenessToTreatment,ParanoidDelusionsPT,true
11,AngerManagement,AngerManagementGivenRFAT,true
12,AlcoholDependence,ResponseToTreatGivenAlcDep,true
13,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
14,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
15,DrugTreatmentGivenRFAT,EcstasyPT,true
16,EcstasyPT,SubstanceUse,true
17,Violence,prioracq,true
18,DrugTreatment,DrugTreatmentGivenRFAT,true
19,Victimisation,ProblematicLifeEvents,true
20,AnxietyPT,MentalIllnessSymptomCount,true
21,SymptomsOfMentalIllness,StrangeExperiences,true
22,SocialWithdraw,CriminalNetwork,true
23,ComplianceWithSupervision,NegativeAttitude,true
24,ResponsivenessToTreatment,StrangeExperiencesPT,true
25,FinancialDifficulties,Stress,true
26,StrangeExperiencesPT,MentalIllnessSymptomCount,true
27,ResponseToTreatGivenDrugDep,CannabisPT,true
28,ComplianceWithSupervision,CriminalAttitude,true
29,ViolentConvictionsRate,ViolentConvRateGivenProt,true
30,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
31,SubstanceMisuseDL,ViolentConvictionsRate,true
32,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
33,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
34,DrugTreatmentGivenRFAT,CannabisPT,true
35,CannabisDependence,AnyDrugDependence,true
36,CocaineDependence,AnyDrugDependence,true
37,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
38,HazardousDrinkingAfterRelease,AlcoholDependence,true
39,ASPD,PCLRfactor2,true
40,CannabisDuringPrisonSentence,CannabisDependence,true
41,AbilityToCope,Stress,true
42,LivingCircumstances,SocialProtectiveObs,true
43,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
44,AggressionDL,ViolentConvictionsRate,true
45,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
46,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
47,SymptomsOfMentalIllness,Anxiety,true
48,Violence,pclrscore,true
49,ResponsivenessToTreatment,AnxietyPT,true
50,EcstasyDependence,AnyDrugDependence,true
51,NegativeAttitude,AttitudeDL,true
52,GangMember,NegativeAttitude,true
53,GangMember,CriminalAttitude,true
54,StrangeExperiences,StrangeExperiencesPT,true
55,CriminalAttitude,AttitudeDL,true
56,AngerPT,ASPD,true
57,ResponsivenessToTreatment,HallucinationsPT,true
58,EcstasyAfterRelease,EcstasyPT,true
59,AbuseNeglectAsChild,ASPD,true
60,HallucinationsPT,MentalIllnessSymptomCount,true
61,Violence,PriorViolentConvictions,true
62,ThoughtInsertionPT,MentalIllnessSymptomCount,true
63,EmploymentOrTraining,FinancialDifficulties,true
64,CocaineDuringPrisonSentence,CocaineAfterRelease,true
65,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
66,SymptomsOfMentalIllness,Depression,true
67,SocialProtectiveObs,ViolentConvRateGivenProt,true
68,TimeAtRisk,ViolentConvictions,true
69,CocainePT,AggressionDL,false
70,SocialWithdraw,EmploymentOrTraining,false
71,CriminalNetwork,ViolentThoughts,false
72,HazardousDrinkingPT,CannabisDependence,false
73,ViolentThoughts,Anxiety,false
74,LivingCircumstances,AlcoholDependence,false
75,Age,DrugTreatment,false
76,BPD,ResponseToTreatGivenDrugDep,false
77,CannabisPT,DrugTreatment,false
78,Violence,AlcoholTreatmentGivenRFAT,false
79,AngerManagementGivenRFAT,Education,false
80,LivingCircumstances,HallucinationsPT,false
81,SubstanceUse,ProblematicLifeEvents,false
82,ViolentConvictions,ResponseToTreatGivenAlcDep,false
83,CocainePT,AbuseNeglectAsChild,false
84,AggressionDL,DrugTreatment,false
85,AngerManagement,ParanoidDelusions,false
86,AnyDrugDependence,MentalIllnessDL,false
87,Anger,ParanoidDelusionsPT,false
88,EcstasyDependence,LivingCircumstances,false
89,Gender,Impulsivity,false
90,AggressionDL,AttitudeDL,false
91,PCLRfactor1,HazardousDrinkingPT,false
92,SymptomsOfMentalIllness,CriminalAttitude,false
93,ViolentConvictionsRate,MentalIllnessDL,false
94,ParanoidDelusionsPT,Gender,false
95,AlcoholTreatmentGivenRFAT,AlcoholDependence,false
96,AggressionDL,ResponseToTreatGivenDrugDep,false
97,AttitudeDL,AngerManagementGivenRFAT,false
98,AngerManagementGivenRFAT,Victimisation,false
99,StrangeExperiencesPT,ParanoidDelusions,false
100,AbilityToCope,ThoughtInsertion,false
101,CannabisDuringPrisonSentence,PCLRfactor1,false
102,CannabisDuringPrisonSentence,DrugTreatment,false
103,ThoughtInsertionPT,Age,false
104,StrangeExperiencesPT,Hallucinations,false
105,SocialWithdraw,MentalIllnessSymptomCount,false
106,ThoughtInsertion,AlcoholTreatment,false
107,MentalIllnessDL,AbilityToCope,false
108,FinancialDifficulties,CannabisBeforePrisonSentence,false
109,SocialWithdraw,GangMember,false
110,AlcoholDependence,EcstasyPT,false
111,CriminalFamilyBackground,StrangeExperiences,false
112,CannabisPT,PriorViolentConvictions,false
113,Depression,SubstanceUse,false
114,CriminalFamilyBackground,DrugTreatment,false
115,Stress,HazardousDrinkingAfterRelease,false
116,Impulsivity,AngerManagementGivenRFAT,false
117,TimeAtRisk,PsychiatricTreatmentGivenRFAT,false
118,ComplianceWithSupervision,StrangeExperiencesPT,false
119,DrugTreatment,PsychiatricTreatmentGivenRFAT,false
120,AlcoholTreatmentGivenRFAT,EcstasyPT,false
121,ViolentThoughts,ParanoidDelusions,false
122,AngerManagementGivenRFAT,LivingCircumstances,false
