ID,Parent,Child,TrueOrFalse
0,AbilityToCope,Stress,true
1,EmploymentOrTraining,FinancialDifficulties,true
2,Violence,PriorViolentConvictions,true
3,CriminalFamilyBackground,CriminalNetwork,true
4,ResponseToTreatGivenDrugDep,CannabisPT,true
5,ResponsivenessToTreatment,ThoughtInsertionPT,true
6,SymptomsOfMentalIllness,Hallucinations,true
7,HazardousDrinkingAfterRelease,AlcoholDependence,true
8,Impulsivity,PCLRfacet3,true
9,SubstanceMisuseDL,ViolentConvictionsRate,true
10,GangMember,CriminalAttitude,true
11,AngerPT,ASPD,true
12,ComplianceWithSupervision,CriminalAttitude,true
13,CannabisDuringPrisonSentence,CannabisAfterRelease,true
14,DepressionPT,FinancialDifficulties,true
15,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
16,DrugTreatment,DrugTreatmentGivenRFAT,true
17,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
18,CriminalNetwork,GangMember,true
19,Education,EmploymentOrTraining,true
20,CannabisAfterRelease,CannabisPT,true
21,CocaineDependence,AnyDrugDependence,true
22,CannabisDependence,AnyDrugDependence,true
23,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
24,CocaineDuringPrisonSentence,CocaineAfterRelease,true
25,DepressionPT,MentalIllnessSymptomCount,true
26,Education,Intelligence,true
27,Anxiety,AnxietyPT,true
28,Stress,PCLRfactor2,false
29,DomesticStability,AnyDrugDependence,false
30,NegativeAttitude,AnxietyPT,false
31,GangMember,CriminalFamilyBackground,false
32,CannabisPT,pclrscore,false
33,CannabisBeforePrisonSentence,ThoughtInsertionPT,false
34,ViolentConvictionsRate,Stress,false
35,EcstasyBeforePrisonSentence,Depression,false
36,ComplianceWithSupervision,CocainePT,false
37,CocaineAfterRelease,Violence,false
38,AttitudeDL,DrugTreatment,false
39,DrugTreatmentGivenRFAT,CannabisBeforePrisonSentence,false
40,RefuseFailToAttendTherapy,ThoughtInsertionPT,false
41,ViolentConvRateGivenProt,AngerPT,false
42,AnxietyPT,AlcoholTreatmentGivenRFAT,false
43,TimeAtRisk,CriminalNetwork,false
44,MentalIllnessSymptomCount,PsychiatricTreatmentGivenRFAT,false
45,Intelligence,AlcoholTreatment,false
46,SubstanceUse,HazardousDrinkingAfterRelease,false
47,EcstasyPT,MentalIllnessDL,false
48,EcstasyBeforePrisonSentence,ParanoidDelusions,false
49,CannabisAfterRelease,EcstasyPT,false
50,ViolentConvRateGivenProt,CocaineDuringPrisonSentence,false
51,AggressionDL,BPD,false
52,AbilityToCope,EcstasyDependence,false
53,PCLRfacet3,FinancialDifficulties,false
54,Violence,AlcoholDependence,false
55,PriorViolentConvictions,TimeAtRisk,false
56,EcstasyDependence,NegativeAttitude,false
57,Education,PriorViolentConvictions,false
58,DepressionPT,ProblematicLifeEvents,false
59,CannabisPT,CriminalFamilyBackground,false
60,AngerPT,CocaineDuringPrisonSentence,false
61,TimeAtRisk,GangMember,false
62,ThoughtInsertionPT,CannabisPT,false
63,SocialWithdraw,Age,false
64,StrangeExperiencesPT,AbuseNeglectAsChild,false
65,PCLRfactor1,Depression,false
66,HallucinationsPT,DrugTreatment,false
67,HazardousDrinkingPT,Age,false
68,SubstanceMisuseDL,PCLRfacet3,false
69,ThoughtInsertionPT,ThoughtInsertion,false
70,Anxiety,PCLRfactor2,false
71,CriminalFamilyBackground,SubstanceMisuseDL,false
72,ComplianceWithSupervision,ViolentConvictionsRate,false
73,ParanoidDelusions,CocaineAfterRelease,false
74,Violence,AggressionDL,false
75,PCLRfacet3,EcstasyDependence,false
76,ComplianceWithSupervision,ResponseToTreatGivenAlcDep,false
77,ThoughtInsertionPT,AngerPT,false
78,EcstasyAfterRelease,SocialWithdraw,false
79,CocaineDuringPrisonSentence,CriminalNetwork,false
80,AngerManagementGivenRFAT,ResponseToTreatGivenDrugDep,false
81,ViolentConvRateGivenProt,Age,false
82,Violence,ViolentConvictionsRate,false
83,AttitudeDL,HazardousDrinkingPT,false
