ID,Parent,Child,TrueOrFalse
0,CannabisPT,SubstanceUse,true
1,AnxietyPT,MentalIllnessSymptomCount,true
2,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
3,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
4,CocainePT,SubstanceUse,true
5,AngerPT,BPD,true
6,AngerManagement,AngerManagementGivenRFAT,true
7,LivingCircumstances,SocialWithdraw,true
8,AnxietyPT,FinancialDifficulties,true
9,SymptomsOfMentalIllness,Anxiety,true
10,SocialWithdraw,DomesticStability,true
11,ResponseToTreatGivenDrugDep,CannabisPT,true
12,GangMember,NegativeAttitude,true
13,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
14,ResponsivenessToTreatment,DepressionPT,true
15,DepressionPT,MentalIllnessSymptomCount,true
16,DepressionPT,FinancialDifficulties,true
17,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
18,TimeAtRisk,ViolentConvictions,true
19,CriminalAttitude,AttitudeDL,true
20,CocaineAfterRelease,CocainePT,true
21,Impulsivity,PCLRfacet3,true
22,ViolentConvictions,Violence,true
23,EcstasyDuringPrisonSentence,EcstasyDependence,true
24,AttitudeDL,ViolentConvictionsRate,true
25,FinancialDifficulties,Stress,true
26,ResponsivenessToTreatment,PCLRfactor1,true
27,DrugTreatmentGivenRFAT,CocainePT,true
28,AngerManagementGivenRFAT,AngerPT,true
29,Victimisation,ProblematicLifeEvents,true
30,AggressionDL,ViolentConvictionsRate,true
31,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
32,ThoughtInsertion,ThoughtInsertionPT,true
33,ASPD,PCLRfactor2,true
34,DrugTreatmentGivenRFAT,CannabisPT,true
35,ASPD,Impulsivity,true
36,DrugTreatmentGivenRFAT,EcstasyPT,true
37,ResponsivenessToTreatment,HallucinationsPT,true
38,BPD,Impulsivity,true
39,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
40,SocialWithdraw,SocialProtectiveObs,true
41,Impulsivity,AggressionDL,true
42,DrugTreatment,DrugTreatmentGivenRFAT,true
43,SocialWithdraw,CriminalNetwork,true
44,MentalIllnessSymptomCount,MentalIllnessDL,true
45,EcstasyPT,SubstanceUse,true
46,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
47,SubstanceUse,SubstanceMisuseDL,true
48,ParanoidDelusions,ParanoidDelusionsPT,true
49,CriminalNetwork,CriminalAttitude,true
50,Violence,pclrscore,true
51,Depression,DepressionPT,true
52,SymptomsOfMentalIllness,ParanoidDelusions,true
53,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
54,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
55,Hallucinations,HallucinationsPT,true
56,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
57,ViolentConvRateGivenProt,ViolentConvictions,true
58,GangMember,Victimisation,true
59,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
60,LivingCircumstances,DomesticStability,true
61,SymptomsOfMentalIllness,StrangeExperiences,true
62,ComplianceWithSupervision,CriminalAttitude,true
63,SocialProtectiveObs,ViolentConvRateGivenProt,true
