ID,Parent,Child,TrueOrFalse
0,ResponseToTreatGivenDrugDep,EcstasyPT,true
1,ResponsivenessToTreatment,AngerPT,true
2,AbilityToCope,Stress,true
3,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
4,LivingCircumstances,DomesticStability,true
5,ComplianceWithSupervision,CriminalAttitude,true
6,CannabisDependence,AnyDrugDependence,true
7,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
8,StrangeExperiencesPT,MentalIllnessSymptomCount,true
9,ResponsivenessToTreatment,ThoughtInsertionPT,true
10,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
11,DepressionPT,SocialWithdraw,true
12,Violence,Age,true
13,Depression,DepressionPT,true
14,DrugTreatmentGivenRFAT,EcstasyPT,true
15,SocialProtectiveObs,ViolentConvRateGivenProt,true
16,SymptomsOfMentalIllness,Anxiety,true
17,Victimisation,ViolentThoughts,true
18,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
19,SymptomsOfMentalIllness,ParanoidDelusions,true
20,EmploymentOrTraining,FinancialDifficulties,true
21,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
22,CocaineDependence,AnyDrugDependence,true
23,ThoughtInsertion,ThoughtInsertionPT,true
24,ViolentConvictions,Violence,true
25,ResponsivenessToTreatment,StrangeExperiencesPT,true
26,CocainePT,SubstanceUse,true
27,ViolentConvRateGivenProt,ViolentConvictions,true
28,ThoughtInsertion,StrangeExperiences,false
29,BPD,AngerManagementGivenRFAT,false
30,LivingCircumstances,TimeAtRisk,false
31,EmploymentOrTraining,HallucinationsPT,false
32,AlcoholDependence,EcstasyPT,false
33,GangMember,ResponsivenessToTreatment,false
34,AnyDrugDependence,CriminalFamilyBackground,false
35,AggressionDL,ViolentThoughts,false
36,EcstasyDependence,AnxietyPT,false
37,ResponsivenessToTreatment,RefuseFailToAttendTherapy,false
38,CriminalAttitude,CocaineDuringPrisonSentence,false
39,AlcoholDependence,CriminalFamilyBackground,false
40,PriorViolentConvictions,SubstanceUse,false
41,PsychiatricTreatmentGivenRFAT,MentalIllnessSymptomCount,false
42,HallucinationsPT,EcstasyDuringPrisonSentence,false
43,CocaineDuringPrisonSentence,DrugTreatmentGivenRFAT,false
44,AngerManagementGivenRFAT,SocialProtectiveObs,false
45,EcstasyBeforePrisonSentence,StrangeExperiences,false
46,ViolentThoughts,ViolentConvictionsRate,false
47,CannabisBeforePrisonSentence,StrangeExperiences,false
48,AbilityToCope,MentalIllnessSymptomCount,false
49,HazardousDrinkingPT,AlcoholTreatmentGivenRFAT,false
50,Intelligence,GangMember,false
51,ThoughtInsertionPT,HazardousDrinkingAfterRelease,false
52,CriminalAttitude,EmploymentOrTraining,false
53,SocialWithdraw,ResponseToTreatGivenAlcDep,false
54,ThoughtInsertionPT,RefuseFailToAttendTherapy,false
55,EcstasyDependence,AlcoholTreatment,false
56,EcstasyAfterRelease,CocaineAfterRelease,false
57,AlcoholDependence,AngerPT,false
58,HallucinationsPT,EcstasyPT,false
59,AggressionDL,TimeAtRisk,false
60,AttitudeDL,CriminalFamilyBackground,false
61,ViolentConvictionsRate,Anxiety,false
62,EcstasyAfterRelease,AngerManagement,false
63,ThoughtInsertion,FinancialDifficulties,false
64,PriorViolentConvictions,CocaineDependence,false
65,Stress,FinancialDifficulties,false
66,FinancialDifficulties,AttitudeDL,false
67,ViolentConvRateGivenProt,Violence,false
68,AlcoholTreatment,PCLRfactor2,false
69,CocaineDuringPrisonSentence,CocaineBeforePrisonSentence,false
70,Stress,SocialProtectiveObs,false
71,SubstanceMisuseDL,PsychiatricTreatmentGivenRFAT,false
72,Violence,DepressionPT,false
73,SubstanceMisuseDL,CocaineDuringPrisonSentence,false
74,Hallucinations,RefuseFailToAttendTherapy,false
75,ResponsivenessToTreatment,DomesticStability,false
76,EcstasyBeforePrisonSentence,PsychiatricTreatment,false
77,PCLRfacet3,DomesticStability,false
78,AbilityToCope,CocaineBeforePrisonSentence,false
79,EcstasyDependence,DrugTreatmentGivenRFAT,false
80,AlcoholTreatmentGivenRFAT,SocialProtectiveObs,false
81,CocainePT,ResponsivenessToTreatment,false
82,TimeAtRisk,ProblematicLifeEvents,false
83,FinancialDifficulties,PCLRfactor1,false
