ID,Parent,Child,TrueOrFalse
0,MentalIllnessDL,ViolentConvictionsRate,true
1,ResponsivenessToTreatment,DepressionPT,true
2,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
3,CocaineDependence,AnyDrugDependence,true
4,SocialWithdraw,CriminalNetwork,true
5,CocainePT,SubstanceUse,true
6,CannabisAfterRelease,CannabisPT,true
7,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
8,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
9,HazardousDrinkingPT,SubstanceUse,true
10,Intelligence,ResponsivenessToTreatment,true
11,LivingCircumstances,SocialProtectiveObs,true
12,ResponsivenessToTreatment,PCLRfactor1,true
13,AttitudeDL,ViolentConvictionsRate,true
14,DepressionPT,MentalIllnessSymptomCount,true
15,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
16,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
17,AbilityToCope,Stress,true
18,DrugTreatmentGivenRFAT,CannabisPT,true
19,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
20,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
21,ThoughtInsertion,ThoughtInsertionPT,true
22,AnxietyPT,MentalIllnessSymptomCount,true
23,CocaineAfterRelease,CocainePT,true
24,Depression,DepressionPT,true
25,ResponsivenessToTreatment,AngerPT,true
26,NegativeAttitude,AttitudeDL,true
27,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
28,AbuseNeglectAsChild,CannabisPT,false
29,CannabisDependence,ProblematicLifeEvents,false
30,CannabisDuringPrisonSentence,SubstanceUse,false
31,HazardousDrinkingPT,ParanoidDelusionsPT,false
32,ProblematicLifeEvents,PCLRfactor2,false
33,Intelligence,PCLRfactor1,false
34,ResponsivenessToTreatment,CocaineAfterRelease,false
35,PsychiatricTreatment,ASPD,false
36,FinancialDifficulties,ResponsivenessToTreatment,false
37,CriminalAttitude,AlcoholTreatment,false
38,Depression,AlcoholDependence,false
39,Depression,CannabisDependence,false
40,ViolentConvRateGivenProt,GangMember,false
41,ThoughtInsertion,CannabisPT,false
42,HallucinationsPT,ResponseToTreatGivenDrugDep,false
43,HazardousDrinkingAfterRelease,BPD,false
44,Depression,PCLRfactor1,false
45,ThoughtInsertionPT,CriminalAttitude,false
46,CriminalFamilyBackground,Impulsivity,false
47,ThoughtInsertionPT,CannabisBeforePrisonSentence,false
48,ResponseToTreatGivenAlcDep,AbilityToCope,false
49,CannabisPT,ParanoidDelusions,false
50,EcstasyDuringPrisonSentence,DomesticStability,false
51,EcstasyAfterRelease,EcstasyBeforePrisonSentence,false
52,PCLRfactor2,TimeAtRisk,false
53,CriminalAttitude,AnxietyPT,false
54,CriminalFamilyBackground,EmploymentOrTraining,false
55,AbuseNeglectAsChild,AnxietyPT,false
56,SubstanceMisuseDL,HazardousDrinkingPT,false
57,EcstasyBeforePrisonSentence,Age,false
58,MentalIllnessSymptomCount,CocaineBeforePrisonSentence,false
59,NegativeAttitude,EcstasyAfterRelease,false
60,ViolentConvRateGivenProt,CocaineDependence,false
61,ViolentConvictionsRate,ThoughtInsertionPT,false
62,StrangeExperiences,SocialWithdraw,false
63,ResponseToTreatGivenAlcDep,EcstasyBeforePrisonSentence,false
64,Depression,HazardousDrinkingPT,false
65,PriorViolentConvictions,FinancialDifficulties,false
66,CocaineDuringPrisonSentence,CriminalFamilyBackground,false
67,EmploymentOrTraining,AngerManagementGivenRFAT,false
68,PCLRfactor1,StrangeExperiencesPT,false
69,Gender,HazardousDrinkingAfterRelease,false
70,DomesticStability,CriminalAttitude,false
71,Education,Anxiety,false
72,EcstasyDuringPrisonSentence,ProblematicLifeEvents,false
73,prioracq,NegativeAttitude,false
74,PsychiatricTreatment,ThoughtInsertionPT,false
75,PCLRfacet3,ParanoidDelusions,false
76,Impulsivity,ParanoidDelusionsPT,false
77,ViolentConvRateGivenProt,CocaineBeforePrisonSentence,false
78,PCLRfacet3,CannabisDependence,false
79,SubstanceMisuseDL,EcstasyDependence,false
80,EmploymentOrTraining,Victimisation,false
81,CannabisDuringPrisonSentence,CocaineDuringPrisonSentence,false
82,CannabisAfterRelease,AnxietyPT,false
83,HazardousDrinkingAfterRelease,CriminalNetwork,false
