ID,Parent,Child,TrueOrFalse
0,Hallucinations,HallucinationsPT,true
1,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
2,SymptomsOfMentalIllness,StrangeExperiences,true
3,Violence,prioracq,true
4,AbuseNeglectAsChild,BPD,true
5,Violence,Age,true
6,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
7,AbilityToCope,Stress,true
8,CocaineDuringPrisonSentence,CocaineAfterRelease,true
9,Violence,Gender,true
10,ResponsivenessToTreatment,DepressionPT,true
11,Intelligence,AbilityToCope,true
12,FinancialDifficulties,LivingCircumstances,true
13,HazardousDrinkingPT,SubstanceUse,true
14,GangMember,CriminalAttitude,true
15,ResponseToTreatGivenDrugDep,EcstasyPT,true
16,ViolentConvictionsRate,ViolentConvRateGivenProt,true
17,AlcoholDependence,ResponseToTreatGivenAlcDep,true
18,LivingCircumstances,SocialProtectiveObs,true
19,GangMember,NegativeAttitude,true
20,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
21,CannabisBeforePrisonSentence,CannabisAfterRelease,true
22,ViolentConvRateGivenProt,ViolentConvictions,true
23,NegativeAttitude,AttitudeDL,true
24,CannabisDependence,AnyDrugDependence,true
25,ViolentThoughts,AggressionDL,true
26,DrugTreatmentGivenRFAT,CannabisPT,true
27,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
28,AngerManagementGivenRFAT,StrangeExperiencesPT,false
29,ResponseToTreatGivenAlcDep,LivingCircumstances,false
30,Age,DomesticStability,false
31,PriorViolentConvictions,EcstasyPT,false
32,SocialWithdraw,ViolentThoughts,false
33,ResponsivenessToTreatment,prioracq,false
34,HazardousDrinkingAfterRelease,AngerManagement,false
35,EmploymentOrTraining,RefuseFailToAttendTherapy,false
36,PCLRfactor1,TimeAtRisk,false
37,DepressionPT,MentalIllnessDL,false
38,ViolentConvRateGivenProt,MentalIllnessSymptomCount,false
39,CriminalNetwork,ThoughtInsertionPT,false
40,TimeAtRisk,LivingCircumstances,false
41,Violence,AlcoholTreatment,false
42,PriorViolentConvictions,Victimisation,false
43,ComplianceWithSupervision,ProblematicLifeEvents,false
44,CriminalAttitude,MentalIllnessSymptomCount,false
45,HazardousDrinkingPT,ParanoidDelusionsPT,false
46,StrangeExperiencesPT,StrangeExperiences,false
47,CannabisBeforePrisonSentence,CocaineDependence,false
48,Education,Impulsivity,false
49,ParanoidDelusions,ResponseToTreatGivenAlcDep,false
50,AngerManagement,HazardousDrinkingAfterRelease,false
51,ResponsivenessToTreatment,CriminalNetwork,false
52,SocialWithdraw,Depression,false
53,AngerPT,CocainePT,false
54,TimeAtRisk,Violence,false
55,DomesticStability,Education,false
