ID,Parent,Child,TrueOrFalse
0,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
1,ProblematicLifeEvents,Stress,true
2,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
3,DrugTreatment,DrugTreatmentGivenRFAT,true
4,LivingCircumstances,SocialProtectiveObs,true
5,ViolentConvictionsRate,ViolentConvRateGivenProt,true
6,ResponsivenessToTreatment,ParanoidDelusionsPT,true
7,Education,Intelligence,true
8,AngerManagement,AngerManagementGivenRFAT,true
9,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
10,SymptomsOfMentalIllness,StrangeExperiences,true
11,ComplianceWithSupervision,NegativeAttitude,true
12,ComplianceWithSupervision,CriminalAttitude,true
13,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
14,ResponsivenessToTreatment,HallucinationsPT,true
15,SocialProtectiveObs,ViolentConvRateGivenProt,true
16,SocialWithdraw,DomesticStability,true
17,Education,EmploymentOrTraining,true
18,ResponseToTreatGivenDrugDep,EcstasyPT,true
19,CannabisBeforePrisonSentence,CannabisAfterRelease,true
20,AnxietyPT,MentalIllnessSymptomCount,true
21,GangMember,NegativeAttitude,true
22,FinancialDifficulties,LivingCircumstances,true
23,ASPD,PCLRfactor2,true
24,LivingCircumstances,DomesticStability,true
25,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
26,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
27,HazardousDrinkingAfterRelease,AlcoholDependence,true
28,DrugTreatmentGivenRFAT,PsychiatricTreatmentGivenRFAT,false
29,GangMember,ViolentThoughts,false
30,CocainePT,HallucinationsPT,false
31,DrugTreatmentGivenRFAT,ComplianceWithSupervision,false
32,AlcoholDependence,Impulsivity,false
33,CocaineBeforePrisonSentence,pclrscore,false
34,EcstasyAfterRelease,RefuseFailToAttendTherapy,false
35,ParanoidDelusions,ViolentThoughts,false
36,Gender,AggressionDL,false
37,AbilityToCope,CannabisBeforePrisonSentence,false
38,AbuseNeglectAsChild,CriminalNetwork,false
39,AnyDrugDependence,PriorViolentConvictions,false
40,AngerManagementGivenRFAT,AnyDrugDependence,false
41,SocialProtectiveObs,prioracq,false
42,Violence,ThoughtInsertionPT,false
43,ThoughtInsertionPT,CriminalNetwork,false
44,TimeAtRisk,AngerManagement,false
45,PriorViolentConvictions,prioracq,false
46,AbilityToCope,DomesticStability,false
47,AbuseNeglectAsChild,CocaineDependence,false
48,ThoughtInsertion,HallucinationsPT,false
49,AnyDrugDependence,DrugTreatmentGivenRFAT,false
50,NegativeAttitude,prioracq,false
51,FinancialDifficulties,Victimisation,false
52,AttitudeDL,CocainePT,false
53,ResponsivenessToTreatment,HazardousDrinkingAfterRelease,false
54,SymptomsOfMentalIllness,AlcoholDependence,false
55,EcstasyAfterRelease,DepressionPT,false
