ID,Parent,Child,TrueOrFalse
0,EmploymentOrTraining,DomesticStability,true
1,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
2,DrugTreatment,DrugTreatmentGivenRFAT,true
3,Violence,prioracq,true
4,ResponsivenessToTreatment,AngerPT,true
5,DepressionPT,FinancialDifficulties,true
6,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
7,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
8,AbilityToCope,Stress,true
9,StrangeExperiences,StrangeExperiencesPT,true
10,HazardousDrinkingAfterRelease,AlcoholDependence,true
11,ASPD,Impulsivity,true
12,ResponsivenessToTreatment,ParanoidDelusionsPT,true
13,SubstanceUse,SubstanceMisuseDL,true
14,EcstasyDuringPrisonSentence,EcstasyDependence,true
15,CriminalNetwork,CriminalAttitude,true
16,StrangeExperiencesPT,MentalIllnessSymptomCount,true
17,CannabisAfterRelease,CannabisPT,true
18,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
19,AngerPT,BPD,true
20,ResponsivenessToTreatment,StrangeExperiencesPT,true
21,SocialWithdraw,CriminalNetwork,true
22,LivingCircumstances,DomesticStability,true
23,CocaineAfterRelease,CocainePT,true
24,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
25,Victimisation,ViolentThoughts,true
26,CriminalNetwork,NegativeAttitude,true
27,CocainePT,SubstanceUse,true
28,ResponseToTreatGivenDrugDep,CocainePT,true
29,Violence,Gender,true
30,Violence,PriorViolentConvictions,true
31,LivingCircumstances,SocialWithdraw,true
32,ParanoidDelusions,ParanoidDelusionsPT,true
33,EcstasyDependence,AnyDrugDependence,true
34,SymptomsOfMentalIllness,ThoughtInsertion,true
35,CannabisDuringPrisonSentence,CannabisDependence,true
36,AngerManagementGivenRFAT,AngerPT,true
37,Anxiety,AnxietyPT,true
38,ComplianceWithSupervision,NegativeAttitude,true
39,NegativeAttitude,AttitudeDL,true
40,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
41,ViolentConvictionsRate,ViolentConvRateGivenProt,true
42,SymptomsOfMentalIllness,StrangeExperiences,true
43,Anger,AngerPT,true
44,DepressionPT,MentalIllnessSymptomCount,true
45,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
46,CocaineDuringPrisonSentence,CocaineAfterRelease,true
47,ASPD,PCLRfactor2,true
48,ResponsivenessToTreatment,PCLRfactor1,true
49,PsychiatricTreatmentGivenRFAT,DepressionPT,true
50,CocaineBeforePrisonSentence,CocaineAfterRelease,true
51,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
52,CriminalFamilyBackground,CriminalNetwork,true
53,CannabisDependence,AnyDrugDependence,true
54,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
55,CocaineDependence,AnyDrugDependence,true
56,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
57,ViolentConvictions,Violence,true
58,AnxietyPT,MentalIllnessSymptomCount,true
59,TimeAtRisk,ViolentConvictions,true
60,SocialProtectiveObs,ViolentConvRateGivenProt,true
61,AbuseNeglectAsChild,BPD,true
62,BPD,Impulsivity,true
63,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
64,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
65,EcstasyPT,SubstanceUse,true
66,HallucinationsPT,MentalIllnessSymptomCount,true
67,DrugTreatmentGivenRFAT,EcstasyPT,true
68,LivingCircumstances,CriminalNetwork,true
69,PsychiatricTreatmentGivenRFAT,AngerPT,false
70,AlcoholTreatmentGivenRFAT,EcstasyDuringPrisonSentence,false
71,ViolentConvictions,SocialWithdraw,false
72,ViolentThoughts,SocialWithdraw,false
73,Depression,ViolentConvRateGivenProt,false
74,CannabisAfterRelease,AlcoholTreatmentGivenRFAT,false
75,MentalIllnessDL,ResponsivenessToTreatment,false
76,BPD,DrugTreatment,false
77,BPD,SocialProtectiveObs,false
78,HazardousDrinkingPT,MentalIllnessDL,false
79,NegativeAttitude,SocialProtectiveObs,false
80,CocainePT,AnxietyPT,false
81,ProblematicLifeEvents,ASPD,false
82,AbilityToCope,MentalIllnessSymptomCount,false
83,Age,ViolentConvictions,false
84,Hallucinations,HazardousDrinkingAfterRelease,false
85,Depression,Anxiety,false
86,MentalIllnessSymptomCount,CriminalAttitude,false
87,ViolentConvRateGivenProt,Hallucinations,false
88,ViolentThoughts,RefuseFailToAttendTherapy,false
89,AlcoholTreatment,Gender,false
90,PCLRfacet3,Age,false
91,SymptomsOfMentalIllness,AngerPT,false
92,ParanoidDelusions,HallucinationsPT,false
93,ViolentConvRateGivenProt,EcstasyDependence,false
94,CriminalAttitude,StrangeExperiences,false
95,ThoughtInsertion,CannabisPT,false
96,SubstanceMisuseDL,LivingCircumstances,false
97,ParanoidDelusionsPT,CriminalFamilyBackground,false
98,CocaineAfterRelease,CannabisDependence,false
99,EmploymentOrTraining,Anger,false
100,ComplianceWithSupervision,Gender,false
101,AttitudeDL,DepressionPT,false
102,AbuseNeglectAsChild,Depression,false
103,Depression,ResponsivenessToTreatment,false
104,Stress,AbilityToCope,false
105,ViolentConvictions,PCLRfactor1,false
106,StrangeExperiences,PriorViolentConvictions,false
107,HallucinationsPT,PriorViolentConvictions,false
108,CannabisPT,Age,false
109,EmploymentOrTraining,CocaineAfterRelease,false
110,HazardousDrinkingPT,prioracq,false
111,MentalIllnessDL,CannabisPT,false
112,AttitudeDL,CannabisDependence,false
113,NegativeAttitude,AlcoholDependence,false
114,Intelligence,CriminalAttitude,false
115,CriminalNetwork,MentalIllnessSymptomCount,false
116,TimeAtRisk,ThoughtInsertionPT,false
117,ThoughtInsertion,DomesticStability,false
118,Anger,PCLRfacet3,false
119,ViolentConvictionsRate,prioracq,false
120,ThoughtInsertionPT,ViolentConvictionsRate,false
121,Gender,AngerManagement,false
122,TimeAtRisk,Stress,false
123,Age,PriorViolentConvictions,false
124,AggressionDL,SymptomsOfMentalIllness,false
125,Education,MentalIllnessSymptomCount,false
126,prioracq,CannabisDependence,false
127,ThoughtInsertionPT,CocaineDuringPrisonSentence,false
128,MentalIllnessSymptomCount,PCLRfactor2,false
129,PCLRfacet3,PCLRfactor2,false
130,Anger,AbilityToCope,false
131,AngerManagement,ThoughtInsertion,false
132,DepressionPT,ViolentThoughts,false
133,GangMember,EcstasyPT,false
134,ASPD,EmploymentOrTraining,false
135,RefuseFailToAttendTherapy,ViolentThoughts,false
136,BPD,LivingCircumstances,false
137,ResponsivenessToTreatment,ProblematicLifeEvents,false
