ID,Parent,Child,TrueOrFalse
0,HazardousDrinkingAfterRelease,AlcoholDependence,true
1,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
2,CocainePT,SubstanceUse,true
3,ViolentConvictions,Violence,true
4,Depression,DepressionPT,true
5,AngerPT,BPD,true
6,SocialWithdraw,SocialProtectiveObs,true
7,CocaineDependence,AnyDrugDependence,true
8,CriminalAttitude,AttitudeDL,true
9,ResponsivenessToTreatment,ThoughtInsertionPT,true
10,LivingCircumstances,CriminalNetwork,true
11,Education,Intelligence,true
12,CannabisPT,SubstanceUse,true
13,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
14,HazardousDrinkingPT,SubstanceUse,true
15,ASPD,Impulsivity,true
16,Violence,Age,true
17,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
18,AnxietyPT,FinancialDifficulties,true
19,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
20,Intelligence,ResponsivenessToTreatment,true
21,Anxiety,AnxietyPT,true
22,Education,EmploymentOrTraining,true
23,HallucinationsPT,MentalIllnessSymptomCount,true
24,ResponseToTreatGivenDrugDep,EcstasyPT,true
25,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
26,SymptomsOfMentalIllness,Anxiety,true
27,CannabisDependence,AnyDrugDependence,true
28,EmploymentOrTraining,ASPD,false
29,NegativeAttitude,DrugTreatment,false
30,PsychiatricTreatmentGivenRFAT,prioracq,false
31,SubstanceUse,DomesticStability,false
32,Violence,CocaineDuringPrisonSentence,false
33,PriorViolentConvictions,HazardousDrinkingPT,false
34,PCLRfactor2,ProblematicLifeEvents,false
35,ViolentConvRateGivenProt,Intelligence,false
36,Depression,DrugTreatmentGivenRFAT,false
37,AnxietyPT,LivingCircumstances,false
38,PsychiatricTreatment,ResponseToTreatGivenAlcDep,false
39,NegativeAttitude,Age,false
40,CocainePT,AlcoholTreatmentGivenRFAT,false
41,HallucinationsPT,CocaineAfterRelease,false
42,CannabisBeforePrisonSentence,FinancialDifficulties,false
43,ParanoidDelusionsPT,Anxiety,false
44,Gender,SymptomsOfMentalIllness,false
45,Age,Violence,false
46,ParanoidDelusionsPT,CocaineAfterRelease,false
47,Hallucinations,Education,false
48,PsychiatricTreatment,RefuseFailToAttendTherapy,false
49,AbilityToCope,FinancialDifficulties,false
50,StrangeExperiences,CannabisAfterRelease,false
51,AlcoholTreatment,AlcoholDependence,false
52,StrangeExperiencesPT,Gender,false
53,DomesticStability,Hallucinations,false
54,prioracq,EcstasyDuringPrisonSentence,false
55,SocialWithdraw,ResponsivenessToTreatment,false
