ID,Parent,Child,TrueOrFalse
0,GangMember,NegativeAttitude,true
1,Intelligence,AbilityToCope,true
2,DrugTreatmentGivenRFAT,EcstasyPT,true
3,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
4,Impulsivity,PCLRfacet3,true
5,AnxietyPT,MentalIllnessSymptomCount,true
6,Education,EmploymentOrTraining,true
7,CriminalAttitude,AttitudeDL,true
8,AbuseNeglectAsChild,BPD,true
9,ViolentConvictionsRate,ViolentConvRateGivenProt,true
10,NegativeAttitude,AttitudeDL,true
11,Impulsivity,AggressionDL,true
12,ThoughtInsertionPT,MentalIllnessSymptomCount,true
13,ResponseToTreatGivenDrugDep,CannabisPT,true
14,GangMember,CannabisDependence,false
15,ResponseToTreatGivenAlcDep,ThoughtInsertion,false
16,DepressionPT,AngerPT,false
17,ComplianceWithSupervision,ViolentConvRateGivenProt,false
18,CriminalNetwork,prioracq,false
19,CocaineDependence,Education,false
20,CocaineAfterRelease,pclrscore,false
21,AlcoholTreatmentGivenRFAT,PsychiatricTreatment,false
22,MentalIllnessSymptomCount,ResponseToTreatGivenDrugDep,false
23,Impulsivity,ProblematicLifeEvents,false
24,AlcoholDependence,BPD,false
25,CriminalFamilyBackground,RefuseFailToAttendTherapy,false
26,CocaineAfterRelease,PCLRfactor2,false
27,ThoughtInsertionPT,ResponseToTreatGivenAlcDep,false
