ID,Parent,Child,TrueOrFalse
0,MentalIllnessSymptomCount,MentalIllnessDL,true
1,CannabisPT,SubstanceUse,true
2,EmploymentOrTraining,DomesticStability,true
3,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
4,ViolentConvictionsRate,ViolentConvRateGivenProt,true
5,SocialWithdraw,SocialProtectiveObs,true
6,Victimisation,ProblematicLifeEvents,true
7,CriminalAttitude,AttitudeDL,true
8,ResponsivenessToTreatment,AnxietyPT,true
9,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
10,Violence,Gender,true
11,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
12,ComplianceWithSupervision,NegativeAttitude,true
13,SymptomsOfMentalIllness,Depression,true
14,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
15,AngerManagementGivenRFAT,AngerPT,true
16,ResponseToTreatGivenDrugDep,CannabisPT,true
17,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
18,TimeAtRisk,ViolentConvictions,true
19,ResponsivenessToTreatment,PCLRfactor1,true
20,Violence,PriorViolentConvictions,true
21,ThoughtInsertionPT,MentalIllnessSymptomCount,true
22,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
23,GangMember,NegativeAttitude,true
24,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
25,SubstanceMisuseDL,ViolentConvictionsRate,true
26,GangMember,CriminalAttitude,true
27,ResponsivenessToTreatment,StrangeExperiencesPT,true
28,Violence,AlcoholTreatmentGivenRFAT,false
29,AngerManagementGivenRFAT,Education,false
30,LivingCircumstances,HallucinationsPT,false
31,SubstanceUse,ProblematicLifeEvents,false
32,ViolentConvictions,ResponseToTreatGivenAlcDep,false
33,CocainePT,AbuseNeglectAsChild,false
34,AggressionDL,DrugTreatment,false
35,AngerManagement,ParanoidDelusions,false
36,AnyDrugDependence,MentalIllnessDL,false
37,Anger,ParanoidDelusionsPT,false
38,EcstasyDependence,LivingCircumstances,false
39,Gender,Impulsivity,false
40,AggressionDL,AttitudeDL,false
41,PCLRfactor1,HazardousDrinkingPT,false
42,SymptomsOfMentalIllness,CriminalAttitude,false
43,ViolentConvictionsRate,MentalIllnessDL,false
44,ParanoidDelusionsPT,Gender,false
45,AlcoholTreatmentGivenRFAT,AlcoholDependence,false
46,AggressionDL,ResponseToTreatGivenDrugDep,false
47,AttitudeDL,AngerManagementGivenRFAT,false
48,AngerManagementGivenRFAT,Victimisation,false
49,StrangeExperiencesPT,ParanoidDelusions,false
50,AbilityToCope,ThoughtInsertion,false
51,CannabisDuringPrisonSentence,PCLRfactor1,false
52,CannabisDuringPrisonSentence,DrugTreatment,false
53,ThoughtInsertionPT,Age,false
54,StrangeExperiencesPT,Hallucinations,false
55,SocialWithdraw,MentalIllnessSymptomCount,false
