ID,Parent,Child,TrueOrFalse
0,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
1,StrangeExperiences,StrangeExperiencesPT,true
2,ResponsivenessToTreatment,AnxietyPT,true
3,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
4,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
5,Impulsivity,AggressionDL,true
6,Violence,Age,true
7,Depression,DepressionPT,true
8,EcstasyDuringPrisonSentence,EcstasyDependence,true
9,HazardousDrinkingPT,SubstanceUse,true
10,ResponsivenessToTreatment,AngerPT,true
11,ViolentConvictions,Violence,true
12,GangMember,CriminalAttitude,true
13,GangMember,Victimisation,true
14,CannabisDependence,RefuseFailToAttendTherapy,false
15,ViolentThoughts,PCLRfactor1,false
16,SymptomsOfMentalIllness,CocaineAfterRelease,false
17,SocialWithdraw,CocaineBeforePrisonSentence,false
18,StrangeExperiences,SocialProtectiveObs,false
19,EcstasyBeforePrisonSentence,AggressionDL,false
20,DepressionPT,CriminalFamilyBackground,false
21,ASPD,ParanoidDelusionsPT,false
22,DepressionPT,CannabisDependence,false
23,ParanoidDelusionsPT,SubstanceMisuseDL,false
24,ThoughtInsertion,AnxietyPT,false
25,CannabisAfterRelease,CriminalAttitude,false
26,AbilityToCope,MentalIllnessDL,false
27,ComplianceWithSupervision,ResponseToTreatGivenAlcDep,false
