ID,Parent,Child,TrueOrFalse
0,CriminalNetwork,NegativeAttitude,true
1,ProblematicLifeEvents,Stress,true
2,AggressionDL,ViolentConvictionsRate,true
3,ResponsivenessToTreatment,PCLRfactor1,true
4,ComplianceWithSupervision,NegativeAttitude,true
5,DrugTreatmentGivenRFAT,CocainePT,true
6,ViolentThoughts,AggressionDL,true
7,CocaineDependence,AnyDrugDependence,true
8,Violence,Gender,true
9,EmploymentOrTraining,DomesticStability,true
10,FinancialDifficulties,Stress,true
11,CriminalFamilyBackground,CriminalNetwork,true
12,Intelligence,AbilityToCope,true
13,Violence,prioracq,true
14,CriminalAttitude,AttitudeDL,true
15,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
16,EcstasyAfterRelease,EcstasyPT,true
17,CannabisDuringPrisonSentence,CannabisDependence,true
18,AngerManagement,AngerManagementGivenRFAT,true
19,Impulsivity,PCLRfacet3,true
20,SocialWithdraw,CriminalNetwork,true
21,ResponsivenessToTreatment,AngerPT,true
22,EcstasyPT,SubstanceUse,true
23,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
24,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
25,ViolentConvRateGivenProt,ViolentConvictions,true
26,Anxiety,AnxietyPT,true
27,ResponsivenessToTreatment,ThoughtInsertionPT,true
28,AlcoholTreatmentGivenRFAT,DomesticStability,false
29,AngerPT,ThoughtInsertion,false
30,Age,EcstasyDuringPrisonSentence,false
31,ProblematicLifeEvents,PriorViolentConvictions,false
32,ResponseToTreatGivenAlcDep,ViolentConvRateGivenProt,false
33,Age,Anxiety,false
34,EcstasyDependence,MentalIllnessSymptomCount,false
35,ParanoidDelusionsPT,Intelligence,false
36,StrangeExperiencesPT,CocaineBeforePrisonSentence,false
37,Age,CocaineAfterRelease,false
38,SymptomsOfMentalIllness,ResponsivenessToTreatment,false
39,AbilityToCope,AngerManagementGivenRFAT,false
40,MentalIllnessDL,EcstasyBeforePrisonSentence,false
41,CannabisPT,Anxiety,false
42,BPD,CriminalFamilyBackground,false
43,PCLRfactor2,EcstasyBeforePrisonSentence,false
44,Stress,CocaineAfterRelease,false
45,AngerPT,ViolentConvictionsRate,false
46,EcstasyDuringPrisonSentence,HazardousDrinkingAfterRelease,false
47,CocaineDuringPrisonSentence,Anxiety,false
48,BPD,AlcoholDependence,false
49,AlcoholTreatmentGivenRFAT,AlcoholDependence,false
50,FinancialDifficulties,EmploymentOrTraining,false
51,Education,ParanoidDelusionsPT,false
52,PCLRfactor1,EmploymentOrTraining,false
53,CannabisPT,PsychiatricTreatmentGivenRFAT,false
54,AttitudeDL,SocialWithdraw,false
55,MentalIllnessSymptomCount,CocaineBeforePrisonSentence,false
56,RefuseFailToAttendTherapy,StrangeExperiencesPT,false
57,FinancialDifficulties,HazardousDrinkingPT,false
58,Impulsivity,GangMember,false
59,CocaineAfterRelease,AnyDrugDependence,false
60,EcstasyDuringPrisonSentence,Depression,false
61,EmploymentOrTraining,AbuseNeglectAsChild,false
62,ResponseToTreatGivenDrugDep,ParanoidDelusionsPT,false
63,Anxiety,Age,false
64,Education,AnxietyPT,false
65,EmploymentOrTraining,AlcoholDependence,false
66,AnxietyPT,PsychiatricTreatmentGivenRFAT,false
67,HallucinationsPT,Age,false
68,EmploymentOrTraining,CannabisBeforePrisonSentence,false
69,AggressionDL,ResponseToTreatGivenDrugDep,false
70,Depression,CannabisAfterRelease,false
71,NegativeAttitude,EcstasyAfterRelease,false
72,PriorViolentConvictions,CannabisBeforePrisonSentence,false
73,AttitudeDL,Violence,false
74,EcstasyBeforePrisonSentence,ThoughtInsertionPT,false
75,AbilityToCope,ResponsivenessToTreatment,false
76,DrugTreatmentGivenRFAT,ViolentConvictions,false
77,pclrscore,AnxietyPT,false
78,AttitudeDL,CriminalNetwork,false
79,Depression,NegativeAttitude,false
80,EcstasyDependence,DrugTreatmentGivenRFAT,false
81,ProblematicLifeEvents,CriminalNetwork,false
82,CriminalNetwork,ParanoidDelusionsPT,false
83,NegativeAttitude,DepressionPT,false
