ID,Parent,Child,TrueOrFalse
0,Victimisation,ProblematicLifeEvents,true
1,NegativeAttitude,AttitudeDL,true
2,Anger,AngerPT,true
3,SymptomsOfMentalIllness,Hallucinations,true
4,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
5,SymptomsOfMentalIllness,ThoughtInsertion,true
6,Impulsivity,PCLRfacet3,true
7,DepressionPT,MentalIllnessSymptomCount,true
8,ResponsivenessToTreatment,DepressionPT,true
9,AggressionDL,ViolentConvictionsRate,true
10,Depression,DepressionPT,true
11,GangMember,NegativeAttitude,true
12,CocaineBeforePrisonSentence,CocaineAfterRelease,true
13,DepressionPT,SocialWithdraw,true
14,ResponseToTreatGivenDrugDep,CannabisPT,true
15,CannabisDuringPrisonSentence,CannabisDependence,true
16,LivingCircumstances,SocialWithdraw,true
17,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
18,SocialWithdraw,SocialProtectiveObs,true
19,DrugTreatment,DrugTreatmentGivenRFAT,true
20,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
21,CocaineDuringPrisonSentence,CocaineDependence,true
22,AngerManagement,AngerManagementGivenRFAT,true
23,CocaineDependence,AnyDrugDependence,true
24,LivingCircumstances,CriminalNetwork,true
25,StrangeExperiencesPT,MentalIllnessSymptomCount,true
26,PsychiatricTreatmentGivenRFAT,DepressionPT,true
27,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
28,AngerManagement,TimeAtRisk,false
29,AbuseNeglectAsChild,pclrscore,false
30,Stress,CocaineAfterRelease,false
31,HazardousDrinkingPT,Stress,false
32,CannabisAfterRelease,PCLRfacet3,false
33,AngerManagementGivenRFAT,PCLRfactor1,false
34,AngerManagement,ThoughtInsertionPT,false
35,MentalIllnessDL,Gender,false
36,ViolentThoughts,AlcoholTreatment,false
37,ComplianceWithSupervision,LivingCircumstances,false
38,Age,AngerManagement,false
39,TimeAtRisk,ASPD,false
40,CannabisDependence,ResponseToTreatGivenDrugDep,false
41,PriorViolentConvictions,CannabisAfterRelease,false
42,NegativeAttitude,EmploymentOrTraining,false
43,Age,NegativeAttitude,false
44,Intelligence,ViolentConvictionsRate,false
45,DrugTreatmentGivenRFAT,PsychiatricTreatment,false
46,RefuseFailToAttendTherapy,EcstasyAfterRelease,false
47,TimeAtRisk,MentalIllnessSymptomCount,false
48,CannabisPT,MentalIllnessSymptomCount,false
49,prioracq,BPD,false
50,AttitudeDL,pclrscore,false
51,CannabisAfterRelease,StrangeExperiencesPT,false
52,PsychiatricTreatment,ProblematicLifeEvents,false
53,Depression,Violence,false
54,Education,FinancialDifficulties,false
55,AbuseNeglectAsChild,Education,false
