ID,Parent,Child,TrueOrFalse
0,CocaineDependence,AnyDrugDependence,true
1,GangMember,Victimisation,true
2,AlcoholDependence,ResponseToTreatGivenAlcDep,true
3,CriminalNetwork,NegativeAttitude,true
4,CocaineAfterRelease,CocainePT,true
5,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
6,StrangeExperiences,StrangeExperiencesPT,true
7,Hallucinations,HallucinationsPT,true
8,ResponseToTreatGivenDrugDep,CocainePT,true
9,Impulsivity,AggressionDL,true
10,ResponsivenessToTreatment,DepressionPT,true
11,CannabisDuringPrisonSentence,CannabisDependence,true
12,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
13,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
14,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
15,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
16,AngerManagementGivenRFAT,AngerPT,true
17,CriminalFamilyBackground,CriminalNetwork,true
18,ThoughtInsertionPT,MentalIllnessSymptomCount,true
19,CannabisPT,SubstanceUse,true
20,SubstanceUse,SubstanceMisuseDL,true
21,ResponseToTreatGivenDrugDep,EcstasyPT,true
22,HazardousDrinkingPT,SubstanceUse,true
23,ThoughtInsertion,ThoughtInsertionPT,true
24,AbuseNeglectAsChild,BPD,true
25,FinancialDifficulties,LivingCircumstances,true
26,DrugTreatmentGivenRFAT,EcstasyPT,true
27,DrugTreatment,DrugTreatmentGivenRFAT,true
28,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
29,ResponsivenessToTreatment,PCLRfactor1,true
30,CocaineDuringPrisonSentence,CocaineAfterRelease,true
31,AbuseNeglectAsChild,ASPD,true
32,ComplianceWithSupervision,CriminalAttitude,true
33,EcstasyDependence,AnyDrugDependence,true
34,DepressionPT,MentalIllnessSymptomCount,true
35,ViolentConvictionsRate,ViolentConvRateGivenProt,true
36,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
37,SubstanceMisuseDL,ViolentConvictionsRate,true
38,TimeAtRisk,ViolentConvictions,true
39,Intelligence,ResponsivenessToTreatment,true
40,CannabisDependence,AnyDrugDependence,true
41,ResponsivenessToTreatment,AngerPT,true
42,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
43,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
44,CocaineDuringPrisonSentence,CocaineDependence,true
45,Violence,prioracq,true
46,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
47,SymptomsOfMentalIllness,StrangeExperiences,true
48,LivingCircumstances,DomesticStability,true
49,EcstasyPT,SubstanceUse,true
50,SocialWithdraw,CriminalNetwork,true
51,SymptomsOfMentalIllness,Hallucinations,true
52,HazardousDrinkingAfterRelease,AlcoholDependence,true
53,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
54,ASPD,Impulsivity,true
55,ResponsivenessToTreatment,StrangeExperiencesPT,true
56,SymptomsOfMentalIllness,ThoughtInsertion,true
57,NegativeAttitude,AttitudeDL,true
58,EmploymentOrTraining,FinancialDifficulties,true
59,CriminalNetwork,CriminalAttitude,true
60,ComplianceWithSupervision,NegativeAttitude,true
61,LivingCircumstances,SocialWithdraw,true
62,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
63,DrugTreatmentGivenRFAT,CocainePT,true
64,AnxietyPT,FinancialDifficulties,true
65,CannabisBeforePrisonSentence,CannabisAfterRelease,true
66,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
67,MentalIllnessSymptomCount,MentalIllnessDL,true
68,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
69,NegativeAttitude,Impulsivity,false
70,Anger,ViolentConvictionsRate,false
71,EcstasyDuringPrisonSentence,Depression,false
72,AttitudeDL,GangMember,false
73,AttitudeDL,Gender,false
74,Education,ASPD,false
75,EcstasyBeforePrisonSentence,SocialWithdraw,false
76,NegativeAttitude,AlcoholTreatmentGivenRFAT,false
77,TimeAtRisk,MentalIllnessSymptomCount,false
78,prioracq,Victimisation,false
79,ThoughtInsertionPT,GangMember,false
80,CriminalAttitude,ThoughtInsertion,false
81,SubstanceUse,Victimisation,false
82,AnxietyPT,AngerManagement,false
83,ResponseToTreatGivenAlcDep,ViolentConvictionsRate,false
84,ThoughtInsertion,Depression,false
85,Hallucinations,RefuseFailToAttendTherapy,false
86,Anger,CocaineDependence,false
87,AbuseNeglectAsChild,AbilityToCope,false
88,pclrscore,ViolentConvictionsRate,false
89,DrugTreatment,TimeAtRisk,false
90,DrugTreatmentGivenRFAT,SymptomsOfMentalIllness,false
91,SocialWithdraw,Hallucinations,false
92,Anxiety,HazardousDrinkingPT,false
93,DepressionPT,AlcoholTreatmentGivenRFAT,false
94,Anger,PsychiatricTreatmentGivenRFAT,false
95,CocaineDuringPrisonSentence,AggressionDL,false
96,AngerManagementGivenRFAT,ResponsivenessToTreatment,false
97,CriminalAttitude,FinancialDifficulties,false
98,Hallucinations,ComplianceWithSupervision,false
99,MentalIllnessSymptomCount,BPD,false
100,ViolentThoughts,EcstasyPT,false
101,ResponseToTreatGivenDrugDep,AbuseNeglectAsChild,false
102,HazardousDrinkingPT,Age,false
103,DomesticStability,ThoughtInsertion,false
104,CriminalFamilyBackground,HazardousDrinkingAfterRelease,false
105,HazardousDrinkingAfterRelease,AlcoholTreatment,false
106,EcstasyAfterRelease,SocialProtectiveObs,false
107,ResponsivenessToTreatment,CannabisDependence,false
108,CannabisPT,EcstasyBeforePrisonSentence,false
109,SocialWithdraw,AlcoholTreatmentGivenRFAT,false
110,CocaineDuringPrisonSentence,SymptomsOfMentalIllness,false
111,CannabisDependence,HazardousDrinkingAfterRelease,false
112,CocaineBeforePrisonSentence,ResponseToTreatGivenDrugDep,false
113,ParanoidDelusions,ComplianceWithSupervision,false
114,Intelligence,PCLRfactor1,false
115,ProblematicLifeEvents,Education,false
116,LivingCircumstances,HazardousDrinkingPT,false
117,SocialWithdraw,Intelligence,false
118,AngerManagementGivenRFAT,EmploymentOrTraining,false
119,Stress,HallucinationsPT,false
120,EmploymentOrTraining,Anxiety,false
121,prioracq,HazardousDrinkingAfterRelease,false
122,SubstanceUse,SocialProtectiveObs,false
123,AlcoholTreatment,CriminalNetwork,false
124,AngerPT,PsychiatricTreatment,false
125,CriminalAttitude,DepressionPT,false
126,EcstasyPT,CannabisDuringPrisonSentence,false
127,RefuseFailToAttendTherapy,prioracq,false
128,Anxiety,CriminalNetwork,false
129,DrugTreatmentGivenRFAT,Gender,false
130,CocaineDependence,ResponseToTreatGivenAlcDep,false
131,PCLRfacet3,SocialWithdraw,false
132,CocaineBeforePrisonSentence,AlcoholDependence,false
133,prioracq,AnyDrugDependence,false
134,ViolentConvictionsRate,PsychiatricTreatmentGivenRFAT,false
135,PsychiatricTreatment,CannabisDuringPrisonSentence,false
136,ThoughtInsertion,RefuseFailToAttendTherapy,false
137,Gender,ThoughtInsertionPT,false
