ID,Parent,Child,TrueOrFalse
0,CriminalNetwork,NegativeAttitude,true
1,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
2,ViolentConvRateGivenProt,ViolentConvictions,true
3,LivingCircumstances,CriminalNetwork,true
4,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
5,SymptomsOfMentalIllness,ThoughtInsertion,true
6,Anger,AngerPT,true
7,Victimisation,ProblematicLifeEvents,true
8,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
9,StrangeExperiences,StrangeExperiencesPT,true
10,EcstasyDuringPrisonSentence,EcstasyDependence,true
11,NegativeAttitude,AttitudeDL,true
12,Impulsivity,AggressionDL,true
13,GangMember,NegativeAttitude,true
14,Victimisation,DomesticStability,false
15,Violence,PCLRfacet3,false
16,NegativeAttitude,CannabisDependence,false
17,AlcoholDependence,PsychiatricTreatment,false
18,Gender,PCLRfacet3,false
19,ViolentConvictionsRate,ParanoidDelusionsPT,false
20,AngerManagementGivenRFAT,Depression,false
21,CriminalNetwork,ViolentConvRateGivenProt,false
22,SocialProtectiveObs,CocainePT,false
23,Depression,HallucinationsPT,false
24,ASPD,DrugTreatment,false
25,Age,Depression,false
26,PsychiatricTreatmentGivenRFAT,Hallucinations,false
27,CannabisPT,Depression,false
