ID,Parent,Child,TrueOrFalse
0,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
1,FinancialDifficulties,Stress,true
2,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
3,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
4,Education,Intelligence,true
5,GangMember,Victimisation,true
6,CocaineDependence,AnyDrugDependence,true
7,StrangeExperiencesPT,MentalIllnessSymptomCount,true
8,AlcoholDependence,ResponseToTreatGivenAlcDep,true
9,CriminalNetwork,NegativeAttitude,true
10,CocaineAfterRelease,CocainePT,true
11,DepressionPT,FinancialDifficulties,true
12,MentalIllnessSymptomCount,MentalIllnessDL,true
13,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
14,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
15,MentalIllnessDL,ViolentConvictionsRate,true
16,Anger,AngerPT,true
17,SymptomsOfMentalIllness,Anxiety,true
18,Impulsivity,AggressionDL,true
19,CocainePT,SubstanceUse,true
20,CannabisDuringPrisonSentence,CannabisAfterRelease,true
21,DrugTreatmentGivenRFAT,CannabisPT,true
22,EmploymentOrTraining,FinancialDifficulties,true
23,CannabisDuringPrisonSentence,CannabisDependence,true
24,AngerManagement,AngerManagementGivenRFAT,true
25,StrangeExperiences,StrangeExperiencesPT,true
26,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
27,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
28,pclrscore,ASPD,false
29,CannabisDuringPrisonSentence,EcstasyBeforePrisonSentence,false
30,Depression,ViolentConvictionsRate,false
31,MentalIllnessSymptomCount,Education,false
32,prioracq,EcstasyBeforePrisonSentence,false
33,Stress,EcstasyBeforePrisonSentence,false
34,StrangeExperiencesPT,CocaineAfterRelease,false
35,StrangeExperiences,Depression,false
36,EmploymentOrTraining,DrugTreatment,false
37,ProblematicLifeEvents,DepressionPT,false
38,ThoughtInsertionPT,DepressionPT,false
39,PsychiatricTreatment,Intelligence,false
40,DrugTreatmentGivenRFAT,CannabisBeforePrisonSentence,false
41,CocainePT,SocialProtectiveObs,false
42,SocialProtectiveObs,EcstasyBeforePrisonSentence,false
43,EmploymentOrTraining,MentalIllnessSymptomCount,false
44,PCLRfactor2,AbilityToCope,false
45,EcstasyAfterRelease,SymptomsOfMentalIllness,false
46,Anxiety,MentalIllnessSymptomCount,false
47,RefuseFailToAttendTherapy,prioracq,false
48,Depression,PCLRfacet3,false
49,PriorViolentConvictions,HazardousDrinkingAfterRelease,false
50,ViolentConvictions,PCLRfactor2,false
51,DrugTreatmentGivenRFAT,AggressionDL,false
52,CriminalFamilyBackground,ResponseToTreatGivenAlcDep,false
53,PCLRfactor1,SubstanceUse,false
54,AbilityToCope,SubstanceMisuseDL,false
55,Hallucinations,Impulsivity,false
