ID,Parent,Child,TrueOrFalse
0,ComplianceWithSupervision,NegativeAttitude,true
1,AngerPT,ASPD,true
2,CannabisAfterRelease,CannabisPT,true
3,DepressionPT,SocialWithdraw,true
4,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
5,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
6,StrangeExperiences,StrangeExperiencesPT,true
7,Hallucinations,HallucinationsPT,true
8,CocaineDuringPrisonSentence,CocaineAfterRelease,true
9,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
10,ASPD,PCLRfactor2,true
11,ResponsivenessToTreatment,AngerPT,true
12,CannabisPT,SubstanceUse,true
13,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
14,AbuseNeglectAsChild,BPD,true
15,AngerManagement,AngerManagementGivenRFAT,true
16,AngerPT,ViolentThoughts,true
17,ResponsivenessToTreatment,StrangeExperiencesPT,true
18,AnxietyPT,MentalIllnessSymptomCount,true
19,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
20,CocaineDependence,AnyDrugDependence,true
21,CriminalAttitude,AttitudeDL,true
22,CocaineBeforePrisonSentence,CocaineAfterRelease,true
23,SymptomsOfMentalIllness,ParanoidDelusions,true
24,SymptomsOfMentalIllness,Anxiety,true
25,CocaineDuringPrisonSentence,CocaineDependence,true
26,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
27,AttitudeDL,ViolentConvictionsRate,true
28,CocaineDependence,DrugTreatmentGivenRFAT,false
29,ThoughtInsertionPT,AngerManagement,false
30,Violence,Education,false
31,Anxiety,Impulsivity,false
32,SocialProtectiveObs,LivingCircumstances,false
33,PCLRfacet3,AbuseNeglectAsChild,false
34,HallucinationsPT,EcstasyDependence,false
35,StrangeExperiencesPT,AggressionDL,false
36,ASPD,ParanoidDelusions,false
37,ViolentConvRateGivenProt,RefuseFailToAttendTherapy,false
38,HallucinationsPT,EcstasyBeforePrisonSentence,false
39,ASPD,MentalIllnessDL,false
40,PCLRfactor2,EcstasyPT,false
41,DepressionPT,Age,false
42,PsychiatricTreatment,Anxiety,false
43,DrugTreatmentGivenRFAT,AlcoholTreatmentGivenRFAT,false
44,HazardousDrinkingAfterRelease,CannabisPT,false
45,Anxiety,AbilityToCope,false
46,ParanoidDelusions,GangMember,false
47,BPD,ViolentConvictions,false
48,Depression,StrangeExperiencesPT,false
49,ThoughtInsertionPT,DrugTreatment,false
50,AnyDrugDependence,Violence,false
51,SymptomsOfMentalIllness,ResponsivenessToTreatment,false
52,ResponsivenessToTreatment,ViolentConvictionsRate,false
53,StrangeExperiencesPT,AnyDrugDependence,false
54,ASPD,ViolentConvRateGivenProt,false
55,AggressionDL,TimeAtRisk,false
