ID,Parent,Child,TrueOrFalse
0,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
1,ASPD,PCLRfactor2,true
2,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
3,EcstasyDuringPrisonSentence,EcstasyDependence,true
4,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
5,GangMember,CriminalAttitude,true
6,ResponsivenessToTreatment,ThoughtInsertionPT,true
7,DepressionPT,SocialWithdraw,true
8,ResponsivenessToTreatment,ParanoidDelusionsPT,true
9,AngerPT,BPD,true
10,DrugTreatmentGivenRFAT,CocainePT,true
11,SymptomsOfMentalIllness,Anxiety,true
12,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
13,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
14,Education,Intelligence,true
15,AnxietyPT,FinancialDifficulties,true
16,Anxiety,AnxietyPT,true
17,LivingCircumstances,DomesticStability,true
18,AggressionDL,ViolentConvictionsRate,true
19,CocainePT,SubstanceUse,true
20,MentalIllnessSymptomCount,MentalIllnessDL,true
21,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
22,AngerManagementGivenRFAT,AngerPT,true
23,SymptomsOfMentalIllness,ParanoidDelusions,true
24,CannabisDependence,AnyDrugDependence,true
25,AngerPT,ASPD,true
26,SymptomsOfMentalIllness,ThoughtInsertion,true
27,CriminalNetwork,CriminalAttitude,true
28,AnxietyPT,CocaineBeforePrisonSentence,false
29,CocainePT,LivingCircumstances,false
30,ProblematicLifeEvents,prioracq,false
31,ComplianceWithSupervision,CannabisBeforePrisonSentence,false
32,ThoughtInsertion,PCLRfactor2,false
33,MentalIllnessSymptomCount,ViolentConvRateGivenProt,false
34,DrugTreatmentGivenRFAT,Victimisation,false
35,EcstasyAfterRelease,Violence,false
36,AbilityToCope,Age,false
37,NegativeAttitude,AbilityToCope,false
38,AngerPT,PsychiatricTreatmentGivenRFAT,false
39,CannabisBeforePrisonSentence,Stress,false
40,BPD,AlcoholDependence,false
41,Stress,SocialWithdraw,false
42,DepressionPT,SubstanceMisuseDL,false
43,DomesticStability,MentalIllnessDL,false
44,Violence,CannabisDuringPrisonSentence,false
45,AlcoholDependence,CriminalAttitude,false
46,Intelligence,AlcoholDependence,false
47,pclrscore,MentalIllnessDL,false
48,PsychiatricTreatmentGivenRFAT,CocaineDependence,false
49,CannabisAfterRelease,AngerPT,false
50,CocainePT,AngerManagement,false
51,CocaineDependence,Intelligence,false
52,AbuseNeglectAsChild,DomesticStability,false
53,CocainePT,HallucinationsPT,false
54,NegativeAttitude,ParanoidDelusions,false
55,EcstasyPT,SocialWithdraw,false
