ID,Parent,Child,TrueOrFalse
0,AggressionDL,ViolentConvictionsRate,true
1,CriminalFamilyBackground,CriminalNetwork,true
2,AngerManagementGivenRFAT,AngerPT,true
3,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
4,CannabisDuringPrisonSentence,CannabisDependence,true
5,ViolentConvictions,Violence,true
6,DepressionPT,MentalIllnessSymptomCount,true
7,SubstanceMisuseDL,ViolentConvictionsRate,true
8,HazardousDrinkingPT,SubstanceUse,true
9,ResponsivenessToTreatment,DepressionPT,true
10,DrugTreatment,DrugTreatmentGivenRFAT,true
11,ComplianceWithSupervision,NegativeAttitude,true
12,LivingCircumstances,SocialWithdraw,true
13,EmploymentOrTraining,FinancialDifficulties,true
14,TimeAtRisk,ViolentConvictions,true
15,AnxietyPT,FinancialDifficulties,true
16,StrangeExperiences,StrangeExperiencesPT,true
17,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
18,CannabisBeforePrisonSentence,CannabisAfterRelease,true
19,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
20,StrangeExperiencesPT,MentalIllnessSymptomCount,true
21,CriminalNetwork,CriminalAttitude,true
22,ResponsivenessToTreatment,AngerPT,true
23,Anxiety,AnxietyPT,true
24,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
25,SocialWithdraw,DomesticStability,true
26,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
27,EcstasyDuringPrisonSentence,EcstasyDependence,true
28,Education,ASPD,false
29,EcstasyBeforePrisonSentence,SocialWithdraw,false
30,NegativeAttitude,AlcoholTreatmentGivenRFAT,false
31,TimeAtRisk,MentalIllnessSymptomCount,false
32,prioracq,Victimisation,false
33,ThoughtInsertionPT,GangMember,false
34,CriminalAttitude,ThoughtInsertion,false
35,SubstanceUse,Victimisation,false
36,AnxietyPT,AngerManagement,false
37,ResponseToTreatGivenAlcDep,ViolentConvictionsRate,false
38,ThoughtInsertion,Depression,false
39,Hallucinations,RefuseFailToAttendTherapy,false
40,Anger,CocaineDependence,false
41,AbuseNeglectAsChild,AbilityToCope,false
42,pclrscore,ViolentConvictionsRate,false
43,DrugTreatment,TimeAtRisk,false
44,DrugTreatmentGivenRFAT,SymptomsOfMentalIllness,false
45,SocialWithdraw,Hallucinations,false
46,Anxiety,HazardousDrinkingPT,false
47,DepressionPT,AlcoholTreatmentGivenRFAT,false
48,Anger,PsychiatricTreatmentGivenRFAT,false
49,CocaineDuringPrisonSentence,AggressionDL,false
50,AngerManagementGivenRFAT,ResponsivenessToTreatment,false
51,CriminalAttitude,FinancialDifficulties,false
52,Hallucinations,ComplianceWithSupervision,false
53,MentalIllnessSymptomCount,BPD,false
54,ViolentThoughts,EcstasyPT,false
55,ResponseToTreatGivenDrugDep,AbuseNeglectAsChild,false
