ID,Parent,Child,TrueOrFalse
0,AngerPT,ASPD,true
1,ResponseToTreatGivenDrugDep,EcstasyPT,true
2,SocialWithdraw,SocialProtectiveObs,true
3,DrugTreatmentGivenRFAT,EcstasyPT,true
4,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
5,DrugTreatmentGivenRFAT,CocainePT,true
6,SymptomsOfMentalIllness,ThoughtInsertion,true
7,DrugTreatmentGivenRFAT,CannabisPT,true
8,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
9,Violence,pclrscore,true
10,AnxietyPT,FinancialDifficulties,true
11,SubstanceMisuseDL,ViolentConvictionsRate,true
12,GangMember,NegativeAttitude,true
13,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
14,Impulsivity,PCLRfacet3,true
15,AttitudeDL,ViolentConvictionsRate,true
16,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
17,AngerManagement,AngerManagementGivenRFAT,true
18,GangMember,Victimisation,true
19,Hallucinations,HallucinationsPT,true
20,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
21,EmploymentOrTraining,DomesticStability,true
22,MentalIllnessDL,ViolentConvictionsRate,true
23,NegativeAttitude,AttitudeDL,true
24,SymptomsOfMentalIllness,ParanoidDelusions,true
25,CannabisAfterRelease,CannabisPT,true
26,DepressionPT,SocialWithdraw,true
27,SymptomsOfMentalIllness,Depression,true
28,CannabisDuringPrisonSentence,AlcoholDependence,false
29,SocialProtectiveObs,AngerManagement,false
30,EcstasyDependence,CannabisBeforePrisonSentence,false
31,CriminalAttitude,PCLRfactor2,false
32,StrangeExperiences,ParanoidDelusions,false
33,AngerPT,CannabisAfterRelease,false
34,pclrscore,SubstanceMisuseDL,false
35,ThoughtInsertionPT,CriminalAttitude,false
36,EmploymentOrTraining,SocialWithdraw,false
37,ViolentConvRateGivenProt,CannabisDependence,false
38,NegativeAttitude,EcstasyAfterRelease,false
39,PsychiatricTreatment,DepressionPT,false
40,CriminalFamilyBackground,SymptomsOfMentalIllness,false
41,Age,EcstasyDuringPrisonSentence,false
42,ProblematicLifeEvents,EcstasyBeforePrisonSentence,false
43,ThoughtInsertionPT,CriminalNetwork,false
44,Age,Intelligence,false
45,Victimisation,EmploymentOrTraining,false
46,CannabisPT,RefuseFailToAttendTherapy,false
47,MentalIllnessSymptomCount,ThoughtInsertion,false
48,GangMember,AnyDrugDependence,false
49,Anxiety,AngerManagementGivenRFAT,false
50,DrugTreatment,ViolentThoughts,false
51,CriminalAttitude,AbilityToCope,false
52,DrugTreatment,AlcoholTreatmentGivenRFAT,false
53,Hallucinations,CriminalAttitude,false
54,HallucinationsPT,StrangeExperiences,false
55,DomesticStability,ProblematicLifeEvents,false
