ID,Parent,Child,TrueOrFalse
0,SubstanceUse,SubstanceMisuseDL,true
1,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
2,CannabisAfterRelease,CannabisPT,true
3,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
4,ComplianceWithSupervision,CriminalAttitude,true
5,SocialWithdraw,CriminalNetwork,true
6,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
7,CocaineDependence,AnyDrugDependence,true
8,Anger,AngerPT,true
9,HazardousDrinkingPT,SubstanceUse,true
10,EcstasyDuringPrisonSentence,EcstasyDependence,true
11,ViolentConvictionsRate,ViolentConvRateGivenProt,true
12,BPD,Impulsivity,true
13,LivingCircumstances,SocialWithdraw,true
14,CriminalNetwork,SocialWithdraw,false
15,PsychiatricTreatmentGivenRFAT,DrugTreatment,false
16,ASPD,PCLRfacet3,false
17,PsychiatricTreatmentGivenRFAT,ComplianceWithSupervision,false
18,EmploymentOrTraining,Intelligence,false
19,EcstasyDependence,AbuseNeglectAsChild,false
20,AlcoholTreatment,StrangeExperiences,false
21,Hallucinations,ProblematicLifeEvents,false
22,ResponseToTreatGivenDrugDep,BPD,false
23,CriminalFamilyBackground,ResponsivenessToTreatment,false
24,pclrscore,ResponseToTreatGivenAlcDep,false
25,CannabisAfterRelease,ViolentConvRateGivenProt,false
26,ThoughtInsertion,AggressionDL,false
27,ProblematicLifeEvents,AnyDrugDependence,false
