ID,Parent,Child,TrueOrFalse
0,AbuseNeglectAsChild,BPD,true
1,EcstasyAfterRelease,EcstasyPT,true
2,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
3,Impulsivity,PCLRfacet3,true
4,BPD,Impulsivity,true
5,ComplianceWithSupervision,NegativeAttitude,true
6,Education,Intelligence,true
7,Depression,DepressionPT,true
8,GangMember,NegativeAttitude,true
9,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
10,FinancialDifficulties,Stress,true
11,LivingCircumstances,DomesticStability,true
12,NegativeAttitude,AttitudeDL,true
13,AttitudeDL,ViolentConvictionsRate,true
14,ViolentThoughts,AggressionDL,true
15,DrugTreatmentGivenRFAT,EcstasyPT,true
16,EcstasyDuringPrisonSentence,EcstasyDependence,true
17,DepressionPT,SocialWithdraw,true
18,SymptomsOfMentalIllness,Depression,true
19,CocaineDuringPrisonSentence,CocaineDependence,true
20,ASPD,Impulsivity,true
21,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
22,MentalIllnessDL,ViolentConvictionsRate,true
23,CriminalAttitude,AttitudeDL,true
24,ViolentConvictions,Violence,true
25,LivingCircumstances,SocialProtectiveObs,true
26,ResponsivenessToTreatment,StrangeExperiencesPT,true
27,ProblematicLifeEvents,Stress,true
28,EmploymentOrTraining,AggressionDL,false
29,Violence,Victimisation,false
30,pclrscore,Anger,false
31,Violence,ParanoidDelusionsPT,false
32,PCLRfactor1,HazardousDrinkingAfterRelease,false
33,DrugTreatmentGivenRFAT,CocaineDuringPrisonSentence,false
34,ThoughtInsertion,PsychiatricTreatment,false
35,AggressionDL,StrangeExperiences,false
36,Hallucinations,ParanoidDelusionsPT,false
37,ThoughtInsertionPT,AnyDrugDependence,false
38,StrangeExperiences,EcstasyPT,false
39,ProblematicLifeEvents,AlcoholDependence,false
40,ParanoidDelusions,TimeAtRisk,false
41,Stress,TimeAtRisk,false
42,CocainePT,BPD,false
43,ProblematicLifeEvents,AnxietyPT,false
44,Stress,AbuseNeglectAsChild,false
45,SubstanceUse,DrugTreatment,false
46,Anxiety,AlcoholDependence,false
47,PsychiatricTreatment,AlcoholTreatmentGivenRFAT,false
48,ThoughtInsertion,Victimisation,false
49,AttitudeDL,ThoughtInsertion,false
50,EcstasyAfterRelease,AlcoholDependence,false
51,DepressionPT,CocaineDuringPrisonSentence,false
52,CannabisDuringPrisonSentence,CocaineAfterRelease,false
53,ParanoidDelusionsPT,PCLRfactor2,false
54,ViolentConvRateGivenProt,EcstasyDependence,false
55,PCLRfacet3,Violence,false
56,AngerPT,DomesticStability,false
57,AngerPT,StrangeExperiences,false
58,SubstanceUse,PriorViolentConvictions,false
59,AnxietyPT,ParanoidDelusions,false
60,PCLRfacet3,Education,false
61,SymptomsOfMentalIllness,SubstanceUse,false
62,SocialWithdraw,AnyDrugDependence,false
63,ParanoidDelusionsPT,prioracq,false
64,SymptomsOfMentalIllness,Education,false
65,EcstasyBeforePrisonSentence,ParanoidDelusions,false
66,ThoughtInsertion,CocaineBeforePrisonSentence,false
67,Hallucinations,Violence,false
68,CriminalAttitude,DrugTreatment,false
69,StrangeExperiencesPT,LivingCircumstances,false
70,SymptomsOfMentalIllness,Impulsivity,false
71,CannabisPT,Stress,false
72,AlcoholTreatment,GangMember,false
73,PCLRfactor1,NegativeAttitude,false
74,Education,PriorViolentConvictions,false
75,PsychiatricTreatmentGivenRFAT,SocialProtectiveObs,false
76,DomesticStability,CocaineBeforePrisonSentence,false
77,DrugTreatment,CannabisBeforePrisonSentence,false
78,SubstanceUse,CriminalAttitude,false
79,Education,ViolentConvictionsRate,false
80,FinancialDifficulties,MentalIllnessDL,false
81,AttitudeDL,PCLRfacet3,false
82,ViolentConvRateGivenProt,CannabisAfterRelease,false
83,DepressionPT,Victimisation,false
