ID,Parent,Child,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,DepressionPT,true
1,EmploymentOrTraining,FinancialDifficulties,true
2,TimeAtRisk,ViolentConvictions,true
3,Anxiety,AnxietyPT,true
4,EmploymentOrTraining,DomesticStability,true
5,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
6,AngerManagement,AngerManagementGivenRFAT,true
7,Depression,DepressionPT,true
8,CriminalNetwork,GangMember,true
9,AggressionDL,ViolentConvictionsRate,true
10,CannabisAfterRelease,CannabisPT,true
11,AnxietyPT,FinancialDifficulties,true
12,ResponseToTreatGivenDrugDep,CannabisPT,true
13,ResponsivenessToTreatment,StrangeExperiencesPT,true
14,CocaineAfterRelease,DrugTreatmentGivenRFAT,false
15,AngerPT,ResponseToTreatGivenAlcDep,false
16,SubstanceMisuseDL,CannabisDependence,false
17,EcstasyPT,ThoughtInsertion,false
18,EcstasyDuringPrisonSentence,EcstasyPT,false
19,PCLRfacet3,ParanoidDelusions,false
20,PCLRfacet3,DomesticStability,false
21,Age,StrangeExperiencesPT,false
22,ComplianceWithSupervision,CocainePT,false
23,DrugTreatment,PsychiatricTreatmentGivenRFAT,false
24,NegativeAttitude,DomesticStability,false
25,CocaineDuringPrisonSentence,Intelligence,false
26,DrugTreatmentGivenRFAT,EcstasyBeforePrisonSentence,false
27,HallucinationsPT,DrugTreatmentGivenRFAT,false
