ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,VENTALV
4,VENTLUNG,->,SAO2
5,MINVOLSET,->,VENTLUNG
6,MINVOLSET,->,FIO2
7,MINVOLSET,->,HR
8,DISCONNECT,->,VENTTUBE
9,VENTMACH,->,MINVOLSET
10,VENTMACH,->,ERRLOWOUTPUT
11,VENTMACH,->,HRSAT
12,VENTMACH,->,INTUBATION
13,VENTMACH,->,VENTTUBE
14,PRESS,->,PAP
15,PRESS,->,VENTTUBE
16,PRESS,->,INSUFFANESTH
17,ERRCAUTER,->,HISTORY
18,HRBP,->,EXPCO2
19,ERRLOWOUTPUT,->,HRBP
20,MINVOL,->,STROKEVOLUME
21,MINVOL,->,CO
22,MINVOL,->,TPR
23,STROKEVOLUME,->,CVP
24,LVEDVOLUME,->,HRBP
25,HRSAT,->,HREKG
26,HRSAT,->,ERRCAUTER
27,HRSAT,->,HR
28,HRSAT,->,CO
29,HISTORY,->,BP
30,HISTORY,->,INSUFFANESTH
31,PAP,->,ARTCO2
32,INTUBATION,->,MINVOL
33,INTUBATION,->,SHUNT
34,VENTALV,->,PRESS
35,VENTALV,->,PVSAT
36,VENTALV,->,EXPCO2
37,VENTALV,->,MINVOL
38,CATECHOL,->,TPR
39,ARTCO2,->,EXPCO2
40,ARTCO2,->,CATECHOL
41,HR,->,EXPCO2
42,CO,->,SHUNT
43,BP,->,CO
44,BP,->,TPR
45,PCWP,->,LVEDVOLUME
46,PCWP,->,HYPOVOLEMIA
47,PCWP,->,CO
48,SHUNT,->,SAO2
49,CVP,->,HYPOVOLEMIA
50,CVP,->,PCWP
51,CVP,->,SAO2
52,SAO2,->,DISCONNECT
53,SAO2,->,CATECHOL
