ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,HYPOVOLEMIA
2,VENTLUNG,->,CO
3,MINVOLSET,->,ERRCAUTER
4,PRESS,->,KINKEDTUBE
5,PRESS,->,PCWP
6,PRESS,->,INSUFFANESTH
7,EXPCO2,->,VENTLUNG
8,EXPCO2,->,PRESS
9,EXPCO2,->,VENTALV
10,EXPCO2,->,CATECHOL
11,HRBP,->,CVP
12,ERRLOWOUTPUT,->,HRBP
13,MINVOL,->,VENTTUBE
14,LVEDVOLUME,->,HYPOVOLEMIA
15,LVEDVOLUME,->,HR
16,LVEDVOLUME,->,SHUNT
17,LVEDVOLUME,->,CVP
18,HRSAT,->,HREKG
19,HRSAT,->,ERRCAUTER
20,HISTORY,->,LVFAILURE
21,PAP,->,ERRLOWOUTPUT
22,PAP,->,MINVOL
23,PAP,->,CO
24,INTUBATION,->,VENTLUNG
25,INTUBATION,->,MINVOL
26,VENTTUBE,->,MINVOLSET
27,VENTTUBE,->,VENTMACH
28,VENTTUBE,->,VENTALV
29,CATECHOL,->,INTUBATION
30,ARTCO2,->,MINVOLSET
31,ARTCO2,->,VENTALV
32,ARTCO2,->,CATECHOL
33,HR,->,HRBP
34,HR,->,HRSAT
35,HR,->,HISTORY
36,CO,->,STROKEVOLUME
37,CO,->,HR
38,BP,->,EXPCO2
39,BP,->,CO
40,BP,->,TPR
41,TPR,->,KINKEDTUBE
42,PCWP,->,MINVOLSET
43,PCWP,->,STROKEVOLUME
44,PCWP,->,LVEDVOLUME
45,PCWP,->,PAP
46,INSUFFANESTH,->,STROKEVOLUME
47,INSUFFANESTH,->,CATECHOL
48,SHUNT,->,INTUBATION
49,CVP,->,VENTALV
