ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,VENTALV
3,DISCONNECT,->,VENTTUBE
4,VENTMACH,->,MINVOLSET
5,VENTMACH,->,VENTTUBE
6,FIO2,->,INSUFFANESTH
7,PVSAT,->,SAO2
8,EXPCO2,->,VENTLUNG
9,HREKG,->,HR
10,ERRCAUTER,->,HRSAT
11,HRBP,->,ERRLOWOUTPUT
12,MINVOL,->,INTUBATION
13,KINKEDTUBE,->,PRESS
14,KINKEDTUBE,->,PVSAT
15,STROKEVOLUME,->,CO
16,STROKEVOLUME,->,INSUFFANESTH
17,LVFAILURE,->,LVEDVOLUME
18,LVEDVOLUME,->,HYPOVOLEMIA
19,LVEDVOLUME,->,PCWP
20,LVEDVOLUME,->,CVP
21,HYPOVOLEMIA,->,STROKEVOLUME
22,HRSAT,->,HREKG
23,HISTORY,->,STROKEVOLUME
24,HISTORY,->,LVFAILURE
25,ANAPHYLAXIS,->,VENTMACH
26,ANAPHYLAXIS,->,KINKEDTUBE
27,INTUBATION,->,SHUNT
28,VENTTUBE,->,PAP
29,VENTALV,->,PVSAT
30,CATECHOL,->,ARTCO2
31,CATECHOL,->,TPR
32,ARTCO2,->,EXPCO2
33,HR,->,HRBP
34,HR,->,CATECHOL
35,HR,->,CO
36,CO,->,BP
37,TPR,->,PAP
38,TPR,->,BP
39,INSUFFANESTH,->,PAP
40,PULMEMBOLUS,->,DISCONNECT
41,PULMEMBOLUS,->,ERRCAUTER
42,PULMEMBOLUS,->,PAP
