ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,FIO2
2,VENTLUNG,->,EXPCO2
3,VENTLUNG,->,MINVOL
4,VENTLUNG,->,VENTALV
5,VENTMACH,->,MINVOLSET
6,VENTMACH,->,CO
7,PRESS,->,INTUBATION
8,PRESS,->,PULMEMBOLUS
9,PVSAT,->,SAO2
10,EXPCO2,->,PAP
11,HREKG,->,ERRCAUTER
12,HREKG,->,KINKEDTUBE
13,ERRCAUTER,->,CO
14,HRBP,->,ERRLOWOUTPUT
15,STROKEVOLUME,->,CO
16,STROKEVOLUME,->,BP
17,LVFAILURE,->,STROKEVOLUME
18,LVFAILURE,->,LVEDVOLUME
19,LVFAILURE,->,HISTORY
20,LVEDVOLUME,->,HYPOVOLEMIA
21,LVEDVOLUME,->,PCWP
22,LVEDVOLUME,->,CVP
23,HYPOVOLEMIA,->,STROKEVOLUME
24,HRSAT,->,HREKG
25,INTUBATION,->,VENTALV
26,INTUBATION,->,SHUNT
27,VENTTUBE,->,VENTLUNG
28,VENTTUBE,->,DISCONNECT
29,VENTTUBE,->,VENTMACH
30,VENTTUBE,->,PRESS
31,VENTALV,->,PVSAT
32,VENTALV,->,ARTCO2
33,CATECHOL,->,HR
34,ARTCO2,->,EXPCO2
35,HR,->,FIO2
36,HR,->,HRBP
37,HR,->,HRSAT
38,HR,->,CO
39,BP,->,VENTTUBE
40,BP,->,CO
41,BP,->,TPR
42,BP,->,PULMEMBOLUS
43,TPR,->,ANAPHYLAXIS
44,TPR,->,CATECHOL
45,INSUFFANESTH,->,FIO2
46,PULMEMBOLUS,->,FIO2
