ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTALV
3,VENTLUNG,->,CATECHOL
4,MINVOLSET,->,CO
5,VENTMACH,->,MINVOLSET
6,VENTMACH,->,PRESS
7,VENTMACH,->,LVEDVOLUME
8,VENTMACH,->,VENTTUBE
9,PRESS,->,FIO2
10,ERRCAUTER,->,HREKG
11,ERRLOWOUTPUT,->,FIO2
12,ERRLOWOUTPUT,->,HRBP
13,KINKEDTUBE,->,SHUNT
14,STROKEVOLUME,->,CO
15,LVFAILURE,->,FIO2
16,LVFAILURE,->,STROKEVOLUME
17,LVFAILURE,->,LVEDVOLUME
18,LVFAILURE,->,ANAPHYLAXIS
19,LVEDVOLUME,->,PCWP
20,LVEDVOLUME,->,CVP
21,HYPOVOLEMIA,->,VENTLUNG
22,HYPOVOLEMIA,->,ANAPHYLAXIS
23,HYPOVOLEMIA,->,PCWP
24,HRSAT,->,HREKG
25,HRSAT,->,ERRCAUTER
26,HISTORY,->,VENTLUNG
27,HISTORY,->,LVFAILURE
28,ANAPHYLAXIS,->,INTUBATION
29,INTUBATION,->,MINVOL
30,INTUBATION,->,INSUFFANESTH
31,INTUBATION,->,SHUNT
32,VENTTUBE,->,DISCONNECT
33,VENTTUBE,->,HREKG
34,VENTTUBE,->,ERRLOWOUTPUT
35,VENTTUBE,->,KINKEDTUBE
36,VENTTUBE,->,CVP
37,VENTALV,->,MINVOL
38,VENTALV,->,ARTCO2
39,CATECHOL,->,HR
40,ARTCO2,->,VENTMACH
41,ARTCO2,->,TPR
42,HR,->,HREKG
43,HR,->,HRBP
44,HR,->,CO
45,BP,->,STROKEVOLUME
46,TPR,->,HRSAT
47,TPR,->,ANAPHYLAXIS
48,TPR,->,BP
49,TPR,->,SAO2
50,INSUFFANESTH,->,PULMEMBOLUS
51,SHUNT,->,SAO2
52,PULMEMBOLUS,->,DISCONNECT
53,PULMEMBOLUS,->,STROKEVOLUME
54,PULMEMBOLUS,->,PAP
55,PULMEMBOLUS,->,CATECHOL
56,PULMEMBOLUS,->,SHUNT
57,CVP,->,PAP
