ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,VENTALV
4,DISCONNECT,->,STROKEVOLUME
5,DISCONNECT,->,SHUNT
6,VENTMACH,->,MINVOLSET
7,VENTMACH,->,VENTTUBE
8,PVSAT,->,SAO2
9,HREKG,->,PRESS
10,HREKG,->,ERRCAUTER
11,ERRCAUTER,->,LVFAILURE
12,HRBP,->,ERRLOWOUTPUT
13,KINKEDTUBE,->,PRESS
14,STROKEVOLUME,->,CO
15,STROKEVOLUME,->,INSUFFANESTH
16,LVFAILURE,->,STROKEVOLUME
17,LVFAILURE,->,HISTORY
18,LVEDVOLUME,->,PVSAT
19,LVEDVOLUME,->,STROKEVOLUME
20,LVEDVOLUME,->,TPR
21,LVEDVOLUME,->,PCWP
22,LVEDVOLUME,->,CVP
23,HRSAT,->,PVSAT
24,HRSAT,->,PAP
25,HRSAT,->,TPR
26,ANAPHYLAXIS,->,PRESS
27,ANAPHYLAXIS,->,TPR
28,ANAPHYLAXIS,->,INSUFFANESTH
29,ANAPHYLAXIS,->,SHUNT
30,INTUBATION,->,PRESS
31,INTUBATION,->,FIO2
32,INTUBATION,->,SHUNT
33,VENTTUBE,->,VENTLUNG
34,VENTTUBE,->,DISCONNECT
35,VENTTUBE,->,PRESS
36,VENTALV,->,INTUBATION
37,VENTALV,->,ARTCO2
38,CATECHOL,->,HR
39,HR,->,HREKG
40,HR,->,HRBP
41,HR,->,KINKEDTUBE
42,HR,->,HRSAT
43,HR,->,TPR
44,CO,->,BP
45,TPR,->,FIO2
46,TPR,->,CATECHOL
47,TPR,->,BP
48,PCWP,->,HYPOVOLEMIA
49,PULMEMBOLUS,->,VENTMACH
50,PULMEMBOLUS,->,PVSAT
51,PULMEMBOLUS,->,PAP
52,PULMEMBOLUS,->,SHUNT
53,CVP,->,PRESS
54,SAO2,->,VENTMACH
55,SAO2,->,INSUFFANESTH
