ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,DISCONNECT,->,VENTTUBE
4,VENTMACH,->,VENTTUBE
5,PRESS,->,HRSAT
6,PRESS,->,HISTORY
7,PRESS,->,VENTTUBE
8,PRESS,->,PULMEMBOLUS
9,FIO2,->,INTUBATION
10,ERRCAUTER,->,HREKG
11,ERRLOWOUTPUT,->,HRBP
12,ERRLOWOUTPUT,->,HRSAT
13,MINVOL,->,DISCONNECT
14,MINVOL,->,SAO2
15,STROKEVOLUME,->,ERRCAUTER
16,STROKEVOLUME,->,LVEDVOLUME
17,STROKEVOLUME,->,CO
18,LVFAILURE,->,STROKEVOLUME
19,LVFAILURE,->,HISTORY
20,LVEDVOLUME,->,HISTORY
21,LVEDVOLUME,->,TPR
22,LVEDVOLUME,->,PCWP
23,LVEDVOLUME,->,CVP
24,HYPOVOLEMIA,->,KINKEDTUBE
25,HISTORY,->,BP
26,PAP,->,VENTTUBE
27,PAP,->,TPR
28,INTUBATION,->,VENTALV
29,INTUBATION,->,SHUNT
30,VENTTUBE,->,VENTLUNG
31,VENTALV,->,VENTLUNG
32,VENTALV,->,MINVOL
33,VENTALV,->,ARTCO2
34,CATECHOL,->,MINVOL
35,CATECHOL,->,HR
36,ARTCO2,->,EXPCO2
37,ARTCO2,->,HRSAT
38,HR,->,HREKG
39,HR,->,HRBP
40,HR,->,HRSAT
41,HR,->,VENTTUBE
42,HR,->,CO
43,CO,->,VENTLUNG
44,CO,->,FIO2
45,CO,->,BP
46,TPR,->,CATECHOL
47,TPR,->,BP
48,TPR,->,SAO2
49,PCWP,->,HYPOVOLEMIA
50,PCWP,->,SHUNT
51,PULMEMBOLUS,->,PAP
52,PULMEMBOLUS,->,SHUNT
53,CVP,->,ERRLOWOUTPUT
54,CVP,->,HR
55,CVP,->,INSUFFANESTH
56,SAO2,->,PVSAT
57,SAO2,->,ARTCO2
