ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,HYPOVOLEMIA
3,VENTLUNG,->,VENTALV
4,VENTLUNG,->,INSUFFANESTH
5,DISCONNECT,->,HISTORY
6,VENTMACH,->,MINVOLSET
7,PRESS,->,FIO2
8,PRESS,->,EXPCO2
9,PRESS,->,HR
10,EXPCO2,->,VENTLUNG
11,EXPCO2,->,KINKEDTUBE
12,EXPCO2,->,STROKEVOLUME
13,EXPCO2,->,VENTTUBE
14,EXPCO2,->,CATECHOL
15,EXPCO2,->,ARTCO2
16,EXPCO2,->,BP
17,HREKG,->,ERRCAUTER
18,ERRCAUTER,->,HRSAT
19,HRBP,->,ERRLOWOUTPUT
20,HRBP,->,HISTORY
21,ERRLOWOUTPUT,->,INTUBATION
22,MINVOL,->,SHUNT
23,STROKEVOLUME,->,HYPOVOLEMIA
24,STROKEVOLUME,->,CO
25,LVEDVOLUME,->,PCWP
26,LVEDVOLUME,->,CVP
27,HYPOVOLEMIA,->,LVEDVOLUME
28,HISTORY,->,VENTALV
29,PAP,->,PRESS
30,PAP,->,STROKEVOLUME
31,PAP,->,INTUBATION
32,INTUBATION,->,SHUNT
33,INTUBATION,->,CVP
34,INTUBATION,->,SAO2
35,VENTTUBE,->,DISCONNECT
36,VENTTUBE,->,VENTMACH
37,VENTALV,->,INTUBATION
38,VENTALV,->,ARTCO2
39,CATECHOL,->,HRBP
40,CATECHOL,->,HR
41,ARTCO2,->,MINVOL
42,HR,->,HREKG
43,HR,->,HRBP
44,HR,->,HRSAT
45,HR,->,CO
46,BP,->,CO
47,BP,->,TPR
48,TPR,->,ERRLOWOUTPUT
49,TPR,->,HISTORY
50,TPR,->,CATECHOL
51,TPR,->,SAO2
52,INSUFFANESTH,->,FIO2
53,INSUFFANESTH,->,CVP
54,SAO2,->,HREKG
