ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,CO
4,DISCONNECT,->,VENTTUBE
5,VENTMACH,->,MINVOLSET
6,VENTMACH,->,PULMEMBOLUS
7,PRESS,->,PAP
8,HREKG,->,HRSAT
9,ERRCAUTER,->,HREKG
10,HRBP,->,ERRLOWOUTPUT
11,ERRLOWOUTPUT,->,SHUNT
12,MINVOL,->,INTUBATION
13,LVEDVOLUME,->,DISCONNECT
14,LVEDVOLUME,->,HYPOVOLEMIA
15,LVEDVOLUME,->,HISTORY
16,LVEDVOLUME,->,ARTCO2
17,LVEDVOLUME,->,CVP
18,HRSAT,->,HR
19,HISTORY,->,STROKEVOLUME
20,HISTORY,->,LVFAILURE
21,HISTORY,->,VENTTUBE
22,HISTORY,->,SAO2
23,INTUBATION,->,PRESS
24,INTUBATION,->,SHUNT
25,VENTTUBE,->,VENTLUNG
26,VENTTUBE,->,VENTMACH
27,VENTTUBE,->,PRESS
28,VENTALV,->,VENTLUNG
29,VENTALV,->,HRBP
30,VENTALV,->,ARTCO2
31,CATECHOL,->,TPR
32,ARTCO2,->,EXPCO2
33,HR,->,HRBP
34,HR,->,ANAPHYLAXIS
35,HR,->,CATECHOL
36,HR,->,CO
37,CO,->,STROKEVOLUME
38,CO,->,BP
39,CO,->,CVP
40,BP,->,PAP
41,TPR,->,VENTLUNG
42,TPR,->,BP
43,PCWP,->,LVEDVOLUME
44,INSUFFANESTH,->,HYPOVOLEMIA
45,PULMEMBOLUS,->,HYPOVOLEMIA
46,PULMEMBOLUS,->,PAP
47,PULMEMBOLUS,->,SHUNT
48,SAO2,->,PRESS
49,SAO2,->,PVSAT
50,SAO2,->,KINKEDTUBE
51,SAO2,->,VENTALV
52,SAO2,->,BP
53,SAO2,->,INSUFFANESTH
