ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,PRESS
2,VENTLUNG,->,VENTALV
3,VENTLUNG,->,CATECHOL
4,VENTLUNG,->,ARTCO2
5,MINVOLSET,->,PVSAT
6,VENTMACH,->,MINVOLSET
7,FIO2,->,KINKEDTUBE
8,PVSAT,->,SAO2
9,EXPCO2,->,VENTLUNG
10,HREKG,->,BP
11,ERRCAUTER,->,HREKG
12,ERRCAUTER,->,HRSAT
13,HRBP,->,VENTTUBE
14,HRBP,->,HR
15,ERRLOWOUTPUT,->,HRBP
16,MINVOL,->,HRSAT
17,MINVOL,->,INTUBATION
18,KINKEDTUBE,->,PRESS
19,STROKEVOLUME,->,KINKEDTUBE
20,STROKEVOLUME,->,CO
21,LVFAILURE,->,PRESS
22,LVFAILURE,->,FIO2
23,LVFAILURE,->,HISTORY
24,LVFAILURE,->,CATECHOL
25,LVEDVOLUME,->,STROKEVOLUME
26,LVEDVOLUME,->,LVFAILURE
27,LVEDVOLUME,->,CVP
28,HYPOVOLEMIA,->,ERRCAUTER
29,HYPOVOLEMIA,->,PCWP
30,HYPOVOLEMIA,->,INSUFFANESTH
31,HISTORY,->,EXPCO2
32,INTUBATION,->,ANAPHYLAXIS
33,INTUBATION,->,VENTALV
34,INTUBATION,->,SHUNT
35,VENTTUBE,->,DISCONNECT
36,VENTTUBE,->,VENTMACH
37,VENTTUBE,->,FIO2
38,VENTTUBE,->,VENTALV
39,VENTALV,->,STROKEVOLUME
40,CATECHOL,->,SAO2
41,ARTCO2,->,MINVOL
42,ARTCO2,->,PAP
43,ARTCO2,->,CVP
44,HR,->,MINVOLSET
45,HR,->,HREKG
46,HR,->,CATECHOL
47,HR,->,CO
48,HR,->,TPR
49,CO,->,ERRCAUTER
50,BP,->,CATECHOL
51,BP,->,TPR
52,TPR,->,KINKEDTUBE
53,TPR,->,ANAPHYLAXIS
54,TPR,->,PAP
55,PCWP,->,LVEDVOLUME
56,PCWP,->,PAP
57,INSUFFANESTH,->,MINVOLSET
