ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,DISCONNECT,->,VENTTUBE
4,VENTMACH,->,FIO2
5,VENTMACH,->,VENTTUBE
6,PRESS,->,PULMEMBOLUS
7,FIO2,->,PVSAT
8,PVSAT,->,SAO2
9,EXPCO2,->,VENTALV
10,HREKG,->,ERRLOWOUTPUT
11,ERRCAUTER,->,HREKG
12,ERRCAUTER,->,KINKEDTUBE
13,ERRLOWOUTPUT,->,HRBP
14,ERRLOWOUTPUT,->,KINKEDTUBE
15,KINKEDTUBE,->,PRESS
16,STROKEVOLUME,->,CO
17,LVFAILURE,->,HISTORY
18,LVEDVOLUME,->,STROKEVOLUME
19,LVEDVOLUME,->,HYPOVOLEMIA
20,LVEDVOLUME,->,PCWP
21,HYPOVOLEMIA,->,PULMEMBOLUS
22,HRSAT,->,ERRCAUTER
23,HRSAT,->,ERRLOWOUTPUT
24,HISTORY,->,SAO2
25,ANAPHYLAXIS,->,MINVOLSET
26,ANAPHYLAXIS,->,DISCONNECT
27,ANAPHYLAXIS,->,TPR
28,PAP,->,PRESS
29,INTUBATION,->,PRESS
30,INTUBATION,->,SHUNT
31,INTUBATION,->,CVP
32,INTUBATION,->,SAO2
33,VENTTUBE,->,VENTLUNG
34,VENTTUBE,->,PRESS
35,VENTALV,->,MINVOL
36,VENTALV,->,INTUBATION
37,VENTALV,->,ARTCO2
38,CATECHOL,->,HR
39,ARTCO2,->,PAP
40,HR,->,HREKG
41,HR,->,HRBP
42,HR,->,HRSAT
43,HR,->,CO
44,CO,->,BP
45,CO,->,PULMEMBOLUS
46,BP,->,SAO2
47,TPR,->,CATECHOL
48,TPR,->,BP
49,INSUFFANESTH,->,VENTLUNG
50,CVP,->,LVEDVOLUME
